,ID,style,clothing_categories,mix_clothing_categories,하의_기장,하의_색상,하의_서브색상,하의_카테고리,하의_디테일,하의_소재,하의_프린트,하의_핏,상의_기장,상의_색상,상의_카테고리,상의_디테일,상의_소매기장,상의_소재,상의_프린트,상의_넥라인,상의_핏,상의_서브색상,상의_옷깃,아우터_기장,아우터_색상,아우터_카테고리,아우터_디테일,아우터_소매기장,아우터_소재,아우터_프린트,아우터_핏,아우터_옷깃,아우터_서브색상,아우터_넥라인,원피스_기장,원피스_색상,원피스_카테고리,원피스_디테일,원피스_소매기장,원피스_소재,원피스_프린트,원피스_넥라인,원피스_핏,원피스_서브색상,원피스_옷깃
813,475329,아방가르드,"아우터, 하의, 원피스",8,발목,,,청바지,,['데님'],,스키니,,,,,,,,,,,,맥시,,짚업,,,,['도트'],루즈,,,,,화이트,,,긴팔,,,,,블랙,
814,475330,아방가르드,"아우터, 하의, 원피스",8,발목,,,청바지,,['데님'],,스키니,,,,,,,,,,,,맥시,,짚업,,,,['도트'],루즈,,,,,화이트,,,긴팔,,,,,블랙,
815,475331,아방가르드,"아우터, 하의, 원피스",8,발목,,,청바지,,['데님'],,스키니,,,,,,,,,,,,맥시,,짚업,,,,['도트'],루즈,,,,,화이트,,,긴팔,,,,,블랙,
816,475332,아방가르드,"아우터, 하의, 원피스",8,발목,,,청바지,,['데님'],,스키니,,,,,,,,,,,,맥시,,짚업,,,,['도트'],루즈,,,,,화이트,,,긴팔,,,,,블랙,
817,476745,아방가르드,"하의, 상의",3,발목,,,청바지,['디스트로이드'],['데님'],['무지'],스키니,,네이비,블라우스,['러플'],반팔,['우븐'],['페이즐리'],브이넥,노멀,골드,,,,,,,,,,,,,,,,,,,,,,,
818,476746,아방가르드,"하의, 상의",3,발목,블루,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],스키니,,네이비,블라우스,['러플'],반팔,['우븐'],['페이즐리'],브이넥,노멀,골드,,,,,,,,,,,,,,,,,,,,,,,
819,476747,아방가르드,"하의, 상의",3,발목,블루,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],스키니,,네이비,블라우스,['러플'],반팔,['우븐'],['페이즐리'],브이넥,노멀,골드,,,,,,,,,,,,,,,,,,,,,,,
820,476748,아방가르드,"하의, 상의",3,발목,블루,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],스키니,,네이비,블라우스,['러플'],반팔,['우븐'],['페이즐리'],브이넥,노멀,골드,,,,,,,,,,,,,,,,,,,,,,,
821,476751,아방가르드,"하의, 상의",3,발목,블루,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],스키니,,네이비,블라우스,['러플'],반팔,['우븐'],['페이즐리'],브이넥,노멀,골드,,,,,,,,,,,,,,,,,,,,,,,
822,476752,아방가르드,"하의, 상의",3,,,,청바지,,['데님'],['무지'],스키니,노멀,네이비,블라우스,['러플'],반팔,['우븐'],['페이즐리'],브이넥,노멀,골드,,,,,,,,,,,,,,,,,,,,,,,
823,476753,아방가르드,"하의, 상의",3,,,,청바지,,['데님'],['무지'],스키니,노멀,네이비,블라우스,['러플'],반팔,['우븐'],['페이즐리'],브이넥,노멀,골드,,,,,,,,,,,,,,,,,,,,,,,
824,476754,아방가르드,"하의, 상의",3,,,,청바지,,['데님'],['무지'],스키니,노멀,네이비,블라우스,['러플'],반팔,['우븐'],['페이즐리'],브이넥,노멀,골드,,,,,,,,,,,,,,,,,,,,,,,
825,476755,아방가르드,"하의, 상의",3,,,,청바지,,['데님'],['무지'],스키니,노멀,네이비,블라우스,['러플'],반팔,['우븐'],['페이즐리'],브이넥,노멀,골드,,,,,,,,,,,,,,,,,,,,,,,
826,479421,아방가르드,"하의, 상의",3,,블랙,,,,,,,롱,화이트,블라우스,"['드롭숄더', '비대칭', '슬릿']",긴팔,['우븐'],['무지'],라운드넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,
827,479422,아방가르드,"하의, 상의",3,,블랙,,,,,,,롱,화이트,블라우스,"['드롭숄더', '비대칭', '슬릿']",긴팔,['우븐'],['무지'],라운드넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,
828,479423,아방가르드,"하의, 상의",3,,블랙,,,,,,,롱,화이트,블라우스,"['드롭숄더', '비대칭', '슬릿']",긴팔,['우븐'],['무지'],라운드넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,
829,479424,아방가르드,"하의, 상의",3,,블랙,,,,,,,롱,화이트,블라우스,"['드롭숄더', '비대칭', '슬릿']",긴팔,['우븐'],['무지'],라운드넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,
830,479445,아방가르드,"하의, 상의",3,,화이트,,,,,,,크롭,블루,블라우스,"['셔링', '띠']",긴팔,['우븐'],['스트라이프'],브이넥,노멀,화이트,,,,,,,,,,,,,,,,,,,,,,,
831,479446,아방가르드,"하의, 상의",3,,화이트,,,,,,,크롭,블루,블라우스,"['셔링', '띠']",긴팔,['우븐'],['스트라이프'],브이넥,노멀,화이트,,,,,,,,,,,,,,,,,,,,,,,
832,479447,아방가르드,"하의, 상의",3,,화이트,,,,,,,크롭,블루,블라우스,,긴팔,['우븐'],['스트라이프'],보트넥,노멀,화이트,,,,,,,,,,,,,,,,,,,,,,,
833,479448,아방가르드,"하의, 상의",3,,화이트,,,,,,,크롭,블루,블라우스,,긴팔,['우븐'],['스트라이프'],보트넥,노멀,화이트,,,,,,,,,,,,,,,,,,,,,,,
834,480474,아방가르드,"하의, 상의",3,발목,,,청바지,,['데님'],['무지'],스키니,롱,베이지,셔츠,['비대칭'],긴팔,['린넨'],['무지'],,노멀,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
835,480475,아방가르드,"하의, 상의",3,발목,,,청바지,,['데님'],['무지'],스키니,롱,베이지,셔츠,['비대칭'],긴팔,['린넨'],['무지'],,노멀,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
836,480476,아방가르드,"하의, 상의",3,,블랙,,,,,,,롱,블루,셔츠,['비대칭'],긴팔,['린넨'],['무지'],,노멀,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
837,480477,아방가르드,"하의, 상의",3,,블랙,,,,,,,롱,블루,셔츠,['비대칭'],긴팔,['린넨'],['무지'],,노멀,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
838,480478,아방가르드,"하의, 상의",3,,블랙,,,,,,,롱,블루,셔츠,['비대칭'],긴팔,['린넨'],['무지'],,노멀,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
839,480481,아방가르드,"하의, 상의",3,,스카이블루,,,,,,,롱,블랙,블라우스,['비대칭'],긴팔,['시폰'],['무지'],,노멀,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
840,480482,아방가르드,"하의, 상의",3,발목,,,청바지,,['데님'],['무지'],스키니,롱,베이지,셔츠,['비대칭'],긴팔,['린넨'],['무지'],,노멀,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
841,480483,아방가르드,"하의, 상의",3,발목,,,청바지,,['데님'],['무지'],스키니,롱,베이지,셔츠,['비대칭'],긴팔,['린넨'],['무지'],,노멀,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
842,480484,아방가르드,"하의, 상의",3,발목,,,청바지,,['데님'],['무지'],스키니,롱,베이지,셔츠,['비대칭'],긴팔,['린넨'],['무지'],,노멀,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
843,480491,아방가르드,"하의, 상의",3,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,롱,베이지,셔츠,['비대칭'],긴팔,['린넨'],['무지'],,노멀,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
844,481306,아방가르드,"하의, 상의",3,발목,화이트,,팬츠,['슬릿'],['우븐'],['무지'],노멀,노멀,스카이블루,브라탑,"['단추', '스트링']",긴팔,['우븐'],['페이즐리'],,노멀,화이트,차이나칼라,,,,,,,,,,,,,,,,,,,,,,
845,481310,아방가르드,"하의, 상의",3,발목,화이트,,팬츠,['슬릿'],['우븐'],['무지'],노멀,노멀,스카이블루,브라탑,"['단추', '스트링']",긴팔,['우븐'],['페이즐리'],,노멀,화이트,차이나칼라,,,,,,,,,,,,,,,,,,,,,,
846,481311,아방가르드,"하의, 상의",3,,화이트,,팬츠,,['우븐'],['무지'],스키니,노멀,스카이블루,블라우스,['단추'],긴팔,['우븐'],['페이즐리'],,노멀,화이트,차이나칼라,,,,,,,,,,,,,,,,,,,,,,
847,486344,아방가르드,"하의, 상의",3,미디,블루,,청바지,,['데님'],,스키니,롱,화이트,블라우스,"['프릴', '비대칭']",긴팔,['실크'],['믹스'],라운드넥,노멀,와인,,,,,,,,,,,,,,,,,,,,,,,
848,486372,아방가르드,"하의, 상의",3,발목,,,팬츠,,['우븐'],['무지'],노멀,노멀,베이지,셔츠,['스트링'],긴팔,['울/캐시미어'],['체크'],,노멀,와인,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
849,486373,아방가르드,"하의, 상의",3,발목,화이트,,팬츠,,['우븐'],['무지'],노멀,노멀,베이지,셔츠,['스트링'],긴팔,['울/캐시미어'],['체크'],,노멀,블루,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
850,503894,아방가르드,"하의, 상의",3,발목,블랙,,스커트,"['비대칭', '플리츠']",['우븐'],['무지'],루즈,롱,그레이,니트웨어,"['니트꽈베기', '드롭숄더']",긴팔,['니트'],['무지'],브이넥,오버사이즈,,,,,,,,,,,,,,,,,,,,,,,,
851,503896,아방가르드,"하의, 상의",3,발목,그레이,,스커트,"['비대칭', '플리츠']",['우븐'],['무지'],루즈,롱,베이지,니트웨어,['니트꽈베기'],긴팔,['니트'],['무지'],라운드넥,오버사이즈,,,,,,,,,,,,,,,,,,,,,,,,
852,503898,아방가르드,"하의, 상의",3,발목,그레이,,스커트,"['비대칭', '플리츠']",['우븐'],['무지'],루즈,롱,베이지,니트웨어,['니트꽈베기'],긴팔,['니트'],['무지'],라운드넥,오버사이즈,,,,,,,,,,,,,,,,,,,,,,,,
853,503900,아방가르드,"하의, 상의",3,발목,그레이,,스커트,"['비대칭', '플리츠']",['우븐'],['무지'],루즈,롱,베이지,니트웨어,['니트꽈베기'],긴팔,['니트'],['무지'],라운드넥,오버사이즈,,,,,,,,,,,,,,,,,,,,,,,,
854,503903,아방가르드,"하의, 상의",3,발목,블랙,,스커트,"['비대칭', '플리츠']",['우븐'],['무지'],루즈,롱,그레이,니트웨어,"['니트꽈베기', '드롭숄더']",긴팔,['니트'],['무지'],브이넥,오버사이즈,,,,,,,,,,,,,,,,,,,,,,,,
855,503904,아방가르드,"하의, 상의",3,발목,그레이,,스커트,"['비대칭', '플리츠']",['우븐'],['무지'],루즈,롱,베이지,니트웨어,['니트꽈베기'],긴팔,['니트'],['무지'],라운드넥,오버사이즈,,,,,,,,,,,,,,,,,,,,,,,,
856,503906,아방가르드,"하의, 상의",3,발목,그레이,,스커트,"['비대칭', '플리츠']",['우븐'],['무지'],루즈,,베이지,,,긴팔,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,503907,아방가르드,"하의, 상의",3,발목,그레이,,스커트,"['비대칭', '플리츠']",['우븐'],['무지'],루즈,롱,베이지,니트웨어,['니트꽈베기'],긴팔,['니트'],['무지'],라운드넥,오버사이즈,,,,,,,,,,,,,,,,,,,,,,,,
858,503908,아방가르드,"하의, 상의",3,발목,그레이,,스커트,"['비대칭', '플리츠']",['우븐'],['무지'],루즈,롱,베이지,니트웨어,['니트꽈베기'],긴팔,['니트'],['무지'],라운드넥,오버사이즈,,,,,,,,,,,,,,,,,,,,,,,,
859,503910,아방가르드,"하의, 상의",3,발목,블랙,,스커트,"['비대칭', '플리츠']",['우븐'],['무지'],루즈,롱,그레이,니트웨어,"['니트꽈베기', '드롭숄더']",긴팔,['니트'],['무지'],브이넥,오버사이즈,,,,,,,,,,,,,,,,,,,,,,,,
860,503914,아방가르드,"하의, 상의",3,발목,블랙,,스커트,"['비대칭', '플리츠']",['우븐'],['무지'],루즈,롱,그레이,니트웨어,"['니트꽈베기', '드롭숄더']",긴팔,['니트'],['무지'],브이넥,오버사이즈,,,,,,,,,,,,,,,,,,,,,,,,
861,503918,아방가르드,"하의, 상의",3,발목,그레이,,스커트,"['비대칭', '플리츠']",['우븐'],['무지'],루즈,롱,블랙,티셔츠,,긴팔,['니트'],['무지'],터틀넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,
862,503923,아방가르드,"하의, 상의",3,발목,블랙,,스커트,"['비대칭', '플리츠']",['우븐'],['무지'],루즈,롱,베이지,니트웨어,"['단추', '니트꽈베기']",긴팔,['니트'],['무지'],터틀넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,
863,512057,아방가르드,"하의, 상의",3,발목,,,팬츠,,['니트'],['무지'],벨보텀,노멀,화이트,니트웨어,,긴팔,['니트'],['믹스'],터틀넥,오버사이즈,,,,,,,,,,,,,,,,,,,,,,,,
864,512058,아방가르드,"하의, 상의",3,,,,팬츠,,['니트'],['무지'],와이드,노멀,화이트,니트웨어,,긴팔,['니트'],['믹스'],터틀넥,오버사이즈,,,,,,,,,,,,,,,,,,,,,,,,
865,512060,아방가르드,"하의, 상의",3,발목,,,팬츠,,"['니트', '헤어 니트']",['무지'],벨보텀,노멀,화이트,니트웨어,,긴팔,['니트'],['믹스'],터틀넥,오버사이즈,,,,,,,,,,,,,,,,,,,,,,,,
866,545146,아방가르드,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,롱,블랙,코트,['포켓'],긴팔,['우븐'],,노멀,,,후드,니렝스,,드레스,,,"['저지', '플리스']",['스트라이프'],,노멀,,
867,545169,아방가르드,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,롱,블랙,코트,['포켓'],긴팔,['우븐'],,노멀,,,후드,니렝스,,드레스,,,"['저지', '플리스']",['스트라이프'],,노멀,,
868,545176,아방가르드,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,롱,블랙,코트,['포켓'],긴팔,['우븐'],,노멀,,,후드,니렝스,,드레스,,,"['저지', '플리스']",['스트라이프'],,노멀,,
869,545177,아방가르드,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,롱,블랙,코트,['포켓'],긴팔,['우븐'],,노멀,,,후드,니렝스,,드레스,,,"['저지', '플리스']",['스트라이프'],,노멀,,
870,545187,아방가르드,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,롱,블랙,코트,['포켓'],긴팔,['우븐'],,노멀,,,후드,니렝스,,드레스,,,"['저지', '플리스']",['스트라이프'],,노멀,,
871,545196,아방가르드,"아우터, 하의, 원피스",8,발목,,,팬츠,,['우븐'],,스키니,,,,,,,,,,,,롱,블랙,코트,['포켓'],긴팔,['우븐'],,노멀,,,후드,니렝스,,드레스,,,"['저지', '플리스']",['스트라이프'],,노멀,,
872,545198,아방가르드,"아우터, 하의, 원피스",8,발목,,,팬츠,,['우븐'],,스키니,,,,,,,,,,,,롱,블랙,코트,['포켓'],긴팔,['우븐'],,노멀,,,후드,니렝스,,드레스,,,"['저지', '플리스']",['스트라이프'],,노멀,,
873,545405,아방가르드,"아우터, 상의",2,,,,,,,,,롱,블랙,티셔츠,,긴팔,['저지'],,유넥,노멀,,,하프,,베스트,['체인'],,['니트'],,노멀,,,,,,,,,,,,,,
874,547035,아방가르드,"하의, 상의",3,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,롱,베이지,블라우스,"['단추', '싱글브레스티드']",민소매,['시폰'],['그래픽'],유넥,노멀,퍼플,,,,,,,,,,,,,,,,,,,,,,,
875,547039,아방가르드,"하의, 상의",3,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,롱,베이지,블라우스,"['단추', '싱글브레스티드']",반팔,['시폰'],['그래픽'],유넥,노멀,퍼플,,,,,,,,,,,,,,,,,,,,,,,
876,548109,아방가르드,"아우터, 하의, 상의",10,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,롱,블랙,블라우스,['단추'],7부소매,['우븐'],['무지'],,루즈,,셔츠칼라,,블랙,,,7부소매,,,,,,,,,,,,,,,,,
877,548112,아방가르드,"아우터, 하의, 상의",10,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,롱,블랙,블라우스,['단추'],7부소매,['우븐'],['무지'],,루즈,,셔츠칼라,,블랙,,,7부소매,,,,,,,,,,,,,,,,,
878,548140,아방가르드,"하의, 상의",3,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,롱,블랙,블라우스,['단추'],7부소매,['우븐'],['무지'],,루즈,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
879,548142,아방가르드,"하의, 상의",3,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,롱,블랙,블라우스,['단추'],7부소매,['우븐'],['무지'],,루즈,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
880,548148,아방가르드,"하의, 상의",3,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,롱,블랙,블라우스,['단추'],7부소매,['우븐'],['무지'],,루즈,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
881,548150,아방가르드,"하의, 상의",3,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,롱,블랙,블라우스,['단추'],긴팔,['우븐'],['무지'],,루즈,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
882,548152,아방가르드,"하의, 상의",3,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,롱,블랙,블라우스,['단추'],긴팔,['우븐'],['무지'],,루즈,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
883,548157,아방가르드,"하의, 상의",3,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,롱,블랙,블라우스,['단추'],긴팔,['우븐'],['무지'],,루즈,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
884,548161,아방가르드,"하의, 상의",3,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,롱,블랙,블라우스,['단추'],긴팔,['우븐'],['무지'],,루즈,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
885,548306,아방가르드,"아우터, 하의",4,발목,블랙,,팬츠,,['데님'],['무지'],스키니,,,,,,,,,,,,하프,블랙,코트,"['더블브레스티드', '띠']",7부소매,['울/캐시미어'],['무지'],오버사이즈,밴드칼라,,,,,,,,,,,,,
886,548308,아방가르드,"아우터, 하의",4,발목,블랙,,팬츠,,['데님'],['무지'],스키니,,,,,,,,,,,,하프,블랙,코트,"['더블브레스티드', '띠']",7부소매,['울/캐시미어'],['무지'],오버사이즈,밴드칼라,,,,,,,,,,,,,
887,548310,아방가르드,"아우터, 하의",4,발목,블랙,,팬츠,,['데님'],['무지'],스키니,,,,,,,,,,,,하프,블랙,코트,"['더블브레스티드', '띠']",7부소매,['울/캐시미어'],['무지'],오버사이즈,밴드칼라,,,,,,,,,,,,,
888,548313,아방가르드,"아우터, 하의",4,발목,블랙,,팬츠,,['데님'],['무지'],스키니,,,,,,,,,,,,하프,블랙,코트,"['더블브레스티드', '띠']",7부소매,['울/캐시미어'],['무지'],오버사이즈,밴드칼라,,,,,,,,,,,,,
889,548314,아방가르드,"아우터, 하의",4,발목,블랙,,팬츠,,['데님'],['무지'],스키니,,,,,,,,,,,,하프,블랙,코트,"['더블브레스티드', '띠']",7부소매,['울/캐시미어'],['무지'],오버사이즈,밴드칼라,,,,,,,,,,,,,
890,548315,아방가르드,"아우터, 하의",4,발목,블랙,,팬츠,,['데님'],['무지'],스키니,,,,,,,,,,,,하프,블랙,코트,"['더블브레스티드', '띠']",7부소매,['울/캐시미어'],['무지'],오버사이즈,밴드칼라,,,,,,,,,,,,,
891,548317,아방가르드,"아우터, 하의",4,발목,블랙,,팬츠,,['데님'],['무지'],스키니,,,,,,,,,,,,하프,블랙,코트,"['더블브레스티드', '띠']",7부소매,['울/캐시미어'],['무지'],오버사이즈,밴드칼라,,,,,,,,,,,,,
892,548318,아방가르드,"아우터, 하의",4,발목,블랙,,팬츠,,['데님'],['무지'],스키니,,,,,,,,,,,,하프,블랙,코트,"['더블브레스티드', '띠']",7부소매,['울/캐시미어'],['무지'],오버사이즈,밴드칼라,,,,,,,,,,,,,
893,548320,아방가르드,"아우터, 하의",4,발목,블랙,,팬츠,,['데님'],['무지'],스키니,,,,,,,,,,,,하프,블랙,코트,"['더블브레스티드', '띠']",7부소매,['울/캐시미어'],['무지'],오버사이즈,밴드칼라,,,,,,,,,,,,,
894,548323,아방가르드,"아우터, 하의",4,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,,,,,,,,,,,,하프,블랙,코트,,7부소매,['울/캐시미어'],['무지'],오버사이즈,,,,,,,,,,,,,,
895,548326,아방가르드,"아우터, 하의",4,발목,블랙,,팬츠,,['데님'],['무지'],스키니,,,,,,,,,,,,하프,블랙,코트,"['더블브레스티드', '띠']",7부소매,['울/캐시미어'],['무지'],오버사이즈,밴드칼라,,,,,,,,,,,,,
896,548330,아방가르드,"아우터, 하의",4,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,,,,,,,,,,,,하프,블랙,코트,,7부소매,['울/캐시미어'],['무지'],오버사이즈,,,,,,,,,,,,,,
897,548334,아방가르드,"아우터, 하의",4,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,,,,,,,,,,,,하프,블랙,코트,,7부소매,['울/캐시미어'],['무지'],오버사이즈,,,,,,,,,,,,,,
898,548335,아방가르드,"아우터, 하의",4,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,,,,,,,,,,,,하프,블랙,코트,,7부소매,['울/캐시미어'],['무지'],오버사이즈,,,,,,,,,,,,,,
899,548336,아방가르드,"아우터, 하의",4,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,,,,,,,,,,,,하프,블랙,코트,,7부소매,['울/캐시미어'],['무지'],오버사이즈,,,,,,,,,,,,,,
900,548339,아방가르드,"아우터, 하의",4,발목,블랙,,팬츠,,['데님'],['무지'],스키니,,,,,,,,,,,,하프,블랙,코트,"['더블브레스티드', '띠']",7부소매,['울/캐시미어'],['무지'],오버사이즈,밴드칼라,,,,,,,,,,,,,
901,550083,아방가르드,"하의, 원피스, 상의",9,,블랙,,,,,,,,그레이,,,민소매,,,,,블랙,,,,,,,,,,,,,미니,,드레스,,,"['실크', '우븐']",['무지'],유넥,루즈,,
902,550103,아방가르드,"아우터, 하의, 상의",10,,블랙,,,,,,,,카키,,,긴팔,,,,,,,하프,,코트,"['단추', '포켓']",,,['무지'],노멀,,,,,,,,,,,,,,
903,550191,아방가르드,"하의, 원피스, 상의",9,,블랙,,,,,,,,블랙,,,긴팔,,,,,,,,,,,,,,,,,,니렝스,,드레스,,,"['가죽', '니트']",['무지'],라운드넥,노멀,,
904,551042,아방가르드,"아우터, 하의, 상의",10,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,,퍼플,,,반팔,,,,,,,하프,,재킷,,,['우븐'],['무지'],오버사이즈,,,,,,,,,,,,,,
905,551043,아방가르드,"아우터, 하의, 상의",10,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,,퍼플,,,반팔,,,,,,,하프,,재킷,['플레어'],,['우븐'],['무지'],오버사이즈,테일러드칼라,,,,,,,,,,,,,
906,551044,아방가르드,"아우터, 하의, 상의",10,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,,퍼플,,,반팔,,,,,,,하프,,재킷,['플레어'],,['우븐'],['무지'],오버사이즈,테일러드칼라,,,,,,,,,,,,,
907,551045,아방가르드,"아우터, 하의, 상의",10,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,,퍼플,,,반팔,,,,,,,하프,,재킷,['플레어'],,['우븐'],['무지'],오버사이즈,테일러드칼라,,,,,,,,,,,,,
908,551046,아방가르드,"아우터, 하의, 상의",10,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,,퍼플,,,반팔,,,,,,,하프,,재킷,['플레어'],,['우븐'],['무지'],오버사이즈,테일러드칼라,,,,,,,,,,,,,
909,551047,아방가르드,"아우터, 하의, 상의",10,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,,퍼플,,,반팔,,,,,,,하프,,재킷,['플레어'],,['우븐'],['무지'],오버사이즈,테일러드칼라,,,,,,,,,,,,,
910,551048,아방가르드,"아우터, 하의, 상의",10,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,,퍼플,,,반팔,,,,,,,하프,,재킷,['플레어'],,['우븐'],['무지'],오버사이즈,테일러드칼라,,,,,,,,,,,,,
911,551049,아방가르드,"아우터, 하의, 상의",10,발목,블랙,,팬츠,,['우븐'],['무지'],스키니,,퍼플,,,반팔,,,,,,,하프,,재킷,,,['우븐'],['무지'],오버사이즈,,,,,,,,,,,,,,
912,551669,아방가르드,"하의, 상의",3,니렝스,그레이,화이트,팬츠,,['울/캐시미어'],['지그재그'],노멀,롱,블랙,니트웨어,"['셔링', '페플럼']",긴팔,"['우븐', '니트']",['무지'],라운드넥,노멀,그레이,,,,,,,,,,,,,,,,,,,,,,,
913,551670,아방가르드,"하의, 상의",3,니렝스,그레이,화이트,팬츠,,['울/캐시미어'],['지그재그'],노멀,롱,블랙,니트웨어,"['셔링', '페플럼']",긴팔,"['우븐', '니트']",['무지'],,노멀,그레이,,,,,,,,,,,,,,,,,,,,,,,
914,551671,아방가르드,"하의, 상의",3,니렝스,그레이,화이트,팬츠,,['울/캐시미어'],['지그재그'],노멀,롱,블랙,니트웨어,"['셔링', '페플럼']",긴팔,"['우븐', '니트']",['무지'],라운드넥,노멀,그레이,,,,,,,,,,,,,,,,,,,,,,,
915,551672,아방가르드,"하의, 상의",3,니렝스,그레이,화이트,팬츠,,['울/캐시미어'],['지그재그'],노멀,롱,블랙,니트웨어,"['셔링', '페플럼']",긴팔,"['우븐', '니트']",['무지'],라운드넥,노멀,그레이,,,,,,,,,,,,,,,,,,,,,,,
916,551673,아방가르드,"하의, 상의",3,니렝스,그레이,화이트,팬츠,,['울/캐시미어'],['지그재그'],노멀,롱,블랙,니트웨어,"['셔링', '페플럼']",긴팔,"['우븐', '니트']",['무지'],라운드넥,노멀,그레이,,,,,,,,,,,,,,,,,,,,,,,
917,551674,아방가르드,"하의, 상의",3,니렝스,그레이,화이트,팬츠,,['울/캐시미어'],['지그재그'],노멀,롱,블랙,니트웨어,"['셔링', '페플럼']",긴팔,"['우븐', '니트']",['무지'],라운드넥,노멀,그레이,,,,,,,,,,,,,,,,,,,,,,,
918,551675,아방가르드,"하의, 상의",3,니렝스,그레이,화이트,팬츠,,['울/캐시미어'],['지그재그'],노멀,롱,블랙,니트웨어,"['셔링', '페플럼']",긴팔,"['우븐', '니트']",['무지'],라운드넥,노멀,그레이,,,,,,,,,,,,,,,,,,,,,,,
919,551678,아방가르드,"하의, 상의",3,니렝스,그레이,화이트,팬츠,,['울/캐시미어'],['지그재그'],노멀,롱,블랙,니트웨어,"['셔링', '페플럼']",긴팔,"['우븐', '니트']",['무지'],,노멀,그레이,,,,,,,,,,,,,,,,,,,,,,,
920,552735,아방가르드,"하의, 상의",3,발목,블랙,,스커트,,"['우븐', '시폰']",['무지'],와이드,노멀,화이트,탑,,반팔,['메시'],['무지'],라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,
921,552738,아방가르드,"하의, 상의",3,발목,블랙,,스커트,,"['우븐', '시폰']",['무지'],와이드,노멀,화이트,탑,,반팔,['메시'],['무지'],라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,
922,552739,아방가르드,"하의, 상의",3,발목,블랙,,스커트,,"['우븐', '시폰']",['무지'],와이드,노멀,화이트,탑,,반팔,['메시'],['무지'],,노멀,,,,,,,,,,,,,,,,,,,,,,,,
923,552740,아방가르드,"하의, 상의",3,발목,블랙,,스커트,,"['우븐', '시폰']",['무지'],와이드,노멀,화이트,탑,,반팔,['메시'],['무지'],,노멀,,,,,,,,,,,,,,,,,,,,,,,,
