,ID,style,clothing_categories,mix_clothing_categories,아우터_기장,아우터_색상,아우터_카테고리,아우터_디테일,아우터_소매기장,아우터_프린트,아우터_넥라인,아우터_핏,원피스_기장,원피스_카테고리,원피스_프린트,원피스_핏,원피스_색상,원피스_소매기장,하의_기장,하의_색상,하의_카테고리,하의_프린트,하의_핏,상의_기장,상의_색상,상의_카테고리,상의_디테일,상의_소매기장,상의_소재,상의_프린트,상의_넥라인,상의_핏,하의_소재,아우터_소재,하의_디테일,하의_서브색상,상의_서브색상,아우터_서브색상,아우터_옷깃,원피스_디테일,원피스_소재,원피스_넥라인,상의_옷깃,원피스_서브색상,원피스_옷깃
3528,1302384,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,오렌지,팬츠,['무지'],와이드,크롭,오렌지,티셔츠,,반팔,['저지'],['무지'],,노멀,['저지'],,,,,,,,,,,,
3529,1302385,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,오렌지,팬츠,['무지'],와이드,크롭,오렌지,티셔츠,,반팔,['저지'],['무지'],라운드넥,노멀,['저지'],,,,,,,,,,,,
3530,1302386,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,오렌지,팬츠,['무지'],와이드,크롭,오렌지,티셔츠,,반팔,['저지'],['무지'],라운드넥,노멀,['저지'],,,,,,,,,,,,
3531,1302387,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,오렌지,팬츠,['무지'],와이드,크롭,오렌지,티셔츠,,반팔,['저지'],['무지'],라운드넥,노멀,['저지'],,,,,,,,,,,,
3532,1302390,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,오렌지,팬츠,['무지'],와이드,크롭,오렌지,티셔츠,,반팔,['저지'],['무지'],,노멀,['저지'],,,,,,,,,,,,
3533,1302391,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,오렌지,팬츠,['무지'],와이드,크롭,오렌지,티셔츠,,반팔,['저지'],['무지'],라운드넥,노멀,['저지'],,,,,,,,,,,,
3534,1302392,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,오렌지,팬츠,['무지'],와이드,크롭,오렌지,티셔츠,,반팔,['저지'],['무지'],라운드넥,노멀,['저지'],,,,,,,,,,,,
3535,1302393,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,오렌지,팬츠,['무지'],와이드,크롭,오렌지,티셔츠,,반팔,['저지'],['무지'],라운드넥,노멀,['저지'],,,,,,,,,,,,
3536,1302395,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,그레이,팬츠,['무지'],와이드,노멀,그레이,티셔츠,,반팔,['저지'],['무지'],라운드넥,노멀,['저지'],,,,,,,,,,,,
3537,1302396,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,그레이,팬츠,['무지'],와이드,노멀,그레이,티셔츠,,반팔,['저지'],['무지'],라운드넥,노멀,['저지'],,,,,,,,,,,,
3538,1302400,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,그레이,팬츠,['무지'],와이드,노멀,그레이,티셔츠,,반팔,['저지'],['무지'],,노멀,['저지'],,,,,,,,,,,,
3539,1302403,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,그레이,팬츠,['무지'],와이드,노멀,그레이,티셔츠,,반팔,['저지'],['무지'],라운드넥,노멀,['저지'],,,,,,,,,,,,
3540,1302404,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,그레이,팬츠,['무지'],와이드,노멀,그레이,티셔츠,,반팔,['저지'],['무지'],라운드넥,노멀,['저지'],,,,,,,,,,,,
3541,1302405,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,그레이,팬츠,['무지'],와이드,노멀,그레이,티셔츠,,반팔,['저지'],['무지'],라운드넥,노멀,['저지'],,,,,,,,,,,,
3542,1304104,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,블랙,팬츠,['무지'],노멀,노멀,화이트,티셔츠,,긴팔,['스판덱스'],['무지'],라운드넥,타이트,['스판덱스'],,,화이트,블랙,,,,,,,,
3543,1304105,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,,팬츠,['무지'],스키니,,,티셔츠,,,['스판덱스'],['무지'],라운드넥,타이트,['스판덱스'],,,,,,,,,,,,
3544,1304106,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,,팬츠,['무지'],스키니,,,티셔츠,,,['스판덱스'],['무지'],라운드넥,타이트,['스판덱스'],,,,,,,,,,,,
3545,1304107,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,,팬츠,['무지'],스키니,,,티셔츠,,,['스판덱스'],['무지'],라운드넥,타이트,['스판덱스'],,,,,,,,,,,,
3546,1304108,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,,팬츠,['무지'],스키니,,,티셔츠,,,['스판덱스'],['무지'],라운드넥,타이트,['스판덱스'],,,,,,,,,,,,
3547,1304111,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,,팬츠,['무지'],스키니,,,티셔츠,,,['스판덱스'],['무지'],라운드넥,타이트,['스판덱스'],,,,,,,,,,,,
3548,1304112,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,,팬츠,['무지'],스키니,,,티셔츠,,,['스판덱스'],['무지'],라운드넥,타이트,['스판덱스'],,,,,,,,,,,,
3549,1304113,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,,팬츠,['무지'],스키니,,,티셔츠,,,['스판덱스'],['무지'],라운드넥,타이트,['스판덱스'],,,,,,,,,,,,
3550,1304114,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,,팬츠,['무지'],스키니,,,티셔츠,,,['스판덱스'],['무지'],라운드넥,타이트,['스판덱스'],,,,,,,,,,,,
3551,1304115,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,,팬츠,['무지'],스키니,,,티셔츠,,,['스판덱스'],['무지'],라운드넥,타이트,['스판덱스'],,,,,,,,,,,,
3552,1304116,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,,팬츠,['무지'],스키니,,,티셔츠,,,['스판덱스'],['무지'],라운드넥,타이트,['스판덱스'],,,,,,,,,,,,
3553,1304117,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,,팬츠,['무지'],스키니,,,티셔츠,,,['스판덱스'],['무지'],라운드넥,타이트,['스판덱스'],,,,,,,,,,,,
3554,1304118,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,블랙,팬츠,['무지'],노멀,노멀,화이트,티셔츠,,긴팔,['스판덱스'],['무지'],라운드넥,타이트,['스판덱스'],,,화이트,블랙,,,,,,,,
3555,1304121,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,블랙,팬츠,['무지'],노멀,노멀,화이트,티셔츠,,긴팔,['스판덱스'],['무지'],라운드넥,타이트,['스판덱스'],,,화이트,블랙,,,,,,,,
3556,1307246,스포티,"아우터, 하의",4,하프,블랙,점퍼,,긴팔,['무지'],노카라,노멀,,,,,,,발목,블루,팬츠,['무지'],루즈,,,,,,,,,,['우븐'],['퍼'],,,,,,,,,,,
3557,1307247,스포티,"아우터, 하의, 상의",10,하프,블랙,점퍼,,긴팔,['무지'],노카라,노멀,,,,,,,발목,실버,팬츠,['무지'],노멀,,화이트,티셔츠,,없음,['우븐'],['레터링'],라운드넥,노멀,['우븐'],['퍼'],,,블랙,,,,,,,,
3558,1307248,스포티,"아우터, 하의",4,하프,블랙,점퍼,,긴팔,['무지'],노카라,노멀,,,,,,,발목,실버,팬츠,['무지'],루즈,,,,,,,,,,['우븐'],['퍼'],,,,,,,,,,,
3559,1307249,스포티,"아우터, 하의, 상의",10,하프,블랙,점퍼,,긴팔,['무지'],노카라,노멀,,,,,,,발목,실버,팬츠,['무지'],노멀,,화이트,티셔츠,,없음,['우븐'],['레터링'],라운드넥,노멀,['우븐'],['퍼'],,,블랙,,,,,,,,
3560,1307252,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,실버,팬츠,['무지'],루즈,노멀,화이트,티셔츠,,긴팔,['우븐'],['레터링'],라운드넥,노멀,['우븐'],,,,블랙,,,,,,,,
3561,1307253,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,카키,팬츠,['무지'],노멀,노멀,카키,티셔츠,,긴팔,['우븐'],['무지'],,노멀,['우븐'],,,,,,,,,,밴드칼라,,
3562,1307254,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,실버,팬츠,['무지'],루즈,노멀,화이트,티셔츠,,긴팔,['우븐'],['레터링'],라운드넥,노멀,['우븐'],,,,블랙,,,,,,,,
3563,1307255,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,카키,팬츠,['무지'],노멀,노멀,카키,티셔츠,,긴팔,['우븐'],['무지'],,노멀,['우븐'],,,,,,,,,,밴드칼라,,
3564,1307256,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,카키,팬츠,['무지'],노멀,노멀,카키,티셔츠,,긴팔,['우븐'],['무지'],,노멀,['우븐'],,,,,,,,,,밴드칼라,,
3565,1307257,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,카키,팬츠,['무지'],노멀,노멀,카키,티셔츠,,긴팔,['우븐'],['무지'],,노멀,['우븐'],,,,,,,,,,밴드칼라,,
3566,1307258,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,카키,팬츠,['무지'],노멀,노멀,카키,티셔츠,,긴팔,['우븐'],['무지'],,노멀,['우븐'],,,,,,,,,,밴드칼라,,
3567,1307259,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,카키,팬츠,['무지'],노멀,노멀,카키,티셔츠,,긴팔,['우븐'],['무지'],,노멀,['우븐'],,,,,,,,,,밴드칼라,,
3568,1307269,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,퍼플,팬츠,['무지'],와이드,노멀,퍼플,티셔츠,,7부소매,['우븐'],,라운드넥,노멀,['우븐'],,,옐로우,옐로우,,,,,,,,
3569,1307272,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,퍼플,팬츠,['무지'],와이드,노멀,퍼플,티셔츠,,긴팔,['우븐'],,라운드넥,노멀,['우븐'],,,,화이트,,,,,,,,
3570,1308087,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,,스커트,['무지'],와이드,롱,베이지,후드티,['슬릿'],긴팔,['저지'],['무지'],후드,루즈,,,,,,,,,,,,,
3571,1308088,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,,스커트,['무지'],와이드,롱,베이지,후드티,['슬릿'],긴팔,['저지'],['무지'],후드,루즈,,,,,,,,,,,,,
3572,1308089,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,,스커트,['무지'],와이드,롱,베이지,후드티,['슬릿'],긴팔,['저지'],['무지'],후드,루즈,,,,,,,,,,,,,
3573,1308090,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,레드,스커트,['무지'],와이드,롱,베이지,후드티,['슬릿'],긴팔,['저지'],['무지'],후드,루즈,,,,,,,,,,,,,
3574,1308091,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,실버,팬츠,"['무지', '레터링']",와이드,롱,실버,후드티,,긴팔,['저지'],"['무지', '레터링']",후드,루즈,['저지'],,,블랙,블랙,,,,,,,,
3575,1308092,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,실버,팬츠,"['무지', '레터링']",와이드,롱,실버,후드티,,긴팔,['저지'],"['무지', '레터링']",후드,루즈,['저지'],,,블랙,블랙,,,,,,,,
3576,1308093,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,,스커트,['무지'],와이드,롱,베이지,후드티,['슬릿'],긴팔,['저지'],['무지'],후드,루즈,,,,,,,,,,,,,
3577,1308096,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,,스커트,['무지'],와이드,롱,베이지,후드티,['슬릿'],긴팔,['저지'],['무지'],후드,루즈,,,,,,,,,,,,,
3578,1308097,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,실버,팬츠,"['무지', '레터링']",와이드,롱,실버,후드티,,긴팔,['저지'],['레터링'],후드,루즈,['저지'],,,블랙,블랙,,,,,,,,
3579,1308098,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,실버,팬츠,"['무지', '레터링']",와이드,롱,실버,후드티,,긴팔,['저지'],['레터링'],후드,루즈,['저지'],,,블랙,블랙,,,,,,,,
3580,1308099,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,실버,팬츠,"['무지', '레터링']",와이드,롱,실버,후드티,,긴팔,['저지'],['레터링'],후드,루즈,['저지'],,,블랙,블랙,,,,,,,,
3581,1308100,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,실버,팬츠,"['무지', '레터링']",와이드,롱,실버,후드티,,긴팔,['저지'],['레터링'],후드,루즈,['저지'],,,블랙,블랙,,,,,,,,
3582,1308101,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,실버,팬츠,"['무지', '레터링']",와이드,롱,실버,후드티,,긴팔,['저지'],['레터링'],후드,루즈,['저지'],,,블랙,블랙,,,,,,,,
3583,1308102,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,실버,팬츠,"['무지', '레터링']",와이드,롱,실버,후드티,,긴팔,['저지'],['레터링'],후드,루즈,['저지'],,,블랙,블랙,,,,,,,,
3584,1308103,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,실버,팬츠,"['무지', '레터링']",와이드,롱,실버,후드티,,긴팔,['저지'],['레터링'],후드,루즈,['저지'],,,블랙,블랙,,,,,,,,
3585,1308106,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,실버,팬츠,"['무지', '레터링']",와이드,롱,실버,후드티,,긴팔,['저지'],['레터링'],후드,오버사이즈,['저지'],,,블랙,블랙,,,,,,,,
3586,1308107,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,실버,팬츠,"['무지', '레터링']",와이드,롱,실버,후드티,,긴팔,['저지'],['레터링'],후드,오버사이즈,['저지'],,,블랙,블랙,,,,,,,,
3587,1308108,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,실버,팬츠,"['무지', '레터링']",와이드,롱,실버,후드티,,긴팔,['저지'],['레터링'],후드,오버사이즈,['저지'],,,블랙,블랙,,,,,,,,
3588,1308109,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,실버,팬츠,"['무지', '레터링']",와이드,롱,실버,후드티,,긴팔,['저지'],['레터링'],후드,오버사이즈,['저지'],,,블랙,블랙,,,,,,,,
3589,1308110,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,실버,팬츠,"['무지', '레터링']",와이드,롱,실버,후드티,,긴팔,['저지'],['레터링'],후드,오버사이즈,['저지'],,,블랙,블랙,,,,,,,,
3590,1308111,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,실버,팬츠,"['무지', '레터링']",와이드,롱,실버,후드티,,긴팔,['저지'],['레터링'],후드,오버사이즈,['저지'],,,블랙,블랙,,,,,,,,
3591,1308112,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,실버,팬츠,"['무지', '레터링']",와이드,롱,실버,후드티,,긴팔,['저지'],['레터링'],후드,오버사이즈,['저지'],,,블랙,블랙,,,,,,,,
3592,1308113,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,실버,팬츠,"['무지', '레터링']",와이드,롱,실버,후드티,,긴팔,['저지'],['레터링'],후드,오버사이즈,['저지'],,,블랙,블랙,,,,,,,,
3593,1308129,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미디,퍼플,팬츠,['무지'],와이드,롱,퍼플,탑,['드롭숄더'],7부소매,,['무지'],라운드넥,루즈,,,,옐로우,옐로우,,,,,,,,
3594,1308130,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미디,,팬츠,['무지'],와이드,롱,퍼플,탑,['드롭숄더'],7부소매,,['무지'],라운드넥,루즈,,,,,옐로우,,,,,,,,
3595,1308131,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미디,퍼플,팬츠,['무지'],와이드,롱,퍼플,탑,['드롭숄더'],7부소매,,['무지'],라운드넥,루즈,,,,옐로우,옐로우,,,,,,,,
3596,1308132,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미디,,팬츠,['무지'],와이드,롱,퍼플,탑,['드롭숄더'],7부소매,,['무지'],라운드넥,루즈,,,,,옐로우,,,,,,,,
3597,1308133,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미디,퍼플,팬츠,['무지'],와이드,롱,퍼플,탑,['드롭숄더'],7부소매,,['무지'],라운드넥,루즈,,,,옐로우,옐로우,,,,,,,,
3598,1308134,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미디,,팬츠,['무지'],와이드,롱,퍼플,탑,['드롭숄더'],7부소매,,['무지'],라운드넥,루즈,,,,,옐로우,,,,,,,,
3599,1308137,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미디,,팬츠,['무지'],와이드,롱,퍼플,탑,['드롭숄더'],7부소매,,['무지'],라운드넥,루즈,,,,,옐로우,,,,,,,,
3600,1308138,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미디,,팬츠,['무지'],와이드,롱,퍼플,탑,['드롭숄더'],7부소매,,['무지'],라운드넥,루즈,,,,,옐로우,,,,,,,,
3601,1308139,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미디,,팬츠,['무지'],와이드,롱,퍼플,탑,['드롭숄더'],7부소매,,['무지'],라운드넥,루즈,,,,,옐로우,,,,,,,,
3602,1308140,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미디,퍼플,팬츠,['무지'],와이드,롱,퍼플,탑,['드롭숄더'],7부소매,,['무지'],라운드넥,루즈,,,,옐로우,옐로우,,,,,,,,
3603,1308141,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미디,,팬츠,['무지'],와이드,롱,퍼플,탑,['드롭숄더'],7부소매,,['무지'],라운드넥,루즈,,,,,옐로우,,,,,,,,
3604,1308142,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미디,,팬츠,['무지'],와이드,롱,퍼플,탑,['드롭숄더'],7부소매,,['무지'],라운드넥,루즈,,,,,옐로우,,,,,,,,
3605,1308143,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미디,,팬츠,['무지'],와이드,롱,퍼플,탑,['드롭숄더'],7부소매,,['무지'],라운드넥,루즈,,,,,옐로우,,,,,,,,
3606,1308217,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,,팬츠,['무지'],노멀,롱,핑크,탑,,긴팔,['저지'],"['무지', '레터링']",라운드넥,루즈,['저지'],,,,베이지,,,,,,,,
3607,1308218,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,,팬츠,['무지'],노멀,롱,핑크,탑,,긴팔,['저지'],"['무지', '레터링']",라운드넥,루즈,['저지'],,,,베이지,,,,,,,,
3608,1308219,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,,팬츠,['무지'],노멀,롱,핑크,탑,,긴팔,['저지'],"['무지', '레터링']",라운드넥,루즈,['저지'],,,,베이지,,,,,,,,
3609,1308220,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,,팬츠,['무지'],노멀,롱,핑크,탑,,긴팔,['저지'],"['무지', '레터링']",라운드넥,루즈,['저지'],,,,베이지,,,,,,,,
3610,1308221,스포티,"아우터, 하의, 상의",10,노말,블랙,점퍼,['지퍼'],긴팔,['무지'],,루즈,,,,,,,발목,,팬츠,['무지'],루즈,,,탑,,,['저지'],['레터링'],라운드넥,루즈,['저지'],,,,,,,,,,,,
3611,1308222,스포티,"아우터, 하의, 상의",10,노말,블랙,점퍼,['지퍼'],긴팔,['무지'],,루즈,,,,,,,발목,,팬츠,['무지'],루즈,,,탑,,,['저지'],['레터링'],라운드넥,루즈,['저지'],,,,,,,,,,,,
3612,1308223,스포티,"아우터, 하의, 상의",10,노말,블랙,점퍼,['지퍼'],긴팔,['무지'],,루즈,,,,,,,발목,,팬츠,['무지'],루즈,,화이트,탑,,없음,['저지'],['레터링'],라운드넥,루즈,['저지'],,,,블랙,,,,,,,,
3613,1308224,스포티,"아우터, 하의, 상의",10,노말,블랙,점퍼,['지퍼'],긴팔,['무지'],,루즈,,,,,,,발목,실버,팬츠,['무지'],루즈,,화이트,탑,,긴팔,['저지'],['레터링'],라운드넥,루즈,['저지'],,,,블랙,,,,,,,,
3614,1308227,스포티,"아우터, 하의, 상의",10,노말,블랙,점퍼,['지퍼'],긴팔,['무지'],,루즈,,,,,,,발목,,팬츠,['무지'],루즈,노멀,,탑,,,['저지'],['레터링'],라운드넥,루즈,['저지'],,,,,,,,,,,,
3615,1308228,스포티,"아우터, 하의, 상의",10,노말,블랙,점퍼,['지퍼'],긴팔,['무지'],,루즈,,,,,,,발목,,팬츠,['무지'],루즈,노멀,,탑,,,['저지'],['레터링'],라운드넥,루즈,['저지'],,,,,,,,,,,,
3616,1308229,스포티,"아우터, 하의, 상의",10,노말,블랙,점퍼,['지퍼'],긴팔,['무지'],,루즈,,,,,,,발목,,팬츠,['무지'],루즈,노멀,,탑,,,['저지'],['레터링'],라운드넥,루즈,['저지'],,,,,,,,,,,,
3617,1308230,스포티,"아우터, 하의, 상의",10,노말,블랙,점퍼,['지퍼'],긴팔,['무지'],,루즈,,,,,,,발목,,팬츠,['무지'],루즈,노멀,,탑,,,['저지'],['레터링'],라운드넥,루즈,['저지'],,,,,,,,,,,,
3618,1308231,스포티,"아우터, 하의, 상의",10,노말,블랙,점퍼,['지퍼'],긴팔,['무지'],,루즈,,,,,,,발목,,팬츠,['무지'],루즈,노멀,화이트,탑,,없음,['저지'],['레터링'],라운드넥,루즈,['저지'],,,,블랙,,,,,,,,
3619,1308232,스포티,"아우터, 하의, 상의",10,노말,블랙,점퍼,['지퍼'],긴팔,['무지'],,루즈,,,,,,,발목,,팬츠,['무지'],루즈,노멀,화이트,탑,,없음,['저지'],['레터링'],라운드넥,루즈,['저지'],,,,블랙,,,,,,,,
3620,1308233,스포티,"아우터, 하의, 상의",10,노말,블랙,점퍼,['지퍼'],긴팔,['무지'],,루즈,,,,,,,발목,실버,팬츠,['무지'],루즈,노멀,화이트,탑,,긴팔,['저지'],['레터링'],라운드넥,루즈,['저지'],,,,블랙,,,,,,,,
3621,1308234,스포티,"아우터, 하의, 상의",10,노말,,점퍼,['지퍼'],,['무지'],,루즈,,,,,,,발목,실버,팬츠,['무지'],루즈,노멀,화이트,탑,,긴팔,['저지'],['레터링'],라운드넥,루즈,['저지'],,,,블랙,,,,,,,,
3622,1308237,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,,팬츠,['무지'],루즈,노멀,화이트,탑,,긴팔,['저지'],['레터링'],라운드넥,루즈,['저지'],,,,블랙,,,,,,,,
3623,1308238,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,,팬츠,['무지'],루즈,노멀,화이트,탑,,긴팔,['저지'],['레터링'],라운드넥,루즈,['저지'],,,,블랙,,,,,,,,
3624,1308239,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,실버,팬츠,['무지'],루즈,노멀,화이트,탑,,긴팔,['저지'],['레터링'],라운드넥,루즈,['저지'],,,,블랙,,,,,,,,
3625,1308240,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,실버,팬츠,['무지'],루즈,노멀,화이트,탑,,긴팔,['저지'],['레터링'],라운드넥,루즈,['저지'],,,,블랙,,,,,,,,
3626,1308241,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,실버,팬츠,['무지'],루즈,노멀,화이트,탑,,긴팔,['저지'],['레터링'],라운드넥,루즈,['저지'],,,,블랙,,,,,,,,
3627,1308242,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,,팬츠,['무지'],루즈,노멀,화이트,탑,,긴팔,['저지'],['레터링'],라운드넥,루즈,['저지'],,,,블랙,,,,,,,,
3628,1308243,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,실버,팬츠,['무지'],루즈,노멀,화이트,탑,,긴팔,['저지'],['레터링'],라운드넥,루즈,['저지'],,,,블랙,,,,,,,,
3629,1308244,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,,팬츠,['무지'],루즈,노멀,화이트,탑,,긴팔,['저지'],['레터링'],라운드넥,루즈,['저지'],,,,블랙,,,,,,,,
3630,1308974,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,베이지,조거팬츠,['무지'],노멀,노멀,화이트,티셔츠,['자수'],긴팔,['저지'],['무지'],브이넥,루즈,['저지'],,['레이스'],,,,,,,,,,
3631,1308982,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,베이지,조거팬츠,['무지'],노멀,노멀,화이트,티셔츠,['자수'],긴팔,['저지'],['무지'],브이넥,루즈,['저지'],,['레이스'],,,,,,,,,,
3632,1311136,스포티,"아우터, 상의",2,노말,블랙,짚업,"['스트링', '지퍼', '포켓']",7부소매,['무지'],후드,노멀,,,,,,,,,,,,,화이트,티셔츠,,없음,['우븐'],['무지'],라운드넥,,,['저지'],,,,,,,,,,,
3633,1311143,스포티,"아우터, 상의",2,노말,그린,짚업,"['스트링', '지퍼']",긴팔,['무지'],후드,노멀,,,,,,,,,,,,,,티셔츠,,,['우븐'],,라운드넥,,,['저지'],,,,,,,,,,,
3634,1311147,스포티,"아우터, 하의",4,노말,그린,짚업,,긴팔,['무지'],,노멀,,,,,,,미디,그린,스커트,,노멀,,,,,,,,,,['저지'],['저지'],['슬릿'],,,,,,,,,,
3635,1311148,스포티,"아우터, 하의",4,노말,그린,짚업,,긴팔,['무지'],,노멀,,,,,,,미디,그린,스커트,,노멀,,,,,,,,,,['저지'],['저지'],['슬릿'],,,,,,,,,,
3636,1311149,스포티,"아우터, 상의",2,노말,그린,짚업,"['스트링', '지퍼', '포켓']",긴팔,['무지'],후드,노멀,,,,,,,,,,,,노멀,,티셔츠,,,['우븐'],,라운드넥,노멀,,['저지'],,,,,,,,,,,
3637,1311150,스포티,"아우터, 상의",2,노말,그린,짚업,"['스트링', '지퍼', '드롭숄더']",긴팔,['무지'],후드,노멀,,,,,,,,,,,,노멀,화이트,티셔츠,,없음,['우븐'],['무지'],라운드넥,노멀,,['저지'],,,,,,,,,,,
3638,1311152,스포티,"아우터, 하의",4,노말,그린,짚업,,긴팔,['무지'],,노멀,,,,,,,미디,그린,스커트,['무지'],노멀,,,,,,,,,,['저지'],['저지'],,,,,,,,,,,
3639,1311153,스포티,"아우터, 상의",2,노말,그린,짚업,"['스트링', '지퍼', '드롭숄더']",긴팔,['무지'],후드,노멀,,,,,,,,,,,,노멀,화이트,티셔츠,,없음,['우븐'],['무지'],라운드넥,노멀,,['저지'],,,,,,,,,,,
3640,1311156,스포티,"아우터, 상의",2,노말,그린,짚업,"['스트링', '지퍼', '드롭숄더']",긴팔,['무지'],후드,노멀,,,,,,,,,,,,노멀,화이트,티셔츠,,없음,['우븐'],['무지'],라운드넥,노멀,,['저지'],,,,,,,,,,,
3641,1311157,스포티,"아우터, 상의",2,노말,그린,짚업,"['스트링', '지퍼', '드롭숄더']",긴팔,['무지'],후드,노멀,,,,,,,,,,,,노멀,화이트,티셔츠,,없음,['우븐'],['무지'],라운드넥,노멀,,['저지'],,,,,,,,,,,
3642,1311770,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,그레이,스커트,['무지'],루즈,롱,그레이,후드티,,긴팔,['저지'],,후드,루즈,['저지'],,['슬릿'],,,,,,,,,,
3643,1311771,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,그레이,스커트,['무지'],루즈,롱,그레이,후드티,,긴팔,['저지'],,후드,루즈,['저지'],,['슬릿'],,,,,,,,,,
