,ID,style,clothing_categories,mix_clothing_categories,하의_기장,하의_색상,하의_카테고리,하의_소재,하의_프린트,하의_핏,상의_색상,상의_서브색상,상의_카테고리,상의_옷깃,상의_디테일,상의_소매기장,상의_소재,상의_프린트,상의_핏,아우터_기장,아우터_색상,아우터_카테고리,아우터_디테일,아우터_소매기장,아우터_소재,아우터_프린트,아우터_넥라인,아우터_핏,상의_기장,하의_서브색상,하의_디테일,상의_넥라인,원피스_색상,원피스_서브색상,원피스_소매기장,아우터_옷깃,아우터_서브색상,원피스_기장,원피스_카테고리,원피스_디테일,원피스_소재,원피스_프린트,원피스_넥라인,원피스_핏,원피스_옷깃
1744,737588,히피,"하의, 상의",3,니렝스,블랙,스커트,['시폰'],,노멀,베이지,블랙,니트웨어,,,긴팔,['니트'],['그래픽'],루즈,,,,,,,,,,노멀,,['셔링'],터틀넥,,,,,,,,,,,,,
1745,737591,히피,"하의, 상의",3,니렝스,블랙,스커트,['시폰'],,노멀,베이지,블랙,니트웨어,,,긴팔,['니트'],['그래픽'],루즈,,,,,,,,,,노멀,,['셔링'],터틀넥,,,,,,,,,,,,,
1746,737592,히피,"하의, 상의",3,니렝스,블랙,스커트,['시폰'],,노멀,베이지,블랙,니트웨어,,,긴팔,['니트'],['그래픽'],루즈,,,,,,,,,,노멀,,['셔링'],터틀넥,,,,,,,,,,,,,
1747,737593,히피,"하의, 상의",3,니렝스,블랙,스커트,['시폰'],,노멀,베이지,블랙,니트웨어,,,긴팔,['니트'],['그래픽'],루즈,,,,,,,,,,노멀,,['셔링'],터틀넥,,,,,,,,,,,,,
1748,737594,히피,"하의, 상의",3,니렝스,블랙,스커트,['시폰'],,노멀,베이지,블랙,니트웨어,,,긴팔,['니트'],['그래픽'],루즈,,,,,,,,,,노멀,,['셔링'],터틀넥,,,,,,,,,,,,,
1749,737595,히피,"하의, 상의",3,니렝스,블랙,스커트,['시폰'],,노멀,베이지,블랙,니트웨어,,,긴팔,['니트'],['그래픽'],루즈,,,,,,,,,,노멀,,['셔링'],터틀넥,,,,,,,,,,,,,
1750,737596,히피,"하의, 상의",3,니렝스,블랙,스커트,['시폰'],,노멀,베이지,블랙,니트웨어,,,긴팔,['니트'],['그래픽'],루즈,,,,,,,,,,노멀,,['셔링'],터틀넥,,,,,,,,,,,,,
1751,737597,히피,"하의, 상의",3,니렝스,블랙,스커트,['시폰'],,노멀,베이지,블랙,니트웨어,,,긴팔,['니트'],['그래픽'],루즈,,,,,,,,,,노멀,,['셔링'],터틀넥,,,,,,,,,,,,,
1752,737598,히피,"하의, 상의",3,니렝스,블랙,스커트,['시폰'],,노멀,베이지,블랙,니트웨어,,,긴팔,['니트'],['그래픽'],루즈,,,,,,,,,,노멀,,['셔링'],터틀넥,,,,,,,,,,,,,
1753,737601,히피,"하의, 상의",3,니렝스,블랙,스커트,['시폰'],,노멀,베이지,블랙,니트웨어,,,긴팔,['니트'],['그래픽'],루즈,,,,,,,,,,노멀,,['셔링'],터틀넥,,,,,,,,,,,,,
1754,737602,히피,"하의, 상의",3,니렝스,블랙,스커트,['시폰'],,노멀,베이지,블랙,니트웨어,,,긴팔,['니트'],['그래픽'],루즈,,,,,,,,,,노멀,,['셔링'],터틀넥,,,,,,,,,,,,,
1755,737603,히피,"하의, 상의",3,,블랙,,,,,베이지,블랙,니트웨어,,,긴팔,['니트'],['그래픽'],루즈,,,,,,,,,,노멀,,,터틀넥,,,,,,,,,,,,,
1756,737604,히피,"하의, 상의",3,,블랙,,,,,베이지,블랙,니트웨어,,,긴팔,['니트'],['그래픽'],루즈,,,,,,,,,,노멀,,,터틀넥,,,,,,,,,,,,,
1757,737605,히피,"하의, 상의",3,,블랙,,,,,베이지,블랙,니트웨어,,,긴팔,['니트'],['그래픽'],루즈,,,,,,,,,,노멀,,,터틀넥,,,,,,,,,,,,,
1758,737606,히피,"하의, 상의",3,,블랙,,,,,베이지,블랙,니트웨어,,,긴팔,['니트'],['그래픽'],루즈,,,,,,,,,,노멀,,,터틀넥,,,,,,,,,,,,,
1759,74953,히피,"하의, 상의",3,미니,레드,팬츠,['우븐'],['플로럴'],와이드,화이트,,티셔츠,,,반팔,['니트'],['무지'],루즈,,,,,,,,,,,,['스트링'],유넥,,,,,,,,,,,,,
1760,74954,히피,"하의, 상의",3,미니,레드,팬츠,['우븐'],['플로럴'],와이드,화이트,,티셔츠,,,반팔,['니트'],['무지'],루즈,,,,,,,,,,,,['스트링'],유넥,,,,,,,,,,,,,
1761,74956,히피,"하의, 상의",3,미니,레드,팬츠,['우븐'],['플로럴'],와이드,화이트,,,,,반팔,,,,,,,,,,,,,,,['스트링'],,,,,,,,,,,,,,
1762,74959,히피,"하의, 상의",3,미니,레드,팬츠,['우븐'],['플로럴'],와이드,화이트,,티셔츠,,,반팔,['니트'],['무지'],루즈,,,,,,,,,,,,['스트링'],유넥,,,,,,,,,,,,,
1763,74960,히피,"하의, 상의",3,미니,레드,팬츠,['우븐'],['플로럴'],와이드,화이트,,티셔츠,,,반팔,['니트'],['무지'],루즈,,,,,,,,,,,,['스트링'],유넥,,,,,,,,,,,,,
1764,74970,히피,"하의, 상의",3,미니,레드,팬츠,['우븐'],['플로럴'],와이드,화이트,,티셔츠,,,반팔,['니트'],['무지'],루즈,,,,,,,,,,,,['스트링'],유넥,,,,,,,,,,,,,
1765,74971,히피,"하의, 상의",3,미니,레드,팬츠,['우븐'],['플로럴'],와이드,화이트,,,,,반팔,,,,,,,,,,,,,,,['스트링'],,,,,,,,,,,,,,
1766,7658,히피,"하의, 상의",3,발목,블랙,스커트,['시폰'],['믹스'],루즈,화이트,,셔츠,셔츠칼라,['롤업'],긴팔,['린넨'],['무지'],루즈,,,,,,,,,,노멀,화이트,"['플레어', '비대칭']",브이넥,,,,,,,,,,,,,
1767,7660,히피,"하의, 상의",3,발목,블랙,스커트,['시폰'],['믹스'],루즈,화이트,,셔츠,셔츠칼라,['롤업'],긴팔,['린넨'],['무지'],루즈,,,,,,,,,,노멀,화이트,"['플레어', '비대칭']",브이넥,,,,,,,,,,,,,
1768,7661,히피,"하의, 상의",3,발목,블랙,스커트,['시폰'],['믹스'],루즈,화이트,,셔츠,셔츠칼라,['롤업'],긴팔,['린넨'],['무지'],루즈,,,,,,,,,,노멀,화이트,"['플레어', '비대칭']",브이넥,,,,,,,,,,,,,
1769,7668,히피,"하의, 상의",3,발목,블랙,스커트,['시폰'],['믹스'],루즈,화이트,,,,,긴팔,,,,,,,,,,,,,,화이트,"['플레어', '비대칭']",,,,,,,,,,,,,,
1770,775041,히피,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],스키니,화이트,레드,니트웨어,,,긴팔,['니트'],,루즈,,,,,,,,,,노멀,,,브이넥,,,,,,,,,,,,,
1771,775042,히피,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],스키니,화이트,레드,니트웨어,,,긴팔,['니트'],,루즈,,,,,,,,,,노멀,,,브이넥,,,,,,,,,,,,,
1772,775043,히피,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],스키니,화이트,레드,니트웨어,,,긴팔,['니트'],,루즈,,,,,,,,,,노멀,,,브이넥,,,,,,,,,,,,,
1773,775044,히피,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],스키니,화이트,레드,니트웨어,,,긴팔,['니트'],,루즈,,,,,,,,,,노멀,,,브이넥,,,,,,,,,,,,,
1774,775045,히피,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],스키니,화이트,레드,니트웨어,,,긴팔,['니트'],,루즈,,,,,,,,,,노멀,,,브이넥,,,,,,,,,,,,,
1775,775046,히피,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],스키니,화이트,레드,니트웨어,,,긴팔,['니트'],,루즈,,,,,,,,,,노멀,,,브이넥,,,,,,,,,,,,,
1776,775047,히피,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],스키니,화이트,레드,니트웨어,,,긴팔,['니트'],,루즈,,,,,,,,,,노멀,,,브이넥,,,,,,,,,,,,,
1777,775048,히피,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],스키니,화이트,레드,니트웨어,,,긴팔,['니트'],,루즈,,,,,,,,,,노멀,,,브이넥,,,,,,,,,,,,,
1778,775051,히피,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],스키니,화이트,레드,니트웨어,,,긴팔,['니트'],,루즈,,,,,,,,,,노멀,,,브이넥,,,,,,,,,,,,,
1779,775052,히피,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],스키니,화이트,레드,니트웨어,,,긴팔,['니트'],,루즈,,,,,,,,,,노멀,,,브이넥,,,,,,,,,,,,,
1780,775057,히피,"하의, 상의",3,,블랙,,,,,화이트,레드,니트웨어,,,긴팔,['니트'],,루즈,,,,,,,,,,노멀,,,브이넥,,,,,,,,,,,,,
1781,775061,히피,"하의, 상의",3,,블랙,,,,,화이트,레드,니트웨어,,,긴팔,['니트'],,루즈,,,,,,,,,,노멀,,,브이넥,,,,,,,,,,,,,
1782,775062,히피,"하의, 상의",3,,블랙,,,,,화이트,레드,니트웨어,,,긴팔,['니트'],,루즈,,,,,,,,,,노멀,,,브이넥,,,,,,,,,,,,,
1783,775067,히피,"하의, 상의",3,,블랙,,,,,화이트,레드,니트웨어,,,긴팔,['니트'],,루즈,,,,,,,,,,노멀,,,브이넥,,,,,,,,,,,,,
1784,775068,히피,"하의, 상의",3,,블랙,,,,,화이트,레드,니트웨어,,,긴팔,['니트'],,루즈,,,,,,,,,,노멀,,,브이넥,,,,,,,,,,,,,
1785,775071,히피,"하의, 상의",3,,블랙,,,,,화이트,레드,니트웨어,,,긴팔,['니트'],,루즈,,,,,,,,,,롱,,,오프숄더,,,,,,,,,,,,,
1786,775076,히피,"하의, 상의",3,,블랙,,,,,화이트,레드,니트웨어,,,긴팔,['니트'],,루즈,,,,,,,,,,롱,,,오프숄더,,,,,,,,,,,,,
1787,778483,히피,"아우터, 하의, 상의",10,미니,스카이블루,청바지,['데님'],['무지'],노멀,블랙,,탑,,,민소매,['우븐'],['무지'],타이트,롱,,가디건,['레이스'],,['레이스'],['페이즐리'],노카라,루즈,노멀,,"['포켓', '버클']",라운드넥,,,,,,,,,,,,,
1788,778484,히피,"아우터, 하의, 상의",10,미니,스카이블루,청바지,['데님'],['무지'],노멀,블랙,,탑,,,민소매,['우븐'],['무지'],타이트,롱,,가디건,['레이스'],,['레이스'],['페이즐리'],노카라,루즈,노멀,,"['포켓', '버클']",라운드넥,,,,,,,,,,,,,
1789,778485,히피,"아우터, 하의, 상의",10,미니,스카이블루,청바지,['데님'],['무지'],노멀,블랙,,탑,,,민소매,['우븐'],['무지'],타이트,롱,,가디건,['레이스'],,['레이스'],['페이즐리'],노카라,루즈,노멀,,"['포켓', '버클']",라운드넥,,,,,,,,,,,,,
1790,778486,히피,"아우터, 하의, 상의",10,미니,스카이블루,청바지,['데님'],['무지'],노멀,블랙,,탑,,,민소매,['우븐'],['무지'],타이트,롱,,가디건,['레이스'],,['레이스'],['페이즐리'],노카라,루즈,노멀,,"['포켓', '버클']",라운드넥,,,,,,,,,,,,,
1791,778489,히피,"아우터, 하의, 상의",10,미니,스카이블루,청바지,['데님'],['무지'],노멀,블랙,,탑,,,민소매,['우븐'],['무지'],타이트,롱,,가디건,['레이스'],,['레이스'],['페이즐리'],노카라,루즈,노멀,,"['포켓', '버클']",라운드넥,,,,,,,,,,,,,
1792,778490,히피,"아우터, 하의, 상의",10,미니,스카이블루,청바지,['데님'],['무지'],노멀,블랙,,탑,,,민소매,['우븐'],['무지'],타이트,롱,,가디건,['레이스'],,['레이스'],['페이즐리'],노카라,루즈,노멀,,"['포켓', '버클']",라운드넥,,,,,,,,,,,,,
1793,778491,히피,"아우터, 하의, 상의",10,미니,스카이블루,청바지,['데님'],['무지'],노멀,블랙,,탑,,,민소매,['우븐'],['무지'],타이트,롱,,가디건,['레이스'],,['레이스'],['페이즐리'],노카라,루즈,노멀,,"['포켓', '버클']",라운드넥,,,,,,,,,,,,,
1794,778492,히피,"아우터, 하의, 상의",10,미니,스카이블루,청바지,['데님'],['무지'],노멀,블랙,,탑,,,민소매,['우븐'],['무지'],타이트,롱,,가디건,['레이스'],,['레이스'],['페이즐리'],노카라,루즈,노멀,,['포켓'],라운드넥,,,,,,,,,,,,,
1795,778493,히피,"아우터, 하의, 상의",10,미니,스카이블루,청바지,['데님'],['무지'],노멀,블랙,,탑,,,민소매,['우븐'],['무지'],타이트,롱,,가디건,['레이스'],,['레이스'],['페이즐리'],노카라,루즈,노멀,,['포켓'],라운드넥,,,,,,,,,,,,,
1796,778494,히피,"아우터, 하의, 상의",10,미니,스카이블루,청바지,['데님'],['무지'],노멀,블랙,,탑,,,민소매,['우븐'],['무지'],타이트,롱,,가디건,['레이스'],,['레이스'],['페이즐리'],노카라,루즈,노멀,,['포켓'],라운드넥,,,,,,,,,,,,,
1797,778495,히피,"아우터, 하의, 상의",10,미니,스카이블루,청바지,['데님'],['무지'],노멀,블랙,,탑,,,민소매,['우븐'],['무지'],타이트,롱,,가디건,['레이스'],,['레이스'],['페이즐리'],노카라,루즈,노멀,,['포켓'],라운드넥,,,,,,,,,,,,,
1798,778496,히피,"아우터, 하의, 상의",10,미니,스카이블루,청바지,['데님'],['무지'],노멀,블랙,,탑,,,민소매,['우븐'],['무지'],타이트,롱,,가디건,['레이스'],,['레이스'],['페이즐리'],노카라,루즈,노멀,,['포켓'],라운드넥,,,,,,,,,,,,,
1799,778499,히피,"아우터, 하의, 상의",10,미니,스카이블루,청바지,['데님'],['무지'],노멀,블랙,,탑,,,민소매,['우븐'],['무지'],타이트,롱,,가디건,['레이스'],,['레이스'],['페이즐리'],노카라,루즈,노멀,,['포켓'],라운드넥,,,,,,,,,,,,,
1800,778500,히피,"하의, 상의",3,미니,스카이블루,스커트,['데님'],['무지'],노멀,화이트,스카이블루,블라우스,,"['러플', '태슬', '띠']",반팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,"['디스트로이드', '포켓']",라운드넥,,,,,,,,,,,,,
1801,778501,히피,"하의, 상의",3,미니,스카이블루,스커트,['데님'],['무지'],노멀,화이트,스카이블루,블라우스,,"['러플', '태슬', '띠']",반팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,"['디스트로이드', '포켓']",라운드넥,,,,,,,,,,,,,
1802,778502,히피,"하의, 상의",3,미니,스카이블루,스커트,['데님'],['무지'],노멀,화이트,스카이블루,블라우스,,"['러플', '태슬', '띠']",반팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,"['디스트로이드', '포켓']",라운드넥,,,,,,,,,,,,,
1803,778503,히피,"하의, 상의",3,미니,스카이블루,스커트,['데님'],['무지'],노멀,화이트,스카이블루,블라우스,,"['러플', '태슬', '띠']",반팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,"['디스트로이드', '포켓']",라운드넥,,,,,,,,,,,,,
1804,778504,히피,"하의, 상의",3,미니,스카이블루,스커트,['데님'],['무지'],노멀,화이트,스카이블루,블라우스,,"['러플', '태슬', '띠']",반팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,"['디스트로이드', '포켓']",라운드넥,,,,,,,,,,,,,
1805,778505,히피,"하의, 상의",3,미니,스카이블루,스커트,['데님'],['무지'],노멀,화이트,스카이블루,블라우스,,"['러플', '태슬', '띠']",반팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,"['디스트로이드', '포켓']",라운드넥,,,,,,,,,,,,,
1806,778506,히피,"하의, 상의",3,미니,스카이블루,스커트,['데님'],['무지'],노멀,화이트,스카이블루,블라우스,,"['러플', '태슬', '띠']",반팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,"['디스트로이드', '포켓']",라운드넥,,,,,,,,,,,,,
1807,778509,히피,"하의, 상의",3,미니,스카이블루,스커트,['데님'],['무지'],노멀,화이트,스카이블루,블라우스,,"['러플', '태슬', '띠']",반팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,"['디스트로이드', '포켓']",라운드넥,,,,,,,,,,,,,
1808,778510,히피,"하의, 상의",3,미니,스카이블루,스커트,['데님'],['무지'],노멀,화이트,스카이블루,블라우스,,"['러플', '태슬', '띠']",반팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,"['디스트로이드', '포켓']",라운드넥,,,,,,,,,,,,,
1809,778511,히피,"하의, 상의",3,미니,스카이블루,스커트,['데님'],['무지'],노멀,화이트,스카이블루,블라우스,,"['러플', '태슬', '띠']",반팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,"['디스트로이드', '포켓']",라운드넥,,,,,,,,,,,,,
1810,778512,히피,"하의, 상의",3,미니,스카이블루,스커트,['데님'],['무지'],노멀,화이트,스카이블루,블라우스,,"['러플', '태슬', '띠']",반팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,"['디스트로이드', '포켓']",라운드넥,,,,,,,,,,,,,
1811,778513,히피,"하의, 상의",3,미니,스카이블루,스커트,['데님'],['무지'],노멀,화이트,스카이블루,블라우스,,"['러플', '태슬', '띠']",반팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,"['디스트로이드', '포켓']",라운드넥,,,,,,,,,,,,,
1812,778514,히피,"하의, 상의",3,미니,스카이블루,스커트,['데님'],['무지'],노멀,화이트,스카이블루,블라우스,,"['러플', '태슬', '띠']",반팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,"['디스트로이드', '포켓']",라운드넥,,,,,,,,,,,,,
1813,778515,히피,"하의, 상의",3,미니,스카이블루,스커트,['데님'],['무지'],노멀,화이트,스카이블루,블라우스,,"['러플', '태슬', '띠']",반팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,"['디스트로이드', '포켓']",라운드넥,,,,,,,,,,,,,
1814,778516,히피,"하의, 상의",3,미니,스카이블루,스커트,['데님'],['무지'],노멀,화이트,스카이블루,블라우스,,"['러플', '태슬', '띠']",반팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,"['디스트로이드', '포켓']",라운드넥,,,,,,,,,,,,,
1815,778519,히피,"하의, 상의",3,미니,스카이블루,스커트,['데님'],['무지'],노멀,화이트,스카이블루,블라우스,,"['러플', '태슬', '띠']",반팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,"['디스트로이드', '포켓']",라운드넥,,,,,,,,,,,,,
1816,778520,히피,"하의, 상의",3,미니,스카이블루,스커트,['데님'],['무지'],노멀,화이트,스카이블루,블라우스,,"['러플', '태슬', '띠']",반팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,"['디스트로이드', '포켓']",라운드넥,,,,,,,,,,,,,
1817,778521,히피,"하의, 상의",3,미니,스카이블루,스커트,['데님'],['무지'],노멀,화이트,스카이블루,블라우스,,"['러플', '태슬', '띠']",반팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,"['디스트로이드', '포켓']",라운드넥,,,,,,,,,,,,,
1818,778522,히피,"하의, 상의",3,미니,스카이블루,스커트,['데님'],['무지'],노멀,화이트,스카이블루,블라우스,,"['러플', '태슬', '띠']",반팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,"['디스트로이드', '포켓']",라운드넥,,,,,,,,,,,,,
1819,778523,히피,"하의, 상의",3,미니,스카이블루,스커트,['데님'],['무지'],노멀,화이트,스카이블루,블라우스,,"['러플', '태슬', '띠']",반팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,"['디스트로이드', '포켓']",라운드넥,,,,,,,,,,,,,
1820,779136,히피,"하의, 상의",3,발목,블랙,팬츠,['우븐'],,노멀,화이트,그레이,블라우스,,['자수'],7부소매,['우븐'],,루즈,,,,,,,,,,롱,,,라운드넥,,,,,,,,,,,,,
1821,779139,히피,"하의, 상의",3,발목,블랙,팬츠,['우븐'],,노멀,화이트,그레이,블라우스,,['자수'],7부소매,['우븐'],,루즈,,,,,,,,,,롱,,,,,,,,,,,,,,,,
1822,779140,히피,"하의, 상의",3,발목,블랙,팬츠,['우븐'],,노멀,화이트,그레이,블라우스,,['자수'],7부소매,['우븐'],,루즈,,,,,,,,,,롱,,,,,,,,,,,,,,,,
1823,779141,히피,"하의, 상의",3,,블랙,팬츠,['우븐'],,노멀,화이트,그레이,블라우스,,['자수'],7부소매,['우븐'],,루즈,,,,,,,,,,롱,,,라운드넥,,,,,,,,,,,,,
1824,779142,히피,"하의, 상의",3,,블랙,팬츠,['우븐'],,노멀,화이트,그레이,블라우스,,['자수'],7부소매,['우븐'],,루즈,,,,,,,,,,롱,,,라운드넥,,,,,,,,,,,,,
1825,779144,히피,"하의, 상의",3,발목,블랙,팬츠,['우븐'],,노멀,화이트,그레이,블라우스,,['자수'],7부소매,['우븐'],,루즈,,,,,,,,,,롱,,,라운드넥,,,,,,,,,,,,,
1826,779145,히피,"하의, 상의",3,발목,블랙,팬츠,['우븐'],,노멀,화이트,그레이,블라우스,,['자수'],7부소매,['우븐'],,루즈,,,,,,,,,,롱,,,라운드넥,,,,,,,,,,,,,
1827,779149,히피,"하의, 상의",3,발목,블랙,팬츠,['우븐'],,노멀,화이트,그레이,블라우스,,['자수'],7부소매,['우븐'],,루즈,,,,,,,,,,롱,,,라운드넥,,,,,,,,,,,,,
1828,779150,히피,"하의, 상의",3,발목,블랙,팬츠,['우븐'],,노멀,화이트,그레이,블라우스,,['자수'],7부소매,['우븐'],,루즈,,,,,,,,,,롱,,,,,,,,,,,,,,,,
1829,779152,히피,"하의, 상의",3,,블랙,팬츠,['우븐'],,노멀,화이트,그레이,블라우스,,['자수'],7부소매,['우븐'],,루즈,,,,,,,,,,롱,,,라운드넥,,,,,,,,,,,,,
1830,779154,히피,"하의, 상의",3,발목,블랙,팬츠,['우븐'],,노멀,화이트,그레이,블라우스,,['자수'],7부소매,['우븐'],,루즈,,,,,,,,,,롱,,,라운드넥,,,,,,,,,,,,,
1831,780310,히피,"아우터, 하의",4,미니,블랙,팬츠,['우븐'],['무지'],노멀,,,,,,,,,,노말,화이트,가디건,"['태슬', '레이스']",긴팔,['우븐'],['그래픽'],,루즈,,,,,,,,,블랙,,,,,,,,
1832,780311,히피,"아우터, 하의",4,미니,,팬츠,['우븐'],['무지'],노멀,,,,,,,,,,노말,화이트,가디건,"['태슬', '레이스']",긴팔,['우븐'],['그래픽'],,루즈,,,,,,,,,블랙,,,,,,,,
1833,780321,히피,"아우터, 하의",4,미니,블랙,팬츠,['우븐'],['무지'],노멀,,,,,,,,,,노말,화이트,가디건,"['태슬', '레이스']",긴팔,['우븐'],['그래픽'],,루즈,,,,,,,,,블랙,,,,,,,,
1834,780322,히피,"아우터, 하의",4,미니,블랙,팬츠,['우븐'],['무지'],노멀,,,,,,,,,,노말,화이트,가디건,"['태슬', '레이스']",긴팔,['우븐'],['그래픽'],,루즈,,,,,,,,,블랙,,,,,,,,
1835,780324,히피,"아우터, 하의",4,미니,블랙,팬츠,['우븐'],['무지'],노멀,,,,,,,,,,노말,화이트,가디건,"['태슬', '레이스']",긴팔,['우븐'],['그래픽'],,루즈,,,,,,,,,블랙,,,,,,,,
1836,782956,히피,"하의, 원피스",1,발목,화이트,팬츠,['데님'],['무지'],스키니,,,,,,,,,,,,,,,,,,,,,,,라벤더,핑크,7부소매,,,니렝스,드레스,['태슬'],['우븐'],['무지'],라운드넥,루즈,
1837,782957,히피,"하의, 원피스",1,발목,화이트,팬츠,['데님'],['무지'],스키니,,,,,,,,,,,,,,,,,,,,,,,라벤더,핑크,7부소매,,,니렝스,드레스,['태슬'],['우븐'],['무지'],라운드넥,루즈,
1838,787925,히피,"아우터, 하의, 상의",10,미니,스카이블루,청바지,['데님'],['무지'],노멀,,,탑,,,,['저지'],['무지'],노멀,롱,화이트,가디건,['레이스'],긴팔,['레이스'],,,루즈,,,,,,,,,,,,,,,,,
1839,787928,히피,"아우터, 하의, 상의",10,미니,,청바지,['데님'],['무지'],노멀,,,탑,,,,['저지'],['무지'],노멀,롱,화이트,가디건,['레이스'],긴팔,['레이스'],,,루즈,,,,,,,,,,,,,,,,,
1840,787929,히피,"아우터, 하의, 상의",10,미니,스카이블루,청바지,['데님'],['무지'],노멀,,,탑,,,,['저지'],['무지'],노멀,롱,화이트,가디건,['레이스'],긴팔,['레이스'],,,루즈,,,,,,,,,,,,,,,,,
1841,787930,히피,"아우터, 하의, 상의",10,미니,스카이블루,청바지,['데님'],['무지'],노멀,,,탑,,,,['저지'],['무지'],노멀,롱,화이트,가디건,['레이스'],긴팔,['레이스'],,,루즈,,,,,,,,,,,,,,,,,
1842,787958,히피,"아우터, 하의, 상의",10,미니,,청바지,['데님'],['무지'],노멀,,,티셔츠,,,,['저지'],['무지'],노멀,롱,카키,가디건,,반팔,,['스트라이프'],,루즈,,,,라운드넥,,,,,블랙,,,,,,,,
1843,787960,히피,"아우터, 하의, 상의",10,미니,,청바지,['데님'],['무지'],노멀,,,티셔츠,,,,['저지'],['무지'],노멀,롱,카키,가디건,,반팔,,['스트라이프'],,루즈,,,,라운드넥,,,,,블랙,,,,,,,,
1844,787961,히피,"아우터, 하의, 상의",10,미니,,청바지,['데님'],['무지'],노멀,,,티셔츠,,,,['저지'],['무지'],노멀,롱,카키,가디건,,반팔,,['스트라이프'],,루즈,,,,라운드넥,,,,,블랙,,,,,,,,
1845,787962,히피,"아우터, 하의, 상의",10,미니,스카이블루,청바지,['데님'],['무지'],노멀,,,티셔츠,,,,['저지'],['무지'],노멀,롱,카키,가디건,,반팔,,['스트라이프'],,루즈,,,,라운드넥,,,,,블랙,,,,,,,,
1846,787963,히피,"아우터, 하의, 상의",10,미니,스카이블루,청바지,['데님'],['무지'],노멀,,,티셔츠,,,,['저지'],['무지'],노멀,롱,카키,가디건,,반팔,,['스트라이프'],,루즈,,,,라운드넥,,,,,블랙,,,,,,,,
1847,787964,히피,"아우터, 하의, 상의",10,미니,스카이블루,청바지,['데님'],['무지'],노멀,,,티셔츠,,,,['저지'],['무지'],노멀,롱,카키,가디건,,반팔,,['스트라이프'],,루즈,,,,라운드넥,,,,,블랙,,,,,,,,
1848,787968,히피,"아우터, 하의, 상의",10,미니,스카이블루,청바지,['데님'],['무지'],노멀,,,티셔츠,,,,['저지'],['무지'],노멀,롱,카키,가디건,,반팔,,['스트라이프'],,루즈,,,,라운드넥,,,,,블랙,,,,,,,,
1849,787969,히피,"아우터, 하의, 상의",10,미니,스카이블루,청바지,['데님'],['무지'],노멀,,,티셔츠,,,,['저지'],['무지'],노멀,롱,카키,가디건,,반팔,,['스트라이프'],,루즈,,,,라운드넥,,,,,블랙,,,,,,,,
1850,787970,히피,"아우터, 하의, 상의",10,미니,,청바지,['데님'],['무지'],노멀,,,티셔츠,,,,['저지'],['무지'],노멀,롱,카키,가디건,,반팔,,['스트라이프'],,루즈,,,,라운드넥,,,,,블랙,,,,,,,,
1851,787971,히피,"아우터, 하의, 상의",10,미니,스카이블루,청바지,['데님'],['무지'],노멀,,,티셔츠,,,,['저지'],['무지'],노멀,롱,카키,가디건,,반팔,,['스트라이프'],,루즈,,,,라운드넥,,,,,블랙,,,,,,,,
1852,787972,히피,"아우터, 하의, 상의",10,미니,스카이블루,청바지,['데님'],['무지'],노멀,,,티셔츠,,,,['저지'],['무지'],노멀,롱,카키,가디건,,반팔,,['스트라이프'],,루즈,,,,라운드넥,,,,,블랙,,,,,,,,
1853,787973,히피,"아우터, 하의, 상의",10,미니,,청바지,['데님'],['무지'],노멀,,,티셔츠,,,,['저지'],['무지'],노멀,롱,카키,가디건,,반팔,,['스트라이프'],,루즈,,,,라운드넥,,,,,블랙,,,,,,,,
