,ID,style,clothing_categories,mix_clothing_categories,하의_기장,하의_색상,하의_카테고리,하의_소재,하의_프린트,하의_핏,상의_색상,상의_카테고리,상의_옷깃,상의_소매기장,상의_소재,상의_프린트,상의_핏,상의_서브색상,상의_기장,상의_디테일,상의_넥라인,하의_서브색상,하의_디테일,아우터_기장,아우터_색상,아우터_카테고리,아우터_디테일,아우터_소매기장,아우터_소재,아우터_프린트,아우터_넥라인,아우터_핏,아우터_서브색상,아우터_옷깃,원피스_카테고리,원피스_디테일,원피스_소재,원피스_프린트,원피스_넥라인,원피스_핏,원피스_기장,원피스_색상,원피스_서브색상,원피스_소매기장,원피스_옷깃
1666,490289,레트로,"아우터, 하의, 상의",10,발목,,청바지,['데님'],,노멀,핑크,셔츠,셔츠칼라,긴팔,,['도트'],노멀,,,,,,['롤업'],하프,,재킷,"['단추', '포켓']",,['우븐'],,,노멀,,테일러드칼라,,,,,,,,,,,
1667,490290,레트로,"아우터, 상의",2,,,,,,,핑크,셔츠,셔츠칼라,긴팔,,['도트'],노멀,,,,,,,하프,,재킷,"['단추', '포켓']",,['우븐'],,,노멀,,테일러드칼라,,,,,,,,,,,
1668,491295,레트로,"아우터, 하의",4,발목,블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,['디스트로이드'],노말,브라운,재킷,['띠'],긴팔,['우븐'],['체크'],,노멀,베이지,테일러드칼라,,,,,,,,,,,
1669,491304,레트로,"아우터, 하의",4,발목,블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,['디스트로이드'],노말,브라운,재킷,['띠'],긴팔,['우븐'],['체크'],,노멀,베이지,테일러드칼라,,,,,,,,,,,
1670,491308,레트로,"아우터, 하의",4,발목,블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,['디스트로이드'],노말,브라운,재킷,['띠'],긴팔,['우븐'],['체크'],,노멀,베이지,테일러드칼라,,,,,,,,,,,
1671,501342,레트로,"하의, 상의",3,발목,네이비,청바지,['데님'],,와이드,브라운,탑,,민소매,['우븐'],['도트'],루즈,화이트,노멀,,스퀘어넥,,,,,,,,,,,,,,,,,,,,,,,,
1672,501344,레트로,"하의, 상의",3,발목,네이비,청바지,['데님'],,와이드,브라운,탑,,민소매,['우븐'],['도트'],루즈,화이트,노멀,,스퀘어넥,,,,,,,,,,,,,,,,,,,,,,,,
1673,501345,레트로,"하의, 상의",3,발목,네이비,청바지,['데님'],,와이드,브라운,탑,,민소매,['우븐'],['도트'],루즈,화이트,노멀,,스퀘어넥,,,,,,,,,,,,,,,,,,,,,,,,
1674,501346,레트로,"하의, 상의",3,발목,네이비,청바지,['데님'],,와이드,브라운,탑,,민소매,['우븐'],['도트'],루즈,화이트,노멀,,스퀘어넥,,,,,,,,,,,,,,,,,,,,,,,,
1675,501347,레트로,"하의, 상의",3,발목,네이비,청바지,['데님'],,와이드,브라운,탑,,민소매,['우븐'],['도트'],루즈,화이트,노멀,,스퀘어넥,,,,,,,,,,,,,,,,,,,,,,,,
1676,501348,레트로,"하의, 상의",3,발목,네이비,청바지,['데님'],,와이드,브라운,탑,,민소매,['우븐'],['도트'],루즈,화이트,노멀,,스퀘어넥,,,,,,,,,,,,,,,,,,,,,,,,
1677,505637,레트로,"하의, 상의",3,미디,화이트,스커트,['우븐'],['도트'],노멀,블랙,티셔츠,,반팔,['저지'],['무지'],노멀,,크롭,,라운드넥,블랙,,,,,,,,,,,,,,,,,,,,,,,
1678,505639,레트로,"하의, 상의",3,미디,블랙,스커트,['우븐'],['도트'],노멀,화이트,티셔츠,,반팔,['니트'],['무지'],타이트,,,,라운드넥,화이트,,,,,,,,,,,,,,,,,,,,,,,
1679,505643,레트로,"하의, 상의",3,미디,화이트,스커트,['우븐'],['도트'],노멀,블랙,티셔츠,,반팔,['저지'],['무지'],노멀,,크롭,['드롭숄더'],,블랙,,,,,,,,,,,,,,,,,,,,,,,
1680,505646,레트로,"하의, 상의",3,미디,화이트,스커트,['우븐'],['도트'],노멀,블랙,티셔츠,,반팔,['저지'],['무지'],노멀,,크롭,['드롭숄더'],,블랙,,,,,,,,,,,,,,,,,,,,,,,
1681,505648,레트로,"하의, 상의",3,미디,화이트,스커트,['우븐'],['도트'],노멀,블랙,티셔츠,,반팔,['저지'],['무지'],노멀,,크롭,,,블랙,,,,,,,,,,,,,,,,,,,,,,,
1682,505649,레트로,"하의, 상의",3,미디,화이트,스커트,['우븐'],['도트'],노멀,블랙,티셔츠,,반팔,['저지'],['무지'],노멀,,크롭,['드롭숄더'],,블랙,,,,,,,,,,,,,,,,,,,,,,,
1683,505652,레트로,"하의, 상의",3,미디,블랙,스커트,['우븐'],['도트'],노멀,화이트,티셔츠,,반팔,['니트'],['무지'],타이트,,,,라운드넥,화이트,,,,,,,,,,,,,,,,,,,,,,,
1684,505656,레트로,"하의, 상의",3,미디,블랙,스커트,['우븐'],['도트'],노멀,화이트,티셔츠,,반팔,['니트'],['무지'],타이트,,,,라운드넥,화이트,,,,,,,,,,,,,,,,,,,,,,,
1685,505657,레트로,"하의, 상의",3,미디,블랙,스커트,['우븐'],['도트'],노멀,화이트,티셔츠,,반팔,['니트'],['무지'],타이트,,,,라운드넥,화이트,,,,,,,,,,,,,,,,,,,,,,,
1686,505660,레트로,"하의, 상의",3,미디,블랙,스커트,['우븐'],['도트'],노멀,화이트,티셔츠,,반팔,['니트'],['무지'],타이트,,,,라운드넥,화이트,,,,,,,,,,,,,,,,,,,,,,,
1687,506053,레트로,"하의, 상의",3,미니,네이비,스커트,['데님'],['무지'],와이드,,블라우스,피터팬칼라,,['우븐'],['플로럴'],노멀,,,['레이스'],브이넥,,"['포켓', '플레어']",,,,,,,,,,,,,,,,,,,,,,
1688,506054,레트로,"하의, 상의",3,미니,네이비,스커트,['데님'],['무지'],와이드,,블라우스,,,['우븐'],['플로럴'],노멀,,,['레이스'],,,"['포켓', '플레어']",,,,,,,,,,,,,,,,,,,,,,
1689,506058,레트로,"하의, 상의",3,미니,네이비,스커트,['데님'],['무지'],와이드,골드,블라우스,피터팬칼라,캡,['우븐'],['플로럴'],노멀,화이트,,['레이스'],브이넥,,"['포켓', '플레어']",,,,,,,,,,,,,,,,,,,,,,
1690,506059,레트로,"하의, 상의",3,미니,네이비,스커트,['데님'],['무지'],와이드,화이트,블라우스,,반팔,['우븐'],['플로럴'],노멀,오렌지,,['레이스'],,,"['포켓', '플레어']",,,,,,,,,,,,,,,,,,,,,,
1691,506064,레트로,"하의, 상의",3,미니,네이비,스커트,['데님'],['무지'],와이드,오렌지,블라우스,피터팬칼라,반팔,['우븐'],['플로럴'],노멀,화이트,,['레이스'],브이넥,,"['포켓', '플레어']",,,,,,,,,,,,,,,,,,,,,,
1692,506067,레트로,"하의, 상의",3,미니,,스커트,['데님'],['무지'],와이드,화이트,블라우스,피터팬칼라,반팔,['우븐'],['플로럴'],노멀,옐로우,,['레이스'],브이넥,,"['포켓', '플레어']",,,,,,,,,,,,,,,,,,,,,,
1693,506070,레트로,"하의, 상의",3,미니,,스커트,['데님'],['무지'],와이드,화이트,블라우스,,반팔,['우븐'],['플로럴'],노멀,옐로우,,['레이스'],,,"['포켓', '플레어']",,,,,,,,,,,,,,,,,,,,,,
1694,506073,레트로,"하의, 상의",3,미니,,스커트,['데님'],['무지'],와이드,옐로우,블라우스,피터팬칼라,반팔,['우븐'],['플로럴'],노멀,,,['레이스'],브이넥,,"['포켓', '플레어']",,,,,,,,,,,,,,,,,,,,,,
1695,506119,레트로,"하의, 상의",3,발목,블랙,스커트,['시폰'],['플로럴'],노멀,라벤더,니트웨어,,반팔,['니트'],['무지'],노멀,,,,라운드넥,화이트,,,,,,,,,,,,,,,,,,,,,,,
1696,506120,레트로,"아우터, 하의",4,발목,,스커트,['시폰'],['플로럴'],노멀,,,,,,,,,,,,,['플레어'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1697,506121,레트로,"아우터, 하의",4,발목,,스커트,['시폰'],['플로럴'],노멀,,,,,,,,,,,,,['플레어'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1698,506122,레트로,"아우터, 하의",4,발목,,스커트,['시폰'],['플로럴'],노멀,,,,,,,,,,,,,['플레어'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1699,506123,레트로,"아우터, 하의, 상의",10,발목,,스커트,['시폰'],['플로럴'],노멀,,니트웨어,,,['니트'],['무지'],노멀,,,,라운드넥,,,,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1700,506124,레트로,"아우터, 하의",4,발목,,스커트,['시폰'],['플로럴'],노멀,,,,,,,,,,,,,['플레어'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1701,506127,레트로,"아우터, 하의",4,발목,,스커트,['시폰'],['플로럴'],노멀,,,,,,,,,,,,,['플레어'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1702,506128,레트로,"아우터, 하의",4,발목,,스커트,['시폰'],['플로럴'],노멀,,,,,,,,,,,,,['플레어'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1703,506129,레트로,"아우터, 하의",4,발목,,스커트,['시폰'],['플로럴'],노멀,,,,,,,,,,,,,['플레어'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1704,506130,레트로,"아우터, 하의, 상의",10,발목,,스커트,['시폰'],['플로럴'],노멀,,니트웨어,,,['니트'],['무지'],노멀,,,['단추'],라운드넥,,['플레어'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1705,506131,레트로,"아우터, 하의",4,발목,,스커트,['시폰'],['플로럴'],노멀,,,,,,,,,,,,,['플레어'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1706,506132,레트로,"아우터, 하의",4,발목,,스커트,['시폰'],['플로럴'],노멀,,,,,,,,,,,,,['플레어'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1707,506133,레트로,"아우터, 하의",4,발목,,스커트,['시폰'],['플로럴'],노멀,,,,,,,,,,,,,['플레어'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1708,506134,레트로,"아우터, 하의",4,발목,,스커트,['시폰'],['플로럴'],노멀,,,,,,,,,,,,,['플레어'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1709,506137,레트로,"아우터, 하의, 상의",10,미디,,스커트,['시폰'],['플로럴'],노멀,,블라우스,피터팬칼라,,['린넨'],['무지'],노멀,,,"['퍼프', '셔링']",브이넥,,['페플럼'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1710,506138,레트로,"아우터, 하의, 상의",10,발목,,스커트,['시폰'],['플로럴'],노멀,블랙,,,긴팔,,,,화이트,,,,,['플레어'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1711,506139,레트로,"아우터, 하의, 상의",10,미디,,스커트,['시폰'],['플로럴'],노멀,,블라우스,피터팬칼라,,['린넨'],['무지'],노멀,,,"['퍼프', '셔링']",브이넥,,['페플럼'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1712,506140,레트로,"아우터, 하의",4,미디,,스커트,['시폰'],['플로럴'],노멀,,,,,,,,,,,,,['페플럼'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1713,506141,레트로,"아우터, 하의, 상의",10,미디,,스커트,['시폰'],['플로럴'],노멀,,블라우스,피터팬칼라,,['린넨'],['무지'],노멀,,,"['퍼프', '셔링']",브이넥,,['페플럼'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1714,506142,레트로,"아우터, 하의",4,미디,,스커트,['시폰'],['플로럴'],노멀,,,,,,,,,,,,,['페플럼'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1715,506143,레트로,"아우터, 하의, 상의",10,미디,,스커트,['시폰'],['플로럴'],노멀,,블라우스,,,['린넨'],['무지'],노멀,,,['퍼프'],,,['페플럼'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1716,506144,레트로,"아우터, 하의, 상의",10,미디,,스커트,['시폰'],['플로럴'],노멀,,블라우스,피터팬칼라,,['린넨'],['무지'],노멀,,,"['퍼프', '셔링']",브이넥,,['페플럼'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1717,506147,레트로,"아우터, 하의",4,미디,,스커트,['시폰'],['플로럴'],노멀,,,,,,,,,,,,,['페플럼'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1718,506148,레트로,"아우터, 하의, 상의",10,미디,,스커트,['시폰'],['플로럴'],노멀,,블라우스,,,['린넨'],['무지'],노멀,,,['퍼프'],,,['페플럼'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1719,506149,레트로,"아우터, 하의, 상의",10,미디,,스커트,['시폰'],['플로럴'],노멀,,블라우스,피터팬칼라,,['린넨'],['무지'],노멀,,,"['퍼프', '셔링']",브이넥,,['페플럼'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1720,506150,레트로,"아우터, 하의, 상의",10,미디,,스커트,['시폰'],['플로럴'],노멀,,블라우스,,,['린넨'],['무지'],노멀,,,['퍼프'],,,['페플럼'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1721,506151,레트로,"아우터, 하의",4,미디,,스커트,['시폰'],['플로럴'],노멀,,,,,,,,,,,,,['페플럼'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1722,506152,레트로,"아우터, 하의",4,미디,,스커트,['시폰'],['플로럴'],노멀,,,,,,,,,,,,,['페플럼'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1723,506153,레트로,"아우터, 하의",4,미디,,스커트,['시폰'],['플로럴'],노멀,,,,,,,,,,,,,['페플럼'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1724,506154,레트로,"아우터, 하의, 상의",10,미디,,스커트,['시폰'],['플로럴'],노멀,,블라우스,,,['린넨'],['무지'],노멀,,,['퍼프'],,,['페플럼'],,블랙,,,긴팔,,,,,화이트,,,,,,,,,,,,
1725,506199,레트로,"하의, 상의",3,미디,블랙,스커트,['시폰'],['도트'],노멀,화이트,니트웨어,셔츠칼라,반팔,['니트'],['무지'],노멀,,노멀,,유넥,화이트,['페플럼'],,,,,,,,,,,,,,,,,,,,,,
1726,506200,레트로,"하의, 상의",3,미디,블랙,스커트,['시폰'],['도트'],노멀,화이트,니트웨어,셔츠칼라,반팔,['니트'],['무지'],노멀,,노멀,,유넥,화이트,['페플럼'],,,,,,,,,,,,,,,,,,,,,,
1727,506203,레트로,"하의, 상의",3,미디,블랙,스커트,['시폰'],['도트'],노멀,화이트,니트웨어,셔츠칼라,반팔,['니트'],['무지'],노멀,,노멀,,유넥,화이트,['페플럼'],,,,,,,,,,,,,,,,,,,,,,
1728,506209,레트로,"하의, 상의",3,미디,블랙,스커트,['시폰'],['도트'],노멀,화이트,니트웨어,셔츠칼라,반팔,['니트'],['무지'],노멀,,노멀,,유넥,화이트,['페플럼'],,,,,,,,,,,,,,,,,,,,,,
1729,506212,레트로,"하의, 상의",3,미디,블랙,스커트,['시폰'],['도트'],노멀,화이트,니트웨어,셔츠칼라,반팔,['니트'],['무지'],노멀,,노멀,,유넥,화이트,['페플럼'],,,,,,,,,,,,,,,,,,,,,,
1730,506214,레트로,"하의, 상의",3,미디,블랙,스커트,['시폰'],['도트'],노멀,화이트,니트웨어,셔츠칼라,반팔,['니트'],['무지'],노멀,,노멀,,유넥,화이트,['페플럼'],,,,,,,,,,,,,,,,,,,,,,
1731,507354,레트로,"하의, 상의",3,미니,스카이블루,스커트,['데님'],['무지'],,옐로우,블라우스,,반팔,['우븐'],['체크'],노멀,화이트,노멀,"['레이스', '셔링', '스트링']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
1732,511718,레트로,"하의, 상의",3,발목,네이비,조거팬츠,['니트'],,노멀,그레이,니트웨어,,긴팔,['울/캐시미어'],['아가일'],노멀,골드,,,라운드넥,,['니트꽈베기'],,,,,,,,,,,,,,,,,,,,,,
1733,511719,레트로,"하의, 상의",3,발목,네이비,조거팬츠,['니트'],,노멀,그레이,니트웨어,,긴팔,['울/캐시미어'],['아가일'],노멀,골드,,,라운드넥,,['니트꽈베기'],,,,,,,,,,,,,,,,,,,,,,
1734,512360,레트로,"원피스, 상의",5,,,,,,,퍼플,니트웨어,,긴팔,['헤어 니트'],['무지'],루즈,,롱,['드롭숄더'],라운드넥,,,,,,,,,,,,,,드레스,['리본'],['시폰'],['플로럴'],,노멀,,,,,
1735,512361,레트로,"원피스, 상의",5,,,,,,,퍼플,니트웨어,,긴팔,['헤어 니트'],['무지'],루즈,,롱,['드롭숄더'],,,,,,,,,,,,,,,드레스,,['시폰'],['플로럴'],,노멀,미디,,,,
1736,512362,레트로,"원피스, 상의",5,,,,,,,퍼플,니트웨어,,긴팔,['헤어 니트'],['무지'],루즈,,롱,['드롭숄더'],라운드넥,,,,,,,,,,,,,,드레스,['리본'],['시폰'],['플로럴'],,노멀,,,,,
1737,512363,레트로,"원피스, 상의",5,,,,,,,퍼플,니트웨어,,긴팔,['헤어 니트'],['무지'],루즈,,롱,['드롭숄더'],라운드넥,,,,,,,,,,,,,,드레스,['리본'],['시폰'],['플로럴'],,노멀,,,,,
1738,512366,레트로,"하의, 원피스, 상의",9,,브라운,,,,,퍼플,니트웨어,,긴팔,['헤어 니트'],['무지'],루즈,,롱,['드롭숄더'],라운드넥,베이지,,,,,,,,,,,,,드레스,['리본'],['시폰'],['플로럴'],,노멀,미디,,,,
1739,512367,레트로,"하의, 원피스, 상의",9,,브라운,,,,,퍼플,니트웨어,,긴팔,['헤어 니트'],['무지'],루즈,,롱,['드롭숄더'],라운드넥,베이지,,,,,,,,,,,,,드레스,['리본'],['시폰'],['플로럴'],,노멀,미디,,,,
1740,512368,레트로,"원피스, 상의",5,,,,,,,퍼플,니트웨어,,긴팔,['헤어 니트'],['무지'],루즈,,롱,['드롭숄더'],라운드넥,,,,,,,,,,,,,,드레스,['리본'],['시폰'],['플로럴'],,노멀,,,,,
1741,512369,레트로,"하의, 원피스, 상의",9,,브라운,,,,,퍼플,니트웨어,,긴팔,['헤어 니트'],['무지'],루즈,,롱,['드롭숄더'],라운드넥,베이지,,,,,,,,,,,,,드레스,['리본'],['시폰'],['플로럴'],,노멀,미디,,,,
1742,512370,레트로,"하의, 원피스, 상의",9,,브라운,,,,,퍼플,니트웨어,,긴팔,['헤어 니트'],['무지'],루즈,,롱,['드롭숄더'],라운드넥,베이지,,,,,,,,,,,,,드레스,['리본'],['시폰'],['플로럴'],,노멀,미디,,,,
1743,512371,레트로,"하의, 원피스, 상의",9,,브라운,,,,,퍼플,니트웨어,,긴팔,['헤어 니트'],['무지'],루즈,,롱,['드롭숄더'],라운드넥,베이지,,,,,,,,,,,,,드레스,['리본'],['시폰'],['플로럴'],,노멀,미디,,,,
1744,512488,레트로,"하의, 상의",3,미디,민트,스커트,['니트'],['무지'],노멀,화이트,니트웨어,,긴팔,['니트'],['무지'],루즈,,롱,"['리본', '슬릿']",라운드넥,,['플리츠'],,,,,,,,,,,,,,,,,,,,,,
1745,512490,레트로,"하의, 상의",3,미디,민트,스커트,['니트'],['무지'],노멀,화이트,니트웨어,,긴팔,['니트'],['무지'],루즈,,롱,['슬릿'],,,['플리츠'],,,,,,,,,,,,,,,,,,,,,,
1746,512492,레트로,"하의, 상의",3,미디,민트,스커트,['니트'],['무지'],노멀,화이트,니트웨어,,긴팔,['니트'],['무지'],루즈,,롱,"['리본', '슬릿']",라운드넥,,['플리츠'],,,,,,,,,,,,,,,,,,,,,,
1747,512496,레트로,"하의, 상의",3,미디,민트,스커트,['니트'],['무지'],노멀,화이트,니트웨어,,긴팔,['니트'],['무지'],루즈,브라운,롱,"['리본', '슬릿']",라운드넥,,['플리츠'],,,,,,,,,,,,,,,,,,,,,,
1748,514477,레트로,"원피스, 상의",5,,,,,,,,니트웨어,,,['니트'],['무지'],타이트,,,,브이넥,,,,,,,,,,,,,,점프수트,['포켓'],['데님'],['무지'],오프숄더,오버사이즈,미디,네이비,,민소매,
1749,514483,레트로,"원피스, 상의",5,,,,,,,,니트웨어,,,['니트'],['무지'],타이트,,,,브이넥,,,,,,,,,,,,,,점프수트,['포켓'],['데님'],['무지'],오프숄더,오버사이즈,미디,네이비,,민소매,
1750,514485,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],['무지'],스키니,옐로우,니트웨어,,반팔,['니트'],['무지'],타이트,,,,브이넥,,['디스트로이드'],,,,,,,,,,,,,,,,,,,,,,
1751,514494,레트로,"원피스, 상의",5,,,,,,,,니트웨어,,,['니트'],['무지'],타이트,,,,브이넥,,,,,,,,,,,,,,점프수트,['포켓'],['데님'],['무지'],오프숄더,오버사이즈,미디,네이비,,민소매,
1752,514497,레트로,"원피스, 상의",5,,,,,,,,니트웨어,,,['니트'],['무지'],타이트,,,,브이넥,,,,,,,,,,,,,,점프수트,['포켓'],['데님'],['무지'],오프숄더,오버사이즈,미디,네이비,,민소매,
1753,521304,레트로,"하의, 상의",3,발목,화이트,청바지,['데님'],['무지'],노멀,레드,,,반팔,,,,화이트,,,,,"['버클', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1754,521307,레트로,"하의, 상의",3,발목,화이트,청바지,['데님'],['무지'],노멀,레드,블라우스,,반팔,['우븐'],['도트'],타이트,화이트,크롭,"['퍼프', '셔링', '단추']",스퀘어넥,,"['버클', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1755,521308,레트로,"하의, 상의",3,발목,화이트,청바지,['데님'],['무지'],노멀,레드,,,반팔,,,,화이트,,,,,"['버클', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1756,521309,레트로,"하의, 상의",3,발목,화이트,청바지,['데님'],['무지'],노멀,레드,,,반팔,,,,화이트,,,,,"['버클', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1757,521310,레트로,"하의, 상의",3,발목,화이트,청바지,['데님'],['무지'],노멀,레드,,,반팔,,,,화이트,,,,,"['버클', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1758,521311,레트로,"하의, 상의",3,발목,화이트,청바지,['데님'],['무지'],노멀,레드,블라우스,,반팔,['우븐'],['도트'],타이트,화이트,크롭,"['퍼프', '셔링', '단추']",스퀘어넥,,"['버클', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1759,521312,레트로,"하의, 상의",3,발목,화이트,청바지,['데님'],['무지'],노멀,레드,,,반팔,,,,화이트,,,,,"['버클', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1760,521313,레트로,"하의, 상의",3,발목,화이트,청바지,['데님'],['무지'],노멀,레드,,,반팔,,,,화이트,,,,,"['버클', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1761,521314,레트로,"하의, 상의",3,발목,화이트,청바지,['데님'],['무지'],노멀,레드,,,반팔,,,,화이트,,,,,"['버클', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1762,521317,레트로,"하의, 상의",3,발목,화이트,청바지,['데님'],['무지'],노멀,레드,,,반팔,,,,화이트,,,,,"['버클', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1763,521318,레트로,"하의, 상의",3,발목,화이트,청바지,['데님'],['무지'],노멀,레드,,,반팔,,,,화이트,,,,,"['버클', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1764,521319,레트로,"하의, 상의",3,발목,화이트,청바지,['데님'],['무지'],노멀,레드,블라우스,,반팔,['우븐'],['도트'],타이트,화이트,크롭,"['퍼프', '셔링', '단추']",스퀘어넥,,"['버클', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1765,521320,레트로,"하의, 상의",3,발목,화이트,청바지,['데님'],['무지'],노멀,레드,블라우스,,반팔,['우븐'],['도트'],타이트,화이트,크롭,"['퍼프', '셔링', '단추']",스퀘어넥,,"['버클', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1766,521321,레트로,"하의, 상의",3,발목,화이트,청바지,['데님'],['무지'],노멀,레드,,,반팔,,,,화이트,,,,,"['버클', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1767,521554,레트로,"하의, 상의",3,발목,옐로우,팬츠,['우븐'],['무지'],와이드,화이트,티셔츠,,반팔,['저지'],['레터링'],노멀,,,,라운드넥,,"['단추', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1768,521559,레트로,"하의, 상의",3,발목,옐로우,팬츠,['우븐'],['무지'],와이드,화이트,티셔츠,,반팔,['저지'],['레터링'],노멀,,,,라운드넥,,"['단추', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1769,521560,레트로,"하의, 상의",3,발목,옐로우,팬츠,['우븐'],['무지'],와이드,화이트,티셔츠,,반팔,['저지'],['레터링'],노멀,,,,라운드넥,,"['단추', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1770,521562,레트로,"하의, 상의",3,발목,옐로우,팬츠,['우븐'],['무지'],와이드,화이트,,,반팔,,,,,,,,,"['단추', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1771,521563,레트로,"하의, 상의",3,발목,옐로우,팬츠,['우븐'],['무지'],와이드,화이트,티셔츠,,반팔,['저지'],['레터링'],노멀,,,,라운드넥,,"['단추', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1772,521567,레트로,"하의, 상의",3,발목,옐로우,팬츠,['우븐'],['무지'],와이드,화이트,티셔츠,,반팔,['저지'],['레터링'],노멀,,,,라운드넥,,"['단추', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1773,521568,레트로,"하의, 상의",3,발목,옐로우,팬츠,['우븐'],['무지'],와이드,화이트,티셔츠,,반팔,['저지'],['레터링'],노멀,,,,라운드넥,,"['단추', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1774,521569,레트로,"하의, 상의",3,발목,옐로우,팬츠,['우븐'],['무지'],와이드,화이트,티셔츠,,반팔,['저지'],['레터링'],노멀,,,,라운드넥,,"['단추', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1775,521570,레트로,"하의, 상의",3,발목,옐로우,팬츠,['우븐'],['무지'],와이드,화이트,티셔츠,,반팔,['저지'],['레터링'],노멀,,,,라운드넥,,"['단추', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1776,521571,레트로,"하의, 상의",3,발목,옐로우,팬츠,['우븐'],['무지'],와이드,화이트,티셔츠,,반팔,['저지'],['레터링'],노멀,,,,라운드넥,,"['단추', '포켓']",,,,,,,,,,,,,,,,,,,,,,
1777,521630,레트로,"하의, 상의",3,발목,화이트,청바지,['데님'],['무지'],루즈,오렌지,니트웨어,폴로칼라,반팔,['저지'],['무지'],타이트,,,"['단추', '플리츠']",,,"['포켓', '버클']",,,,,,,,,,,,,,,,,,,,,,
1778,521631,레트로,"하의, 상의",3,발목,화이트,청바지,['데님'],['무지'],루즈,오렌지,니트웨어,폴로칼라,반팔,['저지'],['무지'],타이트,,,"['단추', '플리츠']",,,"['포켓', '버클']",,,,,,,,,,,,,,,,,,,,,,
1779,521632,레트로,"하의, 상의",3,발목,화이트,청바지,['데님'],['무지'],루즈,오렌지,니트웨어,폴로칼라,반팔,['저지'],['무지'],타이트,,,"['단추', '플리츠']",,,"['포켓', '버클']",,,,,,,,,,,,,,,,,,,,,,
1780,521637,레트로,"하의, 상의",3,발목,화이트,청바지,['데님'],['무지'],루즈,오렌지,니트웨어,폴로칼라,반팔,['저지'],['무지'],타이트,,,"['단추', '플리츠']",,,"['포켓', '버클']",,,,,,,,,,,,,,,,,,,,,,
1781,521640,레트로,"하의, 상의",3,발목,화이트,청바지,['데님'],['무지'],루즈,오렌지,니트웨어,폴로칼라,반팔,['저지'],['무지'],타이트,,,"['단추', '플리츠']",,,"['포켓', '버클']",,,,,,,,,,,,,,,,,,,,,,
