,ID,style,clothing_categories,mix_clothing_categories,아우터_기장,아우터_색상,아우터_카테고리,아우터_옷깃,아우터_소매기장,아우터_소재,아우터_프린트,아우터_핏,하의_기장,하의_색상,하의_카테고리,하의_소재,하의_프린트,하의_핏,하의_디테일,아우터_서브색상,아우터_디테일,아우터_넥라인,상의_기장,상의_색상,상의_카테고리,상의_디테일,상의_소매기장,상의_소재,상의_넥라인,상의_핏,원피스_기장,원피스_색상,원피스_카테고리,원피스_디테일,원피스_소매기장,원피스_소재,원피스_프린트,원피스_핏,상의_프린트,상의_옷깃,상의_서브색상,하의_서브색상,원피스_넥라인,원피스_서브색상,원피스_옷깃
2992,574038,톰보이,"아우터, 하의, 상의",10,노말,블랙,베스트,,민소매,['우븐'],,노멀,발목,,팬츠,['우븐'],,와이드,,,['포켓'],,롱,,셔츠,"['비대칭', '단추']",,['우븐'],,루즈,,,,,,,,,,셔츠칼라,,,,,
2993,574039,톰보이,"아우터, 하의, 상의",10,노말,블랙,베스트,,민소매,['우븐'],,노멀,발목,,팬츠,['우븐'],,와이드,,,['포켓'],,롱,,셔츠,"['비대칭', '단추']",,['우븐'],,루즈,,,,,,,,,,셔츠칼라,,,,,
2994,574040,톰보이,"아우터, 하의, 원피스, 상의",11,노말,,베스트,,,['우븐'],,노멀,발목,,팬츠,['우븐'],,와이드,,,['포켓'],,롱,,셔츠,"['비대칭', '단추']",,['우븐'],,루즈,,블랙,,,민소매,,,,,셔츠칼라,,,,,
2995,574041,톰보이,"아우터, 하의, 원피스, 상의",11,노말,,베스트,,,['우븐'],,노멀,발목,,팬츠,['우븐'],,와이드,,,['포켓'],,롱,,셔츠,"['비대칭', '단추']",,['우븐'],,루즈,,블랙,,,민소매,,,,,셔츠칼라,,,,,
2996,574042,톰보이,"아우터, 하의, 원피스, 상의",11,노말,,베스트,,,['우븐'],,노멀,발목,,팬츠,['우븐'],,와이드,,,['포켓'],,롱,,셔츠,"['비대칭', '단추']",,['우븐'],,루즈,,블랙,,,민소매,,,,,셔츠칼라,,,,,
2997,574043,톰보이,"아우터, 하의, 상의",10,노말,블랙,베스트,,민소매,['우븐'],,노멀,발목,,팬츠,['우븐'],,와이드,,,['포켓'],,롱,,셔츠,"['비대칭', '단추']",,['우븐'],,루즈,,,,,,,,,,셔츠칼라,,,,,
2998,574046,톰보이,"아우터, 하의, 상의",10,노말,블랙,베스트,,민소매,['우븐'],,노멀,발목,,팬츠,['우븐'],,와이드,,,['포켓'],,롱,,셔츠,"['비대칭', '단추']",,['우븐'],,루즈,,,,,,,,,,셔츠칼라,,,,,
2999,574047,톰보이,"아우터, 하의, 상의",10,노말,블랙,베스트,,민소매,['우븐'],,노멀,발목,,팬츠,['우븐'],,와이드,,,['포켓'],,롱,,셔츠,"['비대칭', '단추']",,['우븐'],,루즈,,,,,,,,,,셔츠칼라,,,,,
3000,574048,톰보이,"아우터, 하의, 상의",10,노말,블랙,베스트,,민소매,['우븐'],,노멀,발목,,팬츠,['우븐'],,와이드,,,['포켓'],,롱,,셔츠,"['비대칭', '단추']",,['우븐'],,루즈,,,,,,,,,,셔츠칼라,,,,,
3001,574049,톰보이,"아우터, 하의, 상의",10,노말,블랙,베스트,,민소매,['우븐'],,노멀,발목,,팬츠,['우븐'],,와이드,,,['포켓'],,롱,,셔츠,"['비대칭', '단추']",,['우븐'],,루즈,,,,,,,,,,셔츠칼라,,,,,
3002,574050,톰보이,"아우터, 하의, 상의",10,노말,블랙,베스트,,민소매,['우븐'],,노멀,발목,,팬츠,['우븐'],,와이드,,,['포켓'],,롱,,셔츠,"['비대칭', '단추']",,['우븐'],,루즈,,,,,,,,,,,,,,,
3003,574051,톰보이,"아우터, 하의, 상의",10,노말,블랙,베스트,,민소매,['우븐'],,노멀,발목,,팬츠,['우븐'],,와이드,,,['포켓'],,롱,,셔츠,"['비대칭', '단추']",,['우븐'],,루즈,,,,,,,,,,셔츠칼라,,,,,
3004,574052,톰보이,"아우터, 하의, 상의",10,노말,블랙,베스트,,민소매,['우븐'],,노멀,발목,,팬츠,['우븐'],,와이드,,,['포켓'],,롱,,셔츠,"['비대칭', '단추']",,['우븐'],,루즈,,,,,,,,,,셔츠칼라,,,,,
3005,574053,톰보이,"아우터, 하의, 상의",10,노말,그레이,베스트,,민소매,['우븐'],,노멀,발목,,팬츠,['우븐'],,와이드,,,['포켓'],,롱,,셔츠,"['비대칭', '단추']",,['우븐'],,루즈,,,,,,,,,,셔츠칼라,,,,,
3006,574056,톰보이,"아우터, 하의, 상의",10,노말,그레이,베스트,,민소매,['우븐'],,노멀,발목,,팬츠,['우븐'],,와이드,,,['포켓'],,롱,,셔츠,"['비대칭', '단추']",,['우븐'],,루즈,,,,,,,,,,셔츠칼라,,,,,
3007,574057,톰보이,"아우터, 하의, 상의",10,노말,그레이,베스트,,민소매,['우븐'],,노멀,발목,,팬츠,['우븐'],,와이드,,,['포켓'],,롱,,셔츠,"['비대칭', '단추']",,['우븐'],,루즈,,,,,,,,,,셔츠칼라,,,,,
3008,574058,톰보이,"아우터, 하의, 상의",10,노말,그레이,베스트,,민소매,['우븐'],,노멀,발목,,팬츠,['우븐'],,와이드,,,['포켓'],,롱,,셔츠,"['비대칭', '단추']",,['우븐'],,루즈,,,,,,,,,,셔츠칼라,,,,,
3009,574059,톰보이,"아우터, 하의, 상의",10,노말,그레이,베스트,,민소매,['우븐'],,노멀,발목,,팬츠,['우븐'],,와이드,,,['포켓'],,롱,,셔츠,"['비대칭', '단추']",,['우븐'],,루즈,,,,,,,,,,,,,,,
3010,574060,톰보이,"아우터, 하의, 상의",10,노말,그레이,베스트,,민소매,['우븐'],,노멀,발목,,팬츠,['우븐'],,와이드,,,['포켓'],,롱,,셔츠,"['비대칭', '단추']",,['우븐'],,루즈,,,,,,,,,,셔츠칼라,,,,,
3011,574061,톰보이,"아우터, 하의, 상의",10,노말,그레이,베스트,,민소매,['우븐'],,노멀,발목,,팬츠,['우븐'],,와이드,,,['포켓'],,롱,,셔츠,"['비대칭', '단추']",,['우븐'],,루즈,,,,,,,,,,셔츠칼라,,,,,
3012,577081,톰보이,"아우터, 원피스",6,롱,블랙,가디건,,긴팔,['니트'],,루즈,,,,,,,,,,,,,,,,,,,발목,그레이,점프수트,['단추'],민소매,['우븐'],['체크'],오버사이즈,,,,,,화이트,
3013,577082,톰보이,"아우터, 원피스",6,롱,블랙,가디건,,긴팔,['니트'],,루즈,,,,,,,,,,,,,,,,,,,발목,그레이,점프수트,['단추'],민소매,['우븐'],['체크'],오버사이즈,,,,,,화이트,
3014,577978,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],루즈,,,,,노멀,블랙,티셔츠,,긴팔,['저지'],터틀넥,노멀,,,,,,,,,"['스트라이프', '무지']",,화이트,,,,
3015,577979,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],루즈,,,,,노멀,블랙,티셔츠,,긴팔,['저지'],터틀넥,노멀,,,,,,,,,"['스트라이프', '무지']",,화이트,,,,
3016,577980,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],루즈,,,,,노멀,블랙,티셔츠,,긴팔,['저지'],터틀넥,노멀,,,,,,,,,"['스트라이프', '무지']",,화이트,,,,
3017,577981,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],루즈,,,,,노멀,블랙,티셔츠,,긴팔,['저지'],터틀넥,노멀,,,,,,,,,"['스트라이프', '무지']",,화이트,,,,
3018,577982,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],루즈,,,,,노멀,블랙,티셔츠,,긴팔,['저지'],터틀넥,노멀,,,,,,,,,"['스트라이프', '무지']",,화이트,,,,
3019,577983,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],루즈,,,,,노멀,블랙,티셔츠,,긴팔,['저지'],터틀넥,노멀,,,,,,,,,"['스트라이프', '무지']",,화이트,,,,
3020,577984,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],루즈,,,,,노멀,블랙,티셔츠,,긴팔,['저지'],터틀넥,노멀,,,,,,,,,"['스트라이프', '무지']",,화이트,,,,
3021,577985,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],루즈,,,,,,그레이,티셔츠,,긴팔,['울/캐시미어'],,루즈,,,,,,,,,['무지'],밴드칼라,블랙,,,,
3022,577988,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],루즈,,,,,,그레이,티셔츠,,긴팔,['울/캐시미어'],,루즈,,,,,,,,,['무지'],밴드칼라,블랙,,,,
3023,577989,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],루즈,,,,,,그레이,티셔츠,,긴팔,['울/캐시미어'],,루즈,,,,,,,,,['무지'],밴드칼라,블랙,,,,
3024,577990,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],루즈,,,,,,그레이,티셔츠,,긴팔,['울/캐시미어'],,루즈,,,,,,,,,['무지'],밴드칼라,블랙,,,,
3025,577991,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],루즈,,,,,,블랙,티셔츠,,긴팔,['울/캐시미어'],,루즈,,,,,,,,,['무지'],밴드칼라,,,,,
3026,577992,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],루즈,,,,,,블랙,티셔츠,,긴팔,['울/캐시미어'],,루즈,,,,,,,,,['무지'],밴드칼라,그레이,,,,
3027,577993,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],루즈,,,,,,그레이,티셔츠,,긴팔,['울/캐시미어'],,루즈,,,,,,,,,['무지'],밴드칼라,블랙,,,,
3028,578005,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],와이드,,,,,노멀,블랙,티셔츠,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,['스트라이프'],,브라운,,,,
3029,578008,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],와이드,,,,,노멀,블랙,티셔츠,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,['스트라이프'],,브라운,,,,
3030,578009,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],와이드,,,,,노멀,블랙,티셔츠,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,['스트라이프'],,브라운,,,,
3031,578010,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],와이드,,,,,노멀,블랙,티셔츠,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,['스트라이프'],,브라운,,,,
3032,578011,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],와이드,,,,,노멀,블랙,티셔츠,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,['스트라이프'],,브라운,,,,
3033,578012,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],와이드,,,,,노멀,블랙,티셔츠,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,['스트라이프'],,브라운,,,,
3034,578013,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],와이드,,,,,노멀,블랙,티셔츠,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,['스트라이프'],,브라운,,,,
3035,578014,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],와이드,,,,,노멀,블랙,티셔츠,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,['스트라이프'],,브라운,,,,
3036,578015,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],와이드,,,,,노멀,블랙,티셔츠,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,['스트라이프'],,브라운,,,,
3037,578018,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],와이드,,,,,노멀,블랙,티셔츠,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,['스트라이프'],,그레이,,,,
3038,578019,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],와이드,,,,,노멀,블랙,티셔츠,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,['스트라이프'],,그레이,,,,
3039,578020,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],와이드,,,,,노멀,블랙,티셔츠,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,['스트라이프'],,그레이,,,,
3040,578021,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],와이드,,,,,노멀,블랙,티셔츠,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,['스트라이프'],,그레이,,,,
3041,578022,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],와이드,,,,,노멀,블랙,티셔츠,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,['스트라이프'],,그레이,,,,
3042,578023,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],와이드,,,,,노멀,블랙,티셔츠,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,['스트라이프'],,그레이,,,,
3043,578024,톰보이,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,['울/캐시미어'],['무지'],와이드,,,,,노멀,블랙,티셔츠,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,['스트라이프'],,그레이,,,,
3044,578034,톰보이,"하의, 상의",3,,,,,,,,,발목,블루,청바지,,,루즈,['디스트로이드'],,,,,블랙,니트웨어,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,"['스트라이프', '무지']",,블루,,,,
3045,578035,톰보이,"하의, 상의",3,,,,,,,,,발목,블루,청바지,,,루즈,['디스트로이드'],,,,,블랙,니트웨어,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,"['스트라이프', '무지']",,블루,,,,
3046,578038,톰보이,"하의, 상의",3,,,,,,,,,발목,블루,청바지,,,루즈,['디스트로이드'],,,,,블랙,니트웨어,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,"['스트라이프', '무지']",,블루,,,,
3047,578039,톰보이,"하의, 상의",3,,,,,,,,,발목,블루,청바지,,,루즈,['디스트로이드'],,,,,블랙,니트웨어,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,"['스트라이프', '무지']",,블루,,,,
3048,578040,톰보이,"하의, 상의",3,,,,,,,,,발목,블루,청바지,,,루즈,['디스트로이드'],,,,,블랙,니트웨어,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,"['스트라이프', '무지']",,블루,,,,
3049,578041,톰보이,"하의, 상의",3,,,,,,,,,발목,블루,청바지,,,루즈,['디스트로이드'],,,,,블랙,니트웨어,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,"['스트라이프', '무지']",,블루,,,,
3050,578042,톰보이,"하의, 상의",3,,,,,,,,,발목,블루,청바지,,,루즈,['디스트로이드'],,,,,블랙,니트웨어,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,"['스트라이프', '무지']",,블루,,,,
3051,578043,톰보이,"하의, 상의",3,,,,,,,,,발목,블루,청바지,,,루즈,['디스트로이드'],,,,,블랙,니트웨어,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,"['스트라이프', '무지']",,블루,,,,
3052,578044,톰보이,"하의, 상의",3,,,,,,,,,발목,블루,청바지,,,루즈,['디스트로이드'],,,,,블랙,니트웨어,,긴팔,['저지'],라운드넥,노멀,,,,,,,,,"['스트라이프', '무지']",,블루,,,,
3053,578045,톰보이,"하의, 상의",3,,,,,,,,,발목,블루,청바지,,,루즈,['디스트로이드'],,,,,블랙,니트웨어,,긴팔,['저지'],터틀넥,노멀,,,,,,,,,"['스트라이프', '무지']",,화이트,,,,
3054,578048,톰보이,"하의, 상의",3,,,,,,,,,발목,블루,청바지,,,루즈,['디스트로이드'],,,,,블랙,니트웨어,,긴팔,['저지'],터틀넥,노멀,,,,,,,,,"['스트라이프', '무지']",,화이트,,,,
3055,578049,톰보이,"하의, 상의",3,,,,,,,,,발목,블루,청바지,,,루즈,['디스트로이드'],,,,,블랙,니트웨어,,긴팔,['저지'],터틀넥,노멀,,,,,,,,,"['스트라이프', '무지']",,화이트,,,,
3056,578050,톰보이,"하의, 상의",3,,,,,,,,,발목,블루,청바지,,,루즈,['디스트로이드'],,,,,블랙,니트웨어,,긴팔,['저지'],터틀넥,노멀,,,,,,,,,"['스트라이프', '무지']",,화이트,,,,
3057,578051,톰보이,"하의, 상의",3,,,,,,,,,발목,블루,청바지,,,루즈,['디스트로이드'],,,,,블랙,니트웨어,,긴팔,['저지'],터틀넥,노멀,,,,,,,,,"['스트라이프', '무지']",,화이트,,,,
3058,578052,톰보이,"하의, 상의",3,,,,,,,,,발목,블루,청바지,,,루즈,['디스트로이드'],,,,,블랙,니트웨어,,긴팔,['저지'],터틀넥,노멀,,,,,,,,,"['스트라이프', '무지']",,화이트,,,,
3059,578053,톰보이,"하의, 상의",3,,,,,,,,,발목,블루,청바지,,,루즈,['디스트로이드'],,,,,블랙,니트웨어,,긴팔,['저지'],터틀넥,노멀,,,,,,,,,"['스트라이프', '무지']",,화이트,,,,
3060,578122,톰보이,"하의, 상의",3,,,,,,,,,발목,,팬츠,['스판덱스'],['무지'],스키니,,,,,롱,베이지,셔츠,['띠'],긴팔,['우븐'],,오버사이즈,,,,,,,,,"['스트라이프', '체크']",밴드칼라,화이트,,,,
3061,578123,톰보이,"하의, 상의",3,,,,,,,,,발목,,팬츠,['스판덱스'],['무지'],스키니,,,,,롱,베이지,셔츠,['띠'],긴팔,['우븐'],,오버사이즈,,,,,,,,,"['스트라이프', '체크']",밴드칼라,화이트,,,,
3062,578124,톰보이,"하의, 상의",3,,,,,,,,,발목,,팬츠,['스판덱스'],['무지'],스키니,,,,,롱,베이지,셔츠,['띠'],긴팔,['우븐'],,오버사이즈,,,,,,,,,"['스트라이프', '체크']",밴드칼라,화이트,,,,
3063,578125,톰보이,"하의, 상의",3,,,,,,,,,발목,,팬츠,['스판덱스'],['무지'],스키니,,,,,롱,베이지,셔츠,['띠'],긴팔,['우븐'],,오버사이즈,,,,,,,,,"['스트라이프', '체크']",밴드칼라,화이트,,,,
3064,578128,톰보이,"하의, 상의",3,,,,,,,,,발목,,팬츠,['스판덱스'],['무지'],스키니,,,,,롱,베이지,셔츠,['띠'],긴팔,['우븐'],,오버사이즈,,,,,,,,,"['스트라이프', '체크']",밴드칼라,화이트,,,,
3065,578129,톰보이,"하의, 상의",3,,,,,,,,,발목,,팬츠,['스판덱스'],['무지'],스키니,,,,,롱,베이지,셔츠,['띠'],긴팔,['우븐'],,오버사이즈,,,,,,,,,"['스트라이프', '체크']",밴드칼라,화이트,,,,
3066,578130,톰보이,"하의, 상의",3,,,,,,,,,발목,,팬츠,['스판덱스'],['무지'],스키니,,,,,롱,베이지,셔츠,['띠'],긴팔,['우븐'],,오버사이즈,,,,,,,,,"['스트라이프', '체크']",밴드칼라,화이트,,,,
3067,578131,톰보이,"하의, 상의",3,,,,,,,,,발목,,팬츠,['스판덱스'],['무지'],스키니,,,,,롱,베이지,셔츠,['띠'],긴팔,['우븐'],,오버사이즈,,,,,,,,,"['스트라이프', '체크']",밴드칼라,화이트,,,,
3068,578132,톰보이,"하의, 상의",3,,,,,,,,,발목,,팬츠,['스판덱스'],['무지'],스키니,,,,,롱,베이지,셔츠,['띠'],긴팔,['우븐'],,오버사이즈,,,,,,,,,"['스트라이프', '체크']",밴드칼라,화이트,,,,
3069,578133,톰보이,"하의, 상의",3,,,,,,,,,발목,,팬츠,['스판덱스'],['무지'],스키니,,,,,롱,베이지,셔츠,['띠'],긴팔,['우븐'],,오버사이즈,,,,,,,,,"['스트라이프', '체크']",밴드칼라,화이트,,,,
3070,578134,톰보이,"하의, 상의",3,,,,,,,,,발목,,팬츠,['스판덱스'],['무지'],스키니,,,,,롱,스카이블루,셔츠,['띠'],긴팔,['우븐'],,오버사이즈,,,,,,,,,"['스트라이프', '체크']",밴드칼라,화이트,,,,
3071,578135,톰보이,"하의, 상의",3,,,,,,,,,발목,,팬츠,['스판덱스'],['무지'],스키니,,,,,롱,스카이블루,셔츠,['띠'],긴팔,['우븐'],,오버사이즈,,,,,,,,,"['스트라이프', '체크']",밴드칼라,화이트,,,,
3072,578138,톰보이,"하의, 상의",3,,,,,,,,,발목,,팬츠,['스판덱스'],['무지'],스키니,,,,,롱,스카이블루,셔츠,['띠'],긴팔,['우븐'],,오버사이즈,,,,,,,,,"['스트라이프', '체크']",밴드칼라,화이트,,,,
3073,578139,톰보이,"하의, 상의",3,,,,,,,,,발목,,팬츠,['스판덱스'],['무지'],스키니,,,,,롱,스카이블루,셔츠,['띠'],긴팔,['우븐'],,오버사이즈,,,,,,,,,"['스트라이프', '체크']",밴드칼라,화이트,,,,
3074,578140,톰보이,"하의, 상의",3,,,,,,,,,발목,,팬츠,['스판덱스'],['무지'],스키니,,,,,롱,스카이블루,셔츠,['띠'],긴팔,['우븐'],,오버사이즈,,,,,,,,,"['스트라이프', '체크']",밴드칼라,화이트,,,,
3075,578141,톰보이,"하의, 상의",3,,,,,,,,,발목,,팬츠,['스판덱스'],['무지'],스키니,,,,,롱,스카이블루,셔츠,['띠'],긴팔,['우븐'],,오버사이즈,,,,,,,,,"['스트라이프', '체크']",밴드칼라,화이트,,,,
3076,578142,톰보이,"하의, 상의",3,,,,,,,,,발목,,팬츠,['스판덱스'],['무지'],스키니,,,,,롱,스카이블루,셔츠,['띠'],긴팔,['우븐'],,오버사이즈,,,,,,,,,"['스트라이프', '체크']",밴드칼라,화이트,,,,
3077,578143,톰보이,"하의, 상의",3,,,,,,,,,발목,,팬츠,['스판덱스'],['무지'],스키니,,,,,롱,스카이블루,셔츠,['띠'],긴팔,['우븐'],,오버사이즈,,,,,,,,,"['스트라이프', '체크']",밴드칼라,화이트,,,,
3078,578144,톰보이,"하의, 상의",3,,,,,,,,,발목,,팬츠,['스판덱스'],['무지'],스키니,,,,,롱,스카이블루,셔츠,['띠'],긴팔,['우븐'],,오버사이즈,,,,,,,,,"['스트라이프', '체크']",밴드칼라,화이트,,,,
3079,578145,톰보이,"하의, 상의",3,,,,,,,,,발목,,팬츠,['스판덱스'],['무지'],스키니,,,,,롱,스카이블루,셔츠,['띠'],긴팔,['우븐'],,오버사이즈,,,,,,,,,"['스트라이프', '체크']",밴드칼라,화이트,,,,
3080,578240,톰보이,"아우터, 하의, 상의",10,하프,,점퍼,,,['울/캐시미어'],['체크'],루즈,발목,블랙,팬츠,['스판덱스'],['무지'],스키니,,,,후드,,블랙,,,긴팔,,,,,,,,,,,,,,화이트,,,,
3081,578241,톰보이,"아우터, 하의, 상의",10,하프,,점퍼,,,['울/캐시미어'],['체크'],루즈,발목,블랙,팬츠,['스판덱스'],['무지'],스키니,,,,후드,,블랙,,,긴팔,,,,,,,,,,,,,,화이트,,,,
3082,578242,톰보이,"아우터, 하의, 상의",10,하프,,점퍼,,,['울/캐시미어'],['체크'],루즈,발목,블랙,팬츠,['스판덱스'],['무지'],스키니,,,,후드,,블랙,,,긴팔,,,,,,,,,,,,,,화이트,,,,
3083,578243,톰보이,"아우터, 하의, 상의",10,하프,,점퍼,,,['울/캐시미어'],['체크'],루즈,발목,블랙,팬츠,['스판덱스'],['무지'],스키니,,,,후드,,블랙,,,긴팔,,,,,,,,,,,,,,화이트,,,,
3084,578244,톰보이,"아우터, 하의, 상의",10,하프,,점퍼,,,['울/캐시미어'],['체크'],루즈,발목,블랙,팬츠,['스판덱스'],['무지'],스키니,,,,후드,,블랙,,,긴팔,,,,,,,,,,,,,,화이트,,,,
3085,578245,톰보이,"아우터, 하의, 상의",10,하프,,점퍼,,,['울/캐시미어'],['체크'],루즈,발목,블랙,팬츠,['스판덱스'],['무지'],스키니,,,,후드,,블랙,,,긴팔,,,,,,,,,,,,,,화이트,,,,
3086,578248,톰보이,"아우터, 하의, 상의",10,하프,,점퍼,,,['울/캐시미어'],['체크'],루즈,발목,블랙,팬츠,['스판덱스'],['무지'],스키니,,,,후드,,블랙,,,7부소매,,,,,,,,,,,,,,화이트,,,,
3087,578249,톰보이,"아우터, 하의, 상의",10,하프,,점퍼,,,['울/캐시미어'],['체크'],루즈,발목,블랙,팬츠,['스판덱스'],['무지'],스키니,,,,후드,,블랙,,,7부소매,,,,,,,,,,,,,,화이트,,,,
3088,578261,톰보이,"아우터, 하의, 상의",10,하프,,점퍼,,,['울/캐시미어'],['체크'],루즈,,블랙,,,,,,,,후드,,그린,,,긴팔,,,,,,,,,,,,,,블랙,,,,
3089,578262,톰보이,"아우터, 하의, 상의",10,하프,,점퍼,,,['울/캐시미어'],['체크'],루즈,,블랙,,,,,,,,후드,,그린,,,긴팔,,,,,,,,,,,,,,블랙,,,,
3090,578263,톰보이,"아우터, 하의, 상의",10,하프,,점퍼,,,['울/캐시미어'],['체크'],루즈,,블랙,,,,,,,,후드,,그린,,,긴팔,,,,,,,,,,,,,,블랙,,,,
3091,578264,톰보이,"아우터, 하의, 상의",10,하프,,점퍼,,,['울/캐시미어'],['체크'],루즈,,블랙,,,,,,,,후드,,그린,,,긴팔,,,,,,,,,,,,,,블랙,,,,
3092,578265,톰보이,"아우터, 하의, 상의",10,하프,,점퍼,,,['울/캐시미어'],['체크'],루즈,,블랙,,,,,,,,후드,,그린,,,긴팔,,,,,,,,,,,,,,블랙,,,,
3093,578268,톰보이,"하의, 상의",3,,,,,,,,,발목,블루,청바지,['데님'],,루즈,['디스트로이드'],,,,롱,라벤더,셔츠,,긴팔,['우븐'],,오버사이즈,,,,,,,,,['스트라이프'],셔츠칼라,화이트,,,,
3094,578269,톰보이,"하의, 상의",3,,,,,,,,,발목,블루,청바지,['데님'],,루즈,['디스트로이드'],,,,롱,라벤더,셔츠,,긴팔,['우븐'],,오버사이즈,,,,,,,,,['스트라이프'],셔츠칼라,화이트,,,,
3095,578270,톰보이,"하의, 상의",3,,,,,,,,,발목,블루,청바지,['데님'],,루즈,['디스트로이드'],,,,롱,라벤더,셔츠,,긴팔,['우븐'],,오버사이즈,,,,,,,,,['스트라이프'],셔츠칼라,화이트,,,,
3096,578271,톰보이,"하의, 상의",3,,,,,,,,,발목,블루,청바지,['데님'],,루즈,['디스트로이드'],,,,롱,라벤더,셔츠,,긴팔,['우븐'],,오버사이즈,,,,,,,,,['스트라이프'],셔츠칼라,화이트,,,,
3097,578272,톰보이,"하의, 상의",3,,,,,,,,,발목,블루,청바지,['데님'],,루즈,['디스트로이드'],,,,롱,라벤더,셔츠,,긴팔,['우븐'],,오버사이즈,,,,,,,,,['스트라이프'],셔츠칼라,화이트,,,,
3098,578273,톰보이,"하의, 상의",3,,,,,,,,,발목,블루,청바지,['데님'],,루즈,['디스트로이드'],,,,롱,라벤더,셔츠,,긴팔,['우븐'],,오버사이즈,,,,,,,,,['스트라이프'],셔츠칼라,화이트,,,,
3099,578274,톰보이,"하의, 상의",3,,,,,,,,,발목,블루,청바지,['데님'],,루즈,['디스트로이드'],,,,롱,라벤더,셔츠,,긴팔,['우븐'],,오버사이즈,,,,,,,,,['스트라이프'],셔츠칼라,화이트,,,,
