,ID,style,clothing_categories,mix_clothing_categories,하의_기장,하의_색상,하의_서브색상,하의_카테고리,하의_소재,하의_프린트,하의_핏,상의_색상,상의_서브색상,상의_카테고리,상의_디테일,상의_소매기장,상의_소재,상의_프린트,상의_넥라인,상의_핏,아우터_기장,아우터_색상,아우터_카테고리,아우터_디테일,아우터_소매기장,아우터_소재,아우터_프린트,아우터_핏,하의_디테일,아우터_옷깃,아우터_넥라인,상의_기장,아우터_서브색상,원피스_기장,원피스_색상,원피스_서브색상,원피스_카테고리,원피스_디테일,원피스_소매기장,원피스_소재,원피스_프린트,원피스_넥라인,원피스_핏,상의_옷깃
823,276461,밀리터리,"아우터, 하의",4,,,,청바지,['데님'],['무지'],노멀,,,,,,,,,,,카키,재킷,"['포켓', '단추', '스트링']",긴팔,['우븐'],['무지'],노멀,,밴드칼라,,,,,,,,,,,,,,
824,276462,밀리터리,"아우터, 하의, 상의",10,미디,,,청바지,['데님'],['무지'],노멀,,,티셔츠,,,['우븐'],['무지'],,루즈,,카키,재킷,"['포켓', '단추', '스트링']",긴팔,['우븐'],['무지'],노멀,,,,,,,,,,,,,,,,
825,276463,밀리터리,"아우터, 하의",4,,,,청바지,['데님'],['무지'],노멀,,,,,,,,,,,카키,재킷,"['포켓', '단추', '스트링']",긴팔,['우븐'],['무지'],노멀,,밴드칼라,,,,,,,,,,,,,,
826,276465,밀리터리,"아우터, 하의, 상의",10,미디,,,청바지,['데님'],['무지'],노멀,,,티셔츠,,,['우븐'],['무지'],,루즈,,카키,재킷,"['포켓', '단추', '스트링']",긴팔,['우븐'],['무지'],노멀,,,,,,,,,,,,,,,,
827,276466,밀리터리,"아우터, 하의, 상의",10,미디,,,청바지,['데님'],['무지'],노멀,,,티셔츠,,,['우븐'],['무지'],,루즈,,카키,재킷,"['포켓', '단추', '스트링']",긴팔,['우븐'],['무지'],노멀,,,,,,,,,,,,,,,,
828,276891,밀리터리,"아우터, 하의, 상의",10,미디,화이트,브라운,스커트,['우븐'],['그래픽'],루즈,,,니트웨어,,,['니트'],['무지'],터틀넥,,하프,카키,점퍼,['셔링'],긴팔,['우븐'],['무지'],오버사이즈,['플리츠'],,후드,,,,,,,,,,,,,
829,276892,밀리터리,"아우터, 하의, 상의",10,미디,화이트,브라운,스커트,['우븐'],['그래픽'],루즈,,,니트웨어,,,['니트'],['무지'],터틀넥,,하프,카키,점퍼,['셔링'],긴팔,['우븐'],['무지'],오버사이즈,['플리츠'],,후드,,,,,,,,,,,,,
830,276894,밀리터리,"아우터, 하의, 상의",10,미디,화이트,브라운,스커트,['우븐'],['그래픽'],루즈,,,니트웨어,,,['니트'],['무지'],터틀넥,,하프,카키,점퍼,['셔링'],긴팔,['우븐'],['무지'],오버사이즈,['플리츠'],,후드,,,,,,,,,,,,,
831,276897,밀리터리,"아우터, 하의, 상의",10,미디,화이트,브라운,스커트,['우븐'],['그래픽'],루즈,,,니트웨어,,,['니트'],['무지'],터틀넥,,하프,카키,점퍼,['셔링'],긴팔,['우븐'],['무지'],오버사이즈,['플리츠'],,후드,,,,,,,,,,,,,
832,277057,밀리터리,"아우터, 하의, 상의",10,발목,,,청바지,['데님'],['무지'],스키니,,,티셔츠,,,['니트'],['무지'],라운드넥,,롱,카키,패딩,"['퍼트리밍', '포켓']",긴팔,['패딩'],['무지'],오버사이즈,,,후드,,브라운,,,,,,,,,,,
833,277058,밀리터리,"아우터, 하의, 상의",10,발목,,,청바지,['데님'],['무지'],스키니,,,티셔츠,,,['니트'],['무지'],라운드넥,,롱,카키,패딩,"['퍼트리밍', '포켓']",긴팔,['패딩'],['무지'],오버사이즈,,,후드,,브라운,,,,,,,,,,,
834,277059,밀리터리,"아우터, 하의, 상의",10,발목,,,청바지,['데님'],['무지'],스키니,,,티셔츠,,,['니트'],['무지'],라운드넥,,롱,카키,패딩,"['퍼트리밍', '포켓']",긴팔,['패딩'],['무지'],오버사이즈,,,후드,,브라운,,,,,,,,,,,
835,277061,밀리터리,"아우터, 하의, 상의",10,발목,,,청바지,['데님'],['무지'],스키니,,,티셔츠,,,['니트'],['무지'],라운드넥,,롱,카키,패딩,"['퍼트리밍', '포켓']",긴팔,['패딩'],['무지'],오버사이즈,,,후드,,브라운,,,,,,,,,,,
836,277062,밀리터리,"아우터, 하의, 상의",10,발목,,,청바지,['데님'],['무지'],스키니,,,티셔츠,,,['니트'],['무지'],라운드넥,,롱,카키,패딩,"['퍼트리밍', '포켓']",긴팔,['패딩'],['무지'],오버사이즈,,,후드,,브라운,,,,,,,,,,,
837,277063,밀리터리,"아우터, 하의, 상의",10,발목,,,청바지,['데님'],['무지'],스키니,,,티셔츠,,,['니트'],['무지'],라운드넥,,롱,카키,패딩,"['퍼트리밍', '포켓']",긴팔,['패딩'],['무지'],오버사이즈,,,후드,,브라운,,,,,,,,,,,
838,277068,밀리터리,"아우터, 하의, 상의",10,발목,,,청바지,['데님'],['무지'],스키니,,,티셔츠,,,['니트'],['무지'],라운드넥,,롱,카키,패딩,"['퍼트리밍', '포켓']",긴팔,['패딩'],['무지'],오버사이즈,,,후드,,브라운,,,,,,,,,,,
839,283211,밀리터리,"하의, 상의",3,,화이트,,,,,,카키,블랙,셔츠,"['패치워크', '프린지']",긴팔,['우븐'],['카무플라쥬'],,노멀,,,,,,,,,,,,노멀,,,,,,,,,,,,셔츠칼라
840,283217,밀리터리,"하의, 상의",3,,화이트,,,,,,카키,그린,셔츠,"['패치워크', '프린지']",긴팔,['우븐'],['카무플라쥬'],,노멀,,,,,,,,,,,,노멀,,,,,,,,,,,,셔츠칼라
841,283533,밀리터리,"하의, 상의",3,미니,화이트,블랙,스커트,['데님'],['카무플라쥬'],스키니,화이트,,티셔츠,,반팔,['저지'],['무지'],유넥,루즈,,,,,,,,,"['자수', '지퍼']",,,,,,,,,,,,,,,
842,283536,밀리터리,"하의, 상의",3,미니,화이트,블랙,스커트,['데님'],['카무플라쥬'],스키니,화이트,,티셔츠,,반팔,['저지'],['무지'],유넥,루즈,,,,,,,,,"['자수', '지퍼']",,,,,,,,,,,,,,,
843,283541,밀리터리,"하의, 상의",3,미니,화이트,블랙,스커트,['데님'],['카무플라쥬'],스키니,화이트,,티셔츠,,반팔,['저지'],['무지'],유넥,루즈,,,,,,,,,"['자수', '지퍼']",,,,,,,,,,,,,,,
844,283569,밀리터리,"하의, 상의",3,미디,그레이,화이트,팬츠,,['카무플라쥬'],스키니,화이트,,티셔츠,,반팔,['저지'],['무지'],라운드넥,노멀,,,,,,,,,"['스트링', '플레어']",,,,,,,,,,,,,,,
845,283607,밀리터리,"하의, 상의",3,미니,그레이,,청바지,['데님'],,스키니,화이트,,티셔츠,,민소매,['저지'],['무지'],라운드넥,노멀,,,,,,,,,"['포켓', '지퍼', '디스트로이드', '자수']",,,,,,,,,,,,,,,
846,283618,밀리터리,"하의, 상의",3,미니,블랙,화이트,청바지,['데님'],,스키니,화이트,,티셔츠,,반팔,['저지'],['무지'],라운드넥,노멀,,,,,,,,,"['포켓', '지퍼', '디스트로이드', '자수']",,,,,,,,,,,,,,,
847,283714,밀리터리,"하의, 상의",3,발목,블랙,화이트,청바지,['데님'],,스키니,화이트,,티셔츠,,7부소매,['저지'],['무지'],라운드넥,루즈,,,,,,,,,"['자수', '포켓', '지퍼', '디스트로이드']",,,,,,,,,,,,,,,
848,28373,밀리터리,"아우터, 하의",4,,화이트,,,,,,,,,,,,,,,롱,카키,패딩,['퀄팅'],긴팔,['퍼'],,루즈,,,,,화이트,,,,,,,,,,,
849,28374,밀리터리,"아우터, 하의",4,,화이트,,,,,,,,,,,,,,,롱,카키,패딩,['퀄팅'],긴팔,['퍼'],,루즈,,,,,화이트,,,,,,,,,,,
850,283748,밀리터리,"하의, 상의",3,미니,블랙,화이트,스커트,['데님'],,스키니,화이트,,티셔츠,,긴팔,['저지'],['무지'],라운드넥,타이트,,,,,,,,,"['자수', '지퍼', '디스트로이드']",,,노멀,,,,,,,,,,,,
851,28375,밀리터리,"아우터, 하의",4,,화이트,,,,,,,,,,,,,,,롱,브라운,패딩,['퀄팅'],긴팔,['퍼'],,루즈,,,,,실버,,,,,,,,,,,
852,283752,밀리터리,"하의, 상의",3,미니,블랙,화이트,스커트,['데님'],,스키니,화이트,,티셔츠,,긴팔,['저지'],['무지'],라운드넥,타이트,,,,,,,,,"['자수', '지퍼', '디스트로이드']",,,노멀,,,,,,,,,,,,
853,283759,밀리터리,"하의, 상의",3,미니,그레이,블랙,스커트,['데님'],,스키니,화이트,브라운,티셔츠,,긴팔,['저지'],['레터링'],라운드넥,노멀,,,,,,,,,"['자수', '지퍼', '디스트로이드']",,,노멀,,,,,,,,,,,,
854,283764,밀리터리,"하의, 상의",3,미니,그레이,블랙,스커트,['데님'],,스키니,화이트,브라운,티셔츠,,긴팔,['저지'],['레터링'],라운드넥,노멀,,,,,,,,,"['자수', '지퍼', '디스트로이드']",,,노멀,,,,,,,,,,,,
855,283796,밀리터리,"하의, 상의",3,발목,화이트,,청바지,['데님'],,스키니,그레이,화이트,셔츠,"['디스트로이드', '자수', '단추', '포켓']",긴팔,['데님'],,,노멀,,,,,,,,,,,,노멀,,,,,,,,,,,,셔츠칼라
856,283802,밀리터리,"하의, 상의",3,발목,화이트,,청바지,['데님'],,스키니,그레이,블랙,셔츠,"['디스트로이드', '자수', '단추', '포켓']",긴팔,['데님'],,,노멀,,,,,,,,,,,,노멀,,,,,,,,,,,,셔츠칼라
857,283806,밀리터리,"하의, 상의",3,발목,화이트,,청바지,['데님'],,스키니,그레이,블랙,셔츠,"['디스트로이드', '자수', '단추', '포켓']",긴팔,['데님'],,,노멀,,,,,,,,,,,,노멀,,,,,,,,,,,,셔츠칼라
858,283831,밀리터리,"하의, 상의",3,발목,,,청바지,['데님'],,스키니,실버,블랙,셔츠,"['디스트로이드', '자수', '단추', '포켓']",긴팔,['데님'],,,노멀,,,,,,,,,,,,노멀,,,,,,,,,,,,셔츠칼라
859,283834,밀리터리,"하의, 상의",3,발목,블랙,,청바지,['데님'],,스키니,그레이,블랙,셔츠,"['디스트로이드', '자수', '단추', '포켓']",긴팔,['데님'],,,노멀,,,,,,,,,,,,노멀,,,,,,,,,,,,셔츠칼라
860,28386,밀리터리,"아우터, 하의",4,발목,화이트,,팬츠,,,노멀,,,,,,,,,,롱,카키,패딩,['퀄팅'],긴팔,['퍼'],,루즈,['롤업'],,,,실버,,,,,,,,,,,
861,283868,밀리터리,"하의, 상의",3,발목,블랙,,청바지,['데님'],,스키니,블루,,셔츠,"['디스트로이드', '자수', '단추', '포켓']",긴팔,['데님'],,,노멀,,,,,,,,,,,,노멀,,,,,,,,,,,,셔츠칼라
862,283869,밀리터리,"하의, 상의",3,발목,블랙,,청바지,['데님'],,스키니,블루,화이트,셔츠,"['디스트로이드', '자수', '단추', '포켓']",긴팔,['데님'],,,노멀,,,,,,,,,,,,노멀,,,,,,,,,,,,셔츠칼라
863,283871,밀리터리,"하의, 상의",3,발목,블랙,,청바지,['데님'],,스키니,블루,,셔츠,"['디스트로이드', '자수', '단추', '포켓']",긴팔,['데님'],,,노멀,,,,,,,,,,,,노멀,,,,,,,,,,,,셔츠칼라
864,283877,밀리터리,"하의, 상의",3,발목,화이트,,청바지,['데님'],,스키니,블랙,화이트,셔츠,"['디스트로이드', '자수', '단추', '포켓']",긴팔,['데님'],,,노멀,,,,,,,,,,,,노멀,,,,,,,,,,,,셔츠칼라
865,28390,밀리터리,"아우터, 하의",4,발목,,,팬츠,,,노멀,,,,,,,,,,롱,카키,패딩,['퀄팅'],긴팔,['퍼'],,루즈,['롤업'],,,,실버,,,,,,,,,,,
866,28391,밀리터리,"아우터, 하의",4,발목,화이트,,팬츠,,,노멀,,,,,,,,,,롱,카키,패딩,['퀄팅'],긴팔,['퍼'],,루즈,['롤업'],,,,실버,,,,,,,,,,,
867,283918,밀리터리,"아우터, 상의",2,,,,,,,,그레이,블랙,,,긴팔,,,,,노말,,재킷,"['포켓', '자수', '단추', '디스트로이드']",,['데님'],,노멀,,셔츠칼라,,,,,,,,,,,,,,
868,283919,밀리터리,"아우터, 상의",2,,,,,,,,그레이,블랙,,,긴팔,,,,,노말,,재킷,"['포켓', '자수', '단추', '디스트로이드']",,['데님'],,노멀,,셔츠칼라,,,,,,,,,,,,,,
869,28392,밀리터리,"아우터, 하의",4,발목,,,팬츠,,,노멀,,,,,,,,,,롱,카키,패딩,['퀄팅'],긴팔,['퍼'],,루즈,['롤업'],,,,실버,,,,,,,,,,,
870,283920,밀리터리,"아우터, 상의",2,,,,,,,,그레이,블랙,,,긴팔,,,,,노말,,재킷,"['포켓', '자수', '단추', '디스트로이드']",,['데님'],,노멀,,셔츠칼라,,,,,,,,,,,,,,
871,283921,밀리터리,"하의, 상의",3,발목,화이트,,청바지,['데님'],,스키니,그레이,화이트,셔츠,"['자수', '디스트로이드', '단추', '포켓']",긴팔,['데님'],,,노멀,,,,,,,,,,,,노멀,,,,,,,,,,,,셔츠칼라
872,283922,밀리터리,"아우터, 상의",2,,,,,,,,그레이,블랙,,,긴팔,,,,,노말,,재킷,"['포켓', '자수', '단추', '디스트로이드']",,['데님'],,노멀,,셔츠칼라,,,,,,,,,,,,,,
873,283924,밀리터리,"하의, 상의",3,발목,화이트,,청바지,['데님'],,스키니,그레이,블랙,셔츠,"['자수', '디스트로이드', '단추', '포켓']",긴팔,['데님'],,,노멀,,,,,,,,,,,,노멀,,,,,,,,,,,,셔츠칼라
874,283927,밀리터리,"하의, 상의",3,발목,화이트,,청바지,['데님'],,스키니,블랙,화이트,셔츠,"['디스트로이드', '자수', '단추', '포켓']",긴팔,['데님'],,,노멀,,,,,,,,,,,,노멀,,,,,,,,,,,,셔츠칼라
875,283932,밀리터리,"아우터, 상의",2,,,,,,,,블랙,화이트,,,긴팔,,,,,노말,,재킷,"['포켓', '자수', '단추', '디스트로이드']",,['데님'],,노멀,,셔츠칼라,,,,,,,,,,,,,,
876,28394,밀리터리,"아우터, 하의",4,발목,화이트,,팬츠,,,노멀,,,,,,,,,,롱,카키,패딩,['퀄팅'],긴팔,['퍼'],,루즈,['롤업'],,,,실버,,,,,,,,,,,
877,284129,밀리터리,"하의, 상의",3,발목,화이트,,청바지,['데님'],,스키니,카키,,셔츠,"['포켓', '프린지', '자수', '디스트로이드', '단추']",긴팔,['데님'],,,노멀,,,,,,,,,,,,노멀,,,,,,,,,,,,셔츠칼라
878,284137,밀리터리,"하의, 상의",3,발목,화이트,,청바지,['데님'],,스키니,카키,,셔츠,"['포켓', '프린지', '자수', '디스트로이드', '단추']",긴팔,['데님'],,,노멀,,,,,,,,,,,,노멀,,,,,,,,,,,,셔츠칼라
879,284172,밀리터리,"하의, 상의",3,발목,블랙,,청바지,['데님'],,스키니,실버,,셔츠,"['포켓', '프린지', '자수', '디스트로이드', '단추']",긴팔,['데님'],,,노멀,,,,,,,,,,,,노멀,,,,,,,,,,,,셔츠칼라
880,284178,밀리터리,"하의, 상의",3,발목,블랙,,청바지,['데님'],,스키니,실버,,셔츠,"['포켓', '프린지', '자수', '디스트로이드', '단추']",긴팔,['데님'],,,노멀,,,,,,,,,,,,노멀,,,,,,,,,,,,셔츠칼라
881,284347,밀리터리,"하의, 상의",3,발목,,,청바지,['데님'],,스키니,그레이,,셔츠,"['단추', '자수', '포켓']",긴팔,,,,노멀,,,,,,,,,,,,노멀,,,,,,,,,,,,셔츠칼라
882,284359,밀리터리,"하의, 상의",3,,화이트,,,,,,,,셔츠,"['단추', '자수', '포켓']",,,,,노멀,,,,,,,,,,,,노멀,,,,,,,,,,,,셔츠칼라
883,306073,밀리터리,"하의, 상의",3,발목,카키,,팬츠,['우븐'],['무지'],노멀,화이트,,,,긴팔,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,306074,밀리터리,"하의, 상의",3,발목,카키,,팬츠,['우븐'],['무지'],노멀,화이트,,,,긴팔,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,306079,밀리터리,"하의, 상의",3,발목,카키,,팬츠,['우븐'],['무지'],노멀,화이트,,블라우스,,긴팔,['우븐'],,라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,
886,306080,밀리터리,"하의, 상의",3,발목,카키,,팬츠,['우븐'],['무지'],노멀,화이트,,,,긴팔,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,306081,밀리터리,"하의, 상의",3,발목,카키,,팬츠,['우븐'],['무지'],노멀,화이트,,,,긴팔,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,306082,밀리터리,"하의, 상의",3,발목,카키,,팬츠,['우븐'],['무지'],노멀,화이트,,,,긴팔,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,306083,밀리터리,"하의, 상의",3,발목,그린,,팬츠,['우븐'],['무지'],노멀,화이트,,,,긴팔,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,306085,밀리터리,"하의, 상의",3,발목,카키,,팬츠,['우븐'],['무지'],노멀,화이트,,,,긴팔,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,306087,밀리터리,"하의, 상의",3,발목,카키,,팬츠,['우븐'],['무지'],노멀,화이트,,,,긴팔,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,306088,밀리터리,"하의, 상의",3,발목,카키,,팬츠,['우븐'],['무지'],노멀,화이트,,,,긴팔,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,306619,밀리터리,"하의, 상의",3,미니,카키,,팬츠,['우븐'],['무지'],루즈,,,티셔츠,,,['저지'],"['그래픽', '레터링']",라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,
894,306620,밀리터리,"하의, 상의",3,미니,카키,,팬츠,['우븐'],['무지'],루즈,카키,화이트,티셔츠,,반팔,['저지'],"['그래픽', '레터링']",라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,
895,306621,밀리터리,"하의, 상의",3,미니,카키,,팬츠,['우븐'],['무지'],루즈,카키,화이트,티셔츠,,반팔,['저지'],"['그래픽', '레터링']",라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,
896,306622,밀리터리,"하의, 상의",3,미니,베이지,,팬츠,['우븐'],['무지'],루즈,카키,화이트,티셔츠,,반팔,['저지'],"['그래픽', '레터링']",라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,
897,306625,밀리터리,"하의, 상의",3,미니,카키,,팬츠,['우븐'],['무지'],루즈,,,티셔츠,,,['저지'],['무지'],라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,
898,306627,밀리터리,"하의, 상의",3,미니,베이지,,팬츠,['우븐'],['무지'],루즈,카키,화이트,티셔츠,,반팔,['저지'],"['그래픽', '레터링']",라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,
899,306630,밀리터리,"하의, 상의",3,미니,베이지,,팬츠,['우븐'],['무지'],루즈,카키,화이트,티셔츠,,반팔,['저지'],"['그래픽', '레터링']",라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,
900,317177,밀리터리,"아우터, 하의, 상의",10,발목,화이트,,팬츠,['데님'],['무지'],노멀,화이트,,셔츠,,긴팔,['우븐'],['무지'],,노멀,롱,카키,코트,"['띠', '단추', '슬릿']",긴팔,['우븐'],['무지'],루즈,,셔츠칼라,,,,,,,,,,,,,,셔츠칼라
901,317178,밀리터리,"아우터, 하의, 상의",10,발목,화이트,,팬츠,['데님'],['무지'],노멀,화이트,,셔츠,,긴팔,['우븐'],['무지'],,노멀,롱,카키,코트,"['띠', '단추', '슬릿']",긴팔,['우븐'],['무지'],루즈,,셔츠칼라,,,,,,,,,,,,,,셔츠칼라
902,317179,밀리터리,"아우터, 하의, 상의",10,발목,화이트,,팬츠,['데님'],['무지'],노멀,화이트,,셔츠,,긴팔,['우븐'],['무지'],,노멀,롱,카키,코트,"['띠', '단추', '슬릿']",긴팔,['우븐'],['무지'],루즈,,셔츠칼라,,,,,,,,,,,,,,셔츠칼라
903,317182,밀리터리,"아우터, 하의",4,발목,화이트,,팬츠,['데님'],['무지'],노멀,,,,,,,,,,롱,카키,코트,"['띠', '단추']",긴팔,['우븐'],['무지'],루즈,,셔츠칼라,,,,,,,,,,,,,,
904,320826,밀리터리,"아우터, 상의",2,,,,,,,,,,니트웨어,,,['니트'],['무지'],라운드넥,노멀,노말,그린,패딩,"['포켓', '단추', '지퍼', '스트링']",긴팔,"['퍼', '패딩']",['무지'],루즈,,,,노멀,화이트,,,,,,,,,,,
905,320827,밀리터리,"아우터, 상의",2,,,,,,,,,,니트웨어,,,['니트'],['무지'],라운드넥,노멀,노말,그린,패딩,"['포켓', '지퍼', '단추', '스트링']",긴팔,"['퍼', '패딩']",['무지'],루즈,,,,노멀,화이트,,,,,,,,,,,
906,320828,밀리터리,"아우터, 상의",2,,,,,,,,,,니트웨어,,,['니트'],['무지'],라운드넥,노멀,노말,그린,패딩,"['포켓', '지퍼', '단추', '스트링']",긴팔,"['퍼', '패딩']",['무지'],루즈,,,,노멀,화이트,,,,,,,,,,,
907,320831,밀리터리,"아우터, 상의",2,,,,,,,,,,니트웨어,,,['니트'],['무지'],라운드넥,노멀,노말,그린,패딩,"['포켓', '지퍼', '단추', '스트링']",긴팔,"['퍼', '패딩']",['무지'],루즈,,,,노멀,화이트,,,,,,,,,,,
908,320832,밀리터리,"아우터, 하의",4,발목,화이트,,팬츠,['코듀로이'],['무지'],노멀,,,,,,,,,,노말,그린,패딩,"['포켓', '지퍼', '스트링', '단추']",긴팔,"['퍼', '패딩']",['무지'],루즈,['롤업'],,,,화이트,,,,,,,,,,,
909,320833,밀리터리,"아우터, 하의",4,발목,화이트,,팬츠,['코듀로이'],['무지'],노멀,,,,,,,,,,노말,그린,패딩,"['포켓', '지퍼', '스트링', '단추']",긴팔,"['퍼', '패딩']",['무지'],루즈,['롤업'],,,,화이트,,,,,,,,,,,
910,320834,밀리터리,"아우터, 상의",2,,,,,,,,,,니트웨어,,,['니트'],['무지'],라운드넥,노멀,노말,그린,패딩,"['지퍼', '포켓', '스트링']",긴팔,"['퍼', '패딩']",['무지'],루즈,,,,노멀,화이트,,,,,,,,,,,
911,320835,밀리터리,"아우터, 하의",4,발목,화이트,,팬츠,['코듀로이'],['무지'],노멀,,,,,,,,,,노말,그린,패딩,"['포켓', '지퍼', '스트링', '단추']",긴팔,"['퍼', '패딩']",['무지'],루즈,['롤업'],,,,화이트,,,,,,,,,,,
912,320836,밀리터리,"아우터, 하의",4,발목,화이트,,팬츠,['코듀로이'],['무지'],노멀,,,,,,,,,,노말,그린,패딩,"['포켓', '지퍼', '스트링', '단추']",긴팔,"['퍼', '패딩']",['무지'],루즈,['롤업'],,,,화이트,,,,,,,,,,,
913,320837,밀리터리,"아우터, 하의",4,발목,화이트,,팬츠,['코듀로이'],['무지'],노멀,,,,,,,,,,노말,그린,패딩,"['포켓', '지퍼', '스트링', '단추']",긴팔,"['퍼', '패딩']",['무지'],루즈,['롤업'],,,,화이트,,,,,,,,,,,
914,320839,밀리터리,"아우터, 상의",2,,,,,,,,,,니트웨어,,,['니트'],['무지'],라운드넥,노멀,노말,그린,패딩,"['지퍼', '포켓', '스트링']",긴팔,"['퍼', '패딩']",['무지'],루즈,,,,노멀,화이트,,,,,,,,,,,
915,320842,밀리터리,"아우터, 상의",2,,,,,,,,,,니트웨어,,,['니트'],['무지'],라운드넥,노멀,노말,그린,패딩,"['지퍼', '포켓', '스트링']",긴팔,"['퍼', '패딩']",['무지'],루즈,,,,노멀,화이트,,,,,,,,,,,
916,320843,밀리터리,"아우터, 하의",4,발목,화이트,,팬츠,['코듀로이'],['무지'],노멀,,,,,,,,,,노말,그린,패딩,"['포켓', '지퍼', '스트링']",긴팔,"['패딩', '퍼']",['무지'],루즈,['롤업'],,,,화이트,,,,,,,,,,,
917,320844,밀리터리,"아우터, 하의",4,발목,화이트,,팬츠,['코듀로이'],['무지'],노멀,,,,,,,,,,노말,그린,패딩,"['포켓', '지퍼', '스트링']",긴팔,"['패딩', '퍼']",['무지'],루즈,['롤업'],,,,화이트,,,,,,,,,,,
918,320845,밀리터리,"아우터, 상의",2,,,,,,,,,,니트웨어,,,['니트'],['무지'],라운드넥,노멀,노말,그린,패딩,"['지퍼', '포켓', '스트링']",긴팔,"['퍼', '패딩']",['무지'],루즈,,,,노멀,화이트,,,,,,,,,,,
919,320846,밀리터리,"아우터, 하의",4,발목,화이트,,팬츠,['코듀로이'],['무지'],노멀,,,,,,,,,,노말,그린,패딩,"['포켓', '지퍼', '스트링']",긴팔,"['패딩', '퍼']",['무지'],루즈,['롤업'],,,,화이트,,,,,,,,,,,
920,320847,밀리터리,"아우터, 하의",4,발목,화이트,,팬츠,['코듀로이'],['무지'],노멀,,,,,,,,,,노말,그린,패딩,"['포켓', '지퍼', '스트링']",긴팔,"['패딩', '퍼']",['무지'],루즈,['롤업'],,,,화이트,,,,,,,,,,,
921,320848,밀리터리,"아우터, 하의",4,발목,화이트,,팬츠,['코듀로이'],['무지'],노멀,,,,,,,,,,노말,그린,패딩,"['포켓', '지퍼', '스트링']",긴팔,"['패딩', '퍼']",['무지'],루즈,['롤업'],,,,화이트,,,,,,,,,,,
922,320849,밀리터리,"아우터, 상의",2,,,,,,,,,,니트웨어,,,['니트'],['무지'],라운드넥,노멀,노말,그린,패딩,"['단추', '지퍼', '포켓', '스트링']",긴팔,"['퍼', '패딩']",['무지'],루즈,,,,노멀,화이트,,,,,,,,,,,
923,326248,밀리터리,"아우터, 하의",4,,블루,,,,,,,,,,,,,,,노말,브라운,점퍼,"['포켓', '디스트로이드']",긴팔,['우븐'],['무지'],루즈,,셔츠칼라,브이넥,,,,,,,,,,,,,
924,326249,밀리터리,"아우터, 하의",4,,블루,,,,,,,,,,,,,,,노말,브라운,점퍼,"['포켓', '디스트로이드']",긴팔,['우븐'],['무지'],루즈,,셔츠칼라,브이넥,,,,,,,,,,,,,
925,326250,밀리터리,"아우터, 하의",4,발목,블루,,청바지,['데님'],['무지'],스키니,,,,,,,,,,노말,브라운,점퍼,"['포켓', '디스트로이드']",긴팔,['우븐'],['무지'],루즈,,셔츠칼라,브이넥,,,,,,,,,,,,,
926,326251,밀리터리,"아우터, 하의",4,,블루,,,,,,,,,,,,,,,노말,브라운,점퍼,"['포켓', '디스트로이드']",긴팔,['우븐'],['무지'],루즈,,셔츠칼라,브이넥,,,,,,,,,,,,,
927,326252,밀리터리,"아우터, 하의",4,,블루,,,,,,,,,,,,,,,노말,브라운,점퍼,"['포켓', '디스트로이드']",긴팔,['우븐'],['무지'],루즈,,셔츠칼라,브이넥,,,,,,,,,,,,,
928,326253,밀리터리,"아우터, 하의",4,,블루,,,,,,,,,,,,,,,노말,브라운,점퍼,"['포켓', '디스트로이드']",긴팔,['우븐'],['무지'],루즈,,셔츠칼라,브이넥,,,,,,,,,,,,,
929,326254,밀리터리,"아우터, 하의",4,,블루,,,,,,,,,,,,,,,노말,브라운,점퍼,"['포켓', '디스트로이드']",긴팔,['우븐'],['무지'],루즈,,셔츠칼라,브이넥,,,,,,,,,,,,,
930,326255,밀리터리,"아우터, 하의",4,,블루,,,,,,,,,,,,,,,노말,브라운,점퍼,"['포켓', '디스트로이드']",긴팔,['우븐'],['무지'],루즈,,셔츠칼라,브이넥,,,,,,,,,,,,,
931,326258,밀리터리,"아우터, 하의",4,발목,블루,,청바지,['데님'],['무지'],스키니,,,,,,,,,,노말,브라운,점퍼,"['포켓', '디스트로이드']",긴팔,['우븐'],['무지'],루즈,,셔츠칼라,브이넥,,,,,,,,,,,,,
932,326259,밀리터리,"아우터, 하의",4,,블루,,,,,,,,,,,,,,,노말,브라운,점퍼,"['포켓', '디스트로이드']",긴팔,['우븐'],['무지'],루즈,,셔츠칼라,브이넥,,,,,,,,,,,,,
