,ID,style,clothing_categories,mix_clothing_categories,아우터_기장,아우터_색상,아우터_카테고리,아우터_디테일,아우터_소매기장,아우터_소재,아우터_프린트,아우터_넥라인,아우터_핏,하의_기장,하의_색상,하의_카테고리,하의_디테일,하의_소재,하의_프린트,하의_핏,원피스_기장,원피스_색상,원피스_카테고리,원피스_소매기장,원피스_소재,원피스_프린트,원피스_넥라인,원피스_핏,아우터_서브색상,상의_기장,상의_색상,상의_카테고리,상의_소매기장,상의_소재,상의_프린트,상의_넥라인,상의_핏,아우터_옷깃,상의_디테일,하의_서브색상,상의_서브색상,원피스_서브색상,원피스_디테일,상의_옷깃,원피스_옷깃
1640,496357,섹시,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,,['데님'],['무지'],스키니,,,,,,,,,,롱,화이트,탑,민소매,"['우븐', '레이스']",,브이넥,노멀,,['셔링'],,,,,,
1641,496358,섹시,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,,['데님'],['무지'],스키니,,,,,,,,,,롱,화이트,탑,민소매,"['우븐', '레이스']",,스퀘어넥,노멀,,['셔링'],,,,,,
1642,496366,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,,,노멀,카키,탑,민소매,"['우븐', '레이스']",['무지'],유넥,타이트,,['레이스'],,,,,,
1643,496367,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,,,노멀,카키,탑,민소매,"['우븐', '레이스']",['무지'],유넥,타이트,,['레이스'],,,,,,
1644,496368,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,,,노멀,카키,탑,민소매,"['우븐', '레이스']",['무지'],유넥,타이트,,['레이스'],,,,,,
1645,496369,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,,,노멀,카키,탑,민소매,"['우븐', '레이스']",['무지'],유넥,타이트,,['레이스'],,,,,,
1646,496373,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,,,노멀,카키,탑,민소매,"['우븐', '레이스']",['무지'],유넥,타이트,,['레이스'],,,,,,
1647,496374,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,,,노멀,카키,탑,민소매,"['우븐', '레이스']",['무지'],유넥,타이트,,['레이스'],,,,,,
1648,496375,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,,,노멀,카키,탑,민소매,"['우븐', '레이스']",['무지'],유넥,타이트,,['레이스'],,,,,,
1649,496378,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,,,노멀,카키,탑,민소매,"['우븐', '레이스']",['무지'],유넥,타이트,,['레이스'],,,,,,
1650,496382,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,,,노멀,카키,탑,민소매,"['우븐', '레이스']",['무지'],유넥,타이트,,['레이스'],,,,,,
1651,496383,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,,,노멀,카키,탑,민소매,"['우븐', '레이스']",['무지'],유넥,타이트,,['레이스'],,,,,,
1652,496386,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,,,노멀,카키,탑,민소매,"['우븐', '레이스']",['무지'],유넥,타이트,,['레이스'],,,,,,
1653,496387,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,,,노멀,카키,탑,민소매,"['우븐', '레이스']",['무지'],유넥,타이트,,['레이스'],,,,,,
1654,496618,섹시,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,,['데님'],,노멀,,,,,,,,,,노멀,블랙,탑,민소매,['니트'],,유넥,타이트,,['레이스'],,,,,,
1655,496625,섹시,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,,['데님'],,노멀,,,,,,,,,,노멀,블랙,탑,민소매,['니트'],,유넥,타이트,,['레이스'],,,,,,
1656,496626,섹시,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,,['데님'],,노멀,,,,,,,,,,노멀,블랙,탑,민소매,['니트'],,유넥,타이트,,['레이스'],,,,,,
1657,496627,섹시,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,,['데님'],,노멀,,,,,,,,,,노멀,블랙,탑,민소매,['니트'],,유넥,타이트,,['레이스'],,,,,,
1658,496628,섹시,"아우터, 상의",2,노말,화이트,가디건,,긴팔,['니트'],,,노멀,,,,,,,,,,,,,,,,,노멀,블랙,탑,민소매,['니트'],,유넥,타이트,,['레이스'],,,,,,
1659,496633,섹시,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,,['데님'],,노멀,,,,,,,,,,노멀,블랙,탑,민소매,['니트'],,유넥,타이트,,['레이스'],,,,,,
1660,496634,섹시,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,,['데님'],,노멀,,,,,,,,,,노멀,블랙,탑,민소매,['니트'],,유넥,타이트,,['레이스'],,,,,,
1661,496635,섹시,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,,['데님'],,노멀,,,,,,,,,,노멀,블랙,탑,민소매,['니트'],,유넥,타이트,,['레이스'],,,,,,
1662,496636,섹시,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,,['데님'],,노멀,,,,,,,,,,노멀,블랙,탑,민소매,['니트'],,유넥,타이트,,['레이스'],,,,,,
1663,496638,섹시,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,,['데님'],,노멀,,,,,,,,,,노멀,블랙,탑,민소매,['니트'],,유넥,타이트,,['레이스'],,,,,,
1664,496639,섹시,"아우터, 상의",2,노말,화이트,가디건,,긴팔,['니트'],,,노멀,,,,,,,,,,,,,,,,,노멀,블랙,탑,민소매,['니트'],,유넥,타이트,,['레이스'],,,,,,
1665,49888,섹시,"아우터, 하의, 상의",10,노말,,가디건,,,['니트'],['무지'],노카라,타이트,미니,네이비,스커트,,['데님'],['무지'],노멀,,,,,,,,,,,그레이,탑,긴팔,"['레이스', '우븐']",,,타이트,,,,,,,,
1666,49889,섹시,"아우터, 하의, 상의",10,노말,,가디건,,,['니트'],['무지'],노카라,타이트,미니,네이비,스커트,,['데님'],['무지'],노멀,,,,,,,,,,,그레이,탑,긴팔,"['레이스', '우븐']",,,타이트,,,,,,,,
1667,49890,섹시,"아우터, 하의, 상의",10,노말,,가디건,,,['니트'],['무지'],노카라,타이트,미니,네이비,스커트,,['데님'],['무지'],노멀,,,,,,,,,,,그레이,,긴팔,,,,,,,,,,,,
1668,49891,섹시,"아우터, 하의, 상의",10,노말,,가디건,,,['니트'],['무지'],노카라,타이트,미니,네이비,스커트,,['데님'],['무지'],노멀,,,,,,,,,,,그레이,탑,긴팔,"['레이스', '우븐']",,,타이트,,,,,,,,
1669,49892,섹시,"아우터, 상의",2,노말,,가디건,,,['니트'],['무지'],노카라,타이트,,,,,,,,,,,,,,,,,,그레이,,긴팔,,,,,,,,,,,,
1670,49893,섹시,"아우터, 하의, 상의",10,노말,,가디건,,,['니트'],['무지'],노카라,타이트,미니,네이비,스커트,,['데님'],['무지'],노멀,,,,,,,,,,,그레이,,긴팔,,,,,,,,,,,,
1671,503113,섹시,"아우터, 원피스",6,노말,핑크,가디건,,긴팔,['니트'],['무지'],,노멀,,,,,,,,미니,핑크,드레스,민소매,['니트'],['무지'],스퀘어넥,타이트,,,,,,,,,,,,,,,,,
1672,503114,섹시,"아우터, 원피스",6,노말,핑크,가디건,,긴팔,['니트'],['무지'],,노멀,,,,,,,,미니,핑크,드레스,민소매,['니트'],['무지'],스퀘어넥,타이트,,,,,,,,,,,,,,,,,
1673,503115,섹시,"아우터, 원피스",6,노말,핑크,가디건,,긴팔,['니트'],['무지'],,노멀,,,,,,,,미니,핑크,드레스,민소매,['니트'],['무지'],스퀘어넥,타이트,,,,,,,,,,,,,,,,,
1674,503117,섹시,"아우터, 원피스",6,노말,핑크,가디건,,긴팔,['니트'],['무지'],,노멀,,,,,,,,미니,핑크,드레스,민소매,['니트'],['무지'],스퀘어넥,타이트,,,,,,,,,,,,,,,,,
1675,503122,섹시,"아우터, 원피스",6,노말,핑크,가디건,,긴팔,['니트'],['무지'],,노멀,,,,,,,,미니,핑크,드레스,민소매,['니트'],['무지'],스퀘어넥,타이트,,,,,,,,,,,,,,,,,
1676,503124,섹시,"아우터, 원피스",6,노말,핑크,가디건,,긴팔,['니트'],['무지'],,노멀,,,,,,,,미니,핑크,드레스,민소매,['니트'],['무지'],스퀘어넥,타이트,,,,,,,,,,,,,,,,,
1677,503125,섹시,"아우터, 원피스",6,노말,핑크,가디건,,긴팔,['니트'],['무지'],,노멀,,,,,,,,미니,핑크,드레스,민소매,['니트'],['무지'],스퀘어넥,타이트,,,,,,,,,,,,,,,,,
1678,503126,섹시,"아우터, 원피스",6,노말,핑크,가디건,,긴팔,['니트'],['무지'],,노멀,,,,,,,,미니,핑크,드레스,민소매,['니트'],['무지'],스퀘어넥,타이트,,,,,,,,,,,,,,,,,
1679,503128,섹시,"아우터, 원피스",6,노말,핑크,가디건,,긴팔,['니트'],['무지'],,노멀,,,,,,,,미니,핑크,드레스,민소매,['니트'],['무지'],스퀘어넥,타이트,,,,,,,,,,,,,,,,,
1680,503129,섹시,"아우터, 원피스",6,노말,핑크,가디건,,긴팔,['니트'],['무지'],,노멀,,,,,,,,미니,핑크,드레스,민소매,['니트'],['무지'],스퀘어넥,타이트,,,,,,,,,,,,,,,,,
1681,503134,섹시,"아우터, 원피스",6,노말,핑크,가디건,,긴팔,['니트'],['무지'],,노멀,,,,,,,,미니,핑크,드레스,민소매,['니트'],['무지'],스퀘어넥,타이트,,,,,,,,,,,,,,,,,
1682,503135,섹시,"아우터, 원피스",6,노말,핑크,가디건,,긴팔,['니트'],['무지'],,노멀,,,,,,,,미니,핑크,드레스,민소매,['니트'],['무지'],스퀘어넥,타이트,,,,,,,,,,,,,,,,,
1683,505809,섹시,"하의, 상의",3,,,,,,,,,,미니,블랙,스커트,"['프릴', '셔링']",['우븐'],['무지'],노멀,,,,,,,,,,크롭,화이트,티셔츠,캡,"['스판덱스', '레이스']",['무지'],브이넥,타이트,,['프릴'],,블랙,,,,
1684,505811,섹시,"하의, 상의",3,,,,,,,,,,미니,블랙,스커트,"['프릴', '셔링']",['우븐'],['무지'],노멀,,,,,,,,,,크롭,화이트,티셔츠,캡,"['스판덱스', '레이스']",['무지'],브이넥,타이트,,['프릴'],,블랙,,,,
1685,505817,섹시,"하의, 상의",3,,,,,,,,,,미니,블랙,스커트,"['프릴', '셔링']",['우븐'],['무지'],노멀,,,,,,,,,,크롭,화이트,티셔츠,캡,"['스판덱스', '레이스']",['무지'],브이넥,타이트,,['프릴'],,블랙,,,,
1686,505821,섹시,"하의, 상의",3,,,,,,,,,,미니,블랙,스커트,"['프릴', '셔링']",['우븐'],['무지'],노멀,,,,,,,,,,크롭,화이트,티셔츠,캡,"['스판덱스', '레이스']",['무지'],브이넥,타이트,,['프릴'],,블랙,,,,
1687,505823,섹시,"하의, 상의",3,,,,,,,,,,미니,블랙,스커트,"['프릴', '셔링']",['우븐'],['무지'],노멀,,,,,,,,,,크롭,화이트,티셔츠,캡,"['스판덱스', '레이스']",['무지'],브이넥,타이트,,['프릴'],,블랙,,,,
1688,506478,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,스커트,['디스트로이드'],['데님'],['무지'],스키니,,,,,,,,,,크롭,블랙,티셔츠,반팔,['저지'],['무지'],라운드넥,타이트,,,,,,,,
1689,506479,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,스커트,['디스트로이드'],['데님'],['무지'],스키니,,,,,,,,,,크롭,블랙,티셔츠,반팔,['저지'],['무지'],라운드넥,타이트,,,,,,,,
1690,506480,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,스커트,['디스트로이드'],['데님'],['무지'],스키니,,,,,,,,,,크롭,블랙,티셔츠,반팔,['저지'],['무지'],라운드넥,타이트,,,,,,,,
1691,506481,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,스커트,['디스트로이드'],['데님'],['무지'],스키니,,,,,,,,,,,블랙,,반팔,,,,,,,,,,,,
1692,507082,섹시,"하의, 상의",3,,,,,,,,,,발목,네이비,청바지,['디스트로이드'],['데님'],['무지'],스키니,,,,,,,,,,노멀,브라운,블라우스,긴팔,"['시폰', '우븐']",['무지'],오프숄더,타이트,,"['프릴', '셔링']",,,,,,
1693,507083,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,노멀,화이트,블라우스,긴팔,"['시폰', '우븐']",['무지'],,타이트,,"['프릴', '셔링']",,,,,,
1694,507085,섹시,"하의, 상의",3,,,,,,,,,,발목,블루,청바지,['디스트로이드'],['데님'],['무지'],스키니,,,,,,,,,,노멀,브라운,블라우스,긴팔,"['시폰', '우븐']",['무지'],오프숄더,타이트,,"['프릴', '셔링']",,,,,,
1695,507086,섹시,"하의, 상의",3,,,,,,,,,,발목,블루,청바지,['디스트로이드'],['데님'],['무지'],스키니,,,,,,,,,,노멀,핑크,블라우스,긴팔,"['시폰', '우븐']",['무지'],오프숄더,타이트,,"['프릴', '셔링']",,,,,,
1696,507088,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,노멀,화이트,블라우스,긴팔,"['시폰', '우븐']",['무지'],,타이트,,"['프릴', '셔링']",,,,,,
1697,507089,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,노멀,화이트,블라우스,긴팔,"['시폰', '우븐']",['무지'],,타이트,,"['프릴', '셔링']",,,,,,
1698,507093,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,노멀,화이트,블라우스,긴팔,"['시폰', '우븐']",['무지'],,타이트,,"['프릴', '셔링']",,,,,,
1699,507094,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,노멀,화이트,블라우스,긴팔,"['시폰', '우븐']",['무지'],,타이트,,"['프릴', '셔링']",,,,,,
1700,507095,섹시,"하의, 상의",3,,,,,,,,,,미니,,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,노멀,화이트,블라우스,긴팔,"['시폰', '우븐']",['무지'],,타이트,,"['프릴', '셔링']",,,,,,
1701,511788,섹시,"하의, 상의",3,,,,,,,,,,발목,그레이,팬츠,,['데님'],['무지'],노멀,,,,,,,,,,노멀,그레이,니트웨어,긴팔,['니트'],['무지'],,타이트,,,,,,,,
1702,511792,섹시,"하의, 상의",3,,,,,,,,,,발목,그레이,팬츠,,['데님'],['무지'],노멀,,,,,,,,,,노멀,그레이,니트웨어,긴팔,['니트'],['무지'],,타이트,,,,,,,,
1703,511794,섹시,"하의, 상의",3,,,,,,,,,,발목,실버,팬츠,,['저지'],['무지'],노멀,,,,,,,,,,노멀,브라운,니트웨어,긴팔,['니트'],['무지'],,타이트,,,,,,,,
1704,511795,섹시,"하의, 상의",3,,,,,,,,,,발목,그레이,팬츠,,['데님'],['무지'],노멀,,,,,,,,,,노멀,그레이,니트웨어,긴팔,['니트'],['무지'],,타이트,,,,,,,,
1705,511830,섹시,"하의, 상의",3,,,,,,,,,,발목,실버,팬츠,,['저지'],['무지'],와이드,,,,,,,,,,,브라운,니트웨어,긴팔,['울/캐시미어'],['무지'],오프숄더,노멀,,,,,,,,
1706,512166,섹시,"하의, 상의",3,,,,,,,,,,,핑크,,,,,,,,,,,,,,,노멀,베이지,탑,긴팔,"['니트', '헤어 니트']",['무지'],오프숄더,오버사이즈,,['비대칭'],,,,,,
1707,513273,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],벨보텀,,,,,,,,,,롱,핑크,니트웨어,반팔,"['울/캐시미어', '니트']",['무지'],유넥,타이트,,,,,,,,
1708,513277,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],벨보텀,,,,,,,,,,롱,핑크,니트웨어,반팔,"['울/캐시미어', '니트']",['무지'],유넥,타이트,,,,,,,,
1709,513278,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],벨보텀,,,,,,,,,,,핑크,니트웨어,반팔,"['울/캐시미어', '니트']",['무지'],유넥,타이트,,,,,,,,
1710,513283,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],벨보텀,,,,,,,,,,롱,핑크,니트웨어,반팔,"['울/캐시미어', '니트']",['무지'],유넥,타이트,,,,,,,,
1711,513285,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],벨보텀,,,,,,,,,,,핑크,니트웨어,반팔,"['울/캐시미어', '니트']",['무지'],유넥,타이트,,,,,,,,
1712,513287,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],벨보텀,,,,,,,,,,롱,핑크,니트웨어,반팔,"['울/캐시미어', '니트']",['무지'],유넥,타이트,,,,,,,,
1713,513289,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],벨보텀,,,,,,,,,,롱,핑크,니트웨어,반팔,"['울/캐시미어', '니트']",['무지'],유넥,타이트,,,,,,,,
1714,513626,섹시,"하의, 상의",3,,,,,,,,,,,블루,,,,,,,,,,,,,,,,블루,티셔츠,반팔,['우븐'],['무지'],오프숄더,타이트,,,,,,,,
1715,513634,섹시,"하의, 상의",3,,,,,,,,,,발목,블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,,블랙,티셔츠,반팔,['우븐'],['무지'],오프숄더,타이트,,,,,,,,
1716,513636,섹시,"하의, 상의",3,,,,,,,,,,발목,블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,,블랙,티셔츠,반팔,['우븐'],['무지'],오프숄더,타이트,,,,,,,,
1717,514308,섹시,"하의, 상의",3,,,,,,,,,,발목,블루,청바지,['디스트로이드'],['데님'],['무지'],스키니,,,,,,,,,,노멀,화이트,니트웨어,민소매,['니트'],['무지'],브이넥,노멀,,['레이스'],,,,,,
1718,514314,섹시,"하의, 상의",3,,,,,,,,,,미니,블루,청바지,,['데님'],['무지'],노멀,,,,,,,,,,,블랙,니트웨어,민소매,['니트'],['무지'],브이넥,노멀,,['레이스'],,,,,,
1719,514320,섹시,"하의, 상의",3,,,,,,,,,,발목,블루,청바지,['디스트로이드'],['데님'],['무지'],스키니,,,,,,,,,,크롭,퍼플,니트웨어,반팔,['니트'],['무지'],스위트하트,타이트,,"['단추', '셔링']",,,,,,
1720,514323,섹시,"하의, 상의",3,,,,,,,,,,미니,블루,청바지,,['데님'],['무지'],노멀,,,,,,,,,,크롭,옐로우,니트웨어,반팔,['니트'],['무지'],스위트하트,타이트,,"['단추', '셔링']",,,,,,
1721,514325,섹시,"하의, 상의",3,,,,,,,,,,발목,블루,청바지,['디스트로이드'],['데님'],['무지'],스키니,,,,,,,,,,크롭,퍼플,니트웨어,반팔,['니트'],['무지'],스위트하트,타이트,,"['단추', '셔링']",,,,,,
1722,514329,섹시,"하의, 상의",3,,,,,,,,,,미니,블루,청바지,,['데님'],['무지'],노멀,,,,,,,,,,크롭,옐로우,니트웨어,반팔,['니트'],['무지'],스위트하트,타이트,,"['단추', '셔링']",,,,,,
1723,514331,섹시,"하의, 상의",3,,,,,,,,,,미니,블루,청바지,,['데님'],['무지'],노멀,,,,,,,,,,크롭,옐로우,니트웨어,반팔,['니트'],['무지'],스위트하트,타이트,,"['단추', '셔링']",,,,,,
1724,514334,섹시,"하의, 상의",3,,,,,,,,,,발목,블루,청바지,['디스트로이드'],['데님'],['무지'],스키니,,,,,,,,,,크롭,퍼플,니트웨어,반팔,['니트'],['무지'],스위트하트,타이트,,"['단추', '셔링']",,,,,,
1725,514345,섹시,"하의, 상의",3,,,,,,,,,,발목,블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,노멀,화이트,블라우스,반팔,"['시폰', '니트']",['믹스'],브이넥,타이트,,['단추'],,,,,셔츠칼라,
1726,514355,섹시,"하의, 상의",3,,,,,,,,,,발목,블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,노멀,화이트,블라우스,반팔,"['시폰', '니트']",['믹스'],브이넥,타이트,,['단추'],,,,,셔츠칼라,
1727,514359,섹시,"하의, 상의",3,,,,,,,,,,발목,블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,노멀,블랙,블라우스,반팔,"['시폰', '니트']",['믹스'],브이넥,타이트,,['단추'],,,,,셔츠칼라,
1728,514435,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,청바지,['디스트로이드'],['데님'],['무지'],벨보텀,,,,,,,,,,노멀,브라운,니트웨어,민소매,['니트'],['무지'],오프숄더,타이트,,,,,,,,
1729,514439,섹시,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],스키니,,,,,,,,,,노멀,블루,니트웨어,민소매,['니트'],['무지'],오프숄더,타이트,,,,,,,,
1730,514442,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,청바지,['디스트로이드'],['데님'],['무지'],벨보텀,,,,,,,,,,노멀,브라운,니트웨어,민소매,['니트'],['무지'],오프숄더,타이트,,,,,,,,
1731,514446,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,청바지,['디스트로이드'],['데님'],['무지'],벨보텀,,,,,,,,,,노멀,브라운,니트웨어,민소매,['니트'],['무지'],오프숄더,타이트,,,,,,,,
1732,514451,섹시,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],스키니,,,,,,,,,,노멀,블루,니트웨어,민소매,['니트'],['무지'],오프숄더,타이트,,,,,,,,
1733,520956,섹시,"아우터, 하의, 상의",10,하프,,재킷,,,,['아가일'],,,,그레이,,,,,,,,,,,,,,,,화이트,,반팔,,,,,피터팬칼라,,,,,,,
1734,521737,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,크롭,네온,티셔츠,반팔,['저지'],['무지'],라운드넥,루즈,,,,,,,,
1735,521738,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,크롭,네온,티셔츠,반팔,['저지'],['무지'],라운드넥,루즈,,,,,,,,
1736,521739,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,크롭,네온,티셔츠,반팔,['저지'],['무지'],,루즈,,,,,,,,
1737,521740,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,크롭,네온,티셔츠,반팔,['저지'],['무지'],라운드넥,루즈,,,,,,,,
1738,521741,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,크롭,네온,티셔츠,반팔,['저지'],['무지'],라운드넥,루즈,,,,,,,,
1739,521742,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,크롭,네온,티셔츠,반팔,['저지'],['무지'],라운드넥,루즈,,,,,,,,
1740,521743,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,크롭,네온,티셔츠,반팔,['저지'],['무지'],라운드넥,루즈,,,,,,,,
1741,521744,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,크롭,네온,티셔츠,반팔,['저지'],['무지'],라운드넥,루즈,,,,,,,,
1742,521747,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,크롭,네온,티셔츠,반팔,['저지'],['무지'],라운드넥,루즈,,,,,,,,
1743,521748,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,크롭,네온,티셔츠,반팔,['저지'],['무지'],라운드넥,루즈,,,,,,,,
1744,521749,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,크롭,네온,티셔츠,반팔,['저지'],['무지'],라운드넥,루즈,,,,,,,,
1745,521750,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,크롭,네온,티셔츠,반팔,['저지'],['무지'],라운드넥,루즈,,,,,,,,
1746,521751,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,크롭,네온,티셔츠,반팔,['저지'],['무지'],라운드넥,루즈,,,,,,,,
1747,521752,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,크롭,네온,티셔츠,반팔,['저지'],['무지'],라운드넥,루즈,,,,,,,,
1748,521753,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,크롭,네온,티셔츠,반팔,['저지'],['무지'],라운드넥,루즈,,,,,,,,
1749,521754,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,,,크롭,네온,티셔츠,반팔,['저지'],['무지'],라운드넥,루즈,,,,,,,,
1750,521758,섹시,"하의, 상의",3,,,,,,,,,,미니,블루,청바지,['디스트로이드'],['데님'],,노멀,,,,,,,,,,노멀,,니트웨어,,['니트'],,유넥,노멀,,,,,,,,
1751,521759,섹시,"하의, 상의",3,,,,,,,,,,미니,블루,청바지,['디스트로이드'],['데님'],,노멀,,,,,,,,,,노멀,베이지,니트웨어,민소매,['니트'],,유넥,노멀,,,,,,,,
1752,521760,섹시,"하의, 상의",3,,,,,,,,,,미니,블루,청바지,['디스트로이드'],['데님'],,노멀,,,,,,,,,,노멀,베이지,니트웨어,민소매,['니트'],,유넥,노멀,,,,,,,,
1753,521761,섹시,"하의, 상의",3,,,,,,,,,,미니,블루,청바지,['디스트로이드'],['데님'],,노멀,,,,,,,,,,노멀,베이지,니트웨어,민소매,['니트'],,유넥,노멀,,,,,,,,
1754,521762,섹시,"하의, 상의",3,,,,,,,,,,미니,블루,청바지,['디스트로이드'],['데님'],,노멀,,,,,,,,,,노멀,,니트웨어,,['니트'],,유넥,노멀,,,,,,,,
1755,521763,섹시,"하의, 상의",3,,,,,,,,,,미니,블루,청바지,['디스트로이드'],['데님'],,노멀,,,,,,,,,,노멀,베이지,니트웨어,민소매,['니트'],,유넥,노멀,,,,,,,,
