,ID,style,clothing_categories,mix_clothing_categories,하의_기장,하의_색상,하의_카테고리,하의_소재,하의_프린트,하의_핏,상의_색상,상의_카테고리,상의_옷깃,상의_소매기장,상의_소재,상의_프린트,상의_핏,아우터_기장,아우터_색상,아우터_카테고리,아우터_옷깃,아우터_소매기장,아우터_소재,아우터_프린트,아우터_핏,상의_넥라인,아우터_디테일,상의_기장,상의_디테일,하의_디테일,아우터_넥라인,상의_서브색상,하의_서브색상,원피스_색상,원피스_서브색상,원피스_카테고리,원피스_소매기장,원피스_소재,원피스_프린트,원피스_넥라인,원피스_핏,아우터_서브색상,원피스_기장,원피스_옷깃,원피스_디테일
3095,562045,매니시,"하의, 상의",3,발목,블랙,래깅스,['스판덱스'],['무지'],스키니,스카이블루,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],루즈,,,,,,,,,,,롱,,,,,,,,,,,,,,,,,
3096,562054,매니시,"하의, 상의",3,발목,블랙,래깅스,['스판덱스'],['무지'],스키니,스카이블루,셔츠,셔츠칼라,7부소매,['우븐'],['무지'],루즈,,,,,,,,,,,롱,,,,블랙,,,,,,,,,,,,,
3097,562061,매니시,"하의, 상의",3,발목,블랙,래깅스,['스판덱스'],['무지'],스키니,베이지,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],루즈,,,,,,,,,,,롱,,,,,,,,,,,,,,,,,
3098,563126,매니시,"하의, 상의",3,발목,블랙,팬츠,['데님'],['무지'],스키니,그레이,블라우스,셔츠칼라,긴팔,['시폰'],['무지'],노멀,,,,,,,,,브이넥,,롱,['단추'],,,,,,,,,,,,,,,,
3099,563127,매니시,"하의, 상의",3,발목,블랙,팬츠,['데님'],['무지'],스키니,그레이,블라우스,,긴팔,['시폰'],['무지'],노멀,,,,,,,,,,,롱,['단추'],,,,,,,,,,,,,,,,
3100,563131,매니시,"하의, 상의",3,발목,블랙,팬츠,['데님'],['무지'],스키니,그레이,블라우스,셔츠칼라,긴팔,['시폰'],['무지'],노멀,,,,,,,,,브이넥,,롱,['단추'],,,,,,,,,,,,,,,,
3101,563132,매니시,"하의, 상의",3,발목,블랙,팬츠,['데님'],['무지'],스키니,그레이,블라우스,셔츠칼라,긴팔,['시폰'],['무지'],노멀,,,,,,,,,브이넥,,롱,['단추'],,,,,,,,,,,,,,,,
3102,563136,매니시,"하의, 상의",3,발목,블랙,팬츠,['데님'],['무지'],스키니,그레이,블라우스,,긴팔,['시폰'],['무지'],노멀,,,,,,,,,,,롱,['단추'],,,,,,,,,,,,,,,,
3103,563137,매니시,"하의, 상의",3,발목,블랙,팬츠,['데님'],['무지'],스키니,그레이,블라우스,,긴팔,['시폰'],['무지'],노멀,,,,,,,,,,,롱,['단추'],,,,,,,,,,,,,,,,
3104,563138,매니시,"하의, 상의",3,발목,블랙,팬츠,['데님'],['무지'],스키니,그레이,블라우스,,긴팔,['시폰'],['무지'],노멀,,,,,,,,,,,롱,['단추'],,,,,,,,,,,,,,,,
3105,563142,매니시,"하의, 상의",3,발목,블랙,팬츠,['데님'],['무지'],스키니,그레이,블라우스,,긴팔,['시폰'],['무지'],노멀,,,,,,,,,,,롱,['단추'],,,,,,,,,,,,,,,,
3106,563144,매니시,"하의, 상의",3,발목,블랙,팬츠,['데님'],['무지'],스키니,그레이,블라우스,,긴팔,['시폰'],['무지'],노멀,,,,,,,,,,,롱,['단추'],,,,,,,,,,,,,,,,
3107,563145,매니시,"하의, 상의",3,발목,블랙,팬츠,['데님'],['무지'],스키니,그레이,블라우스,셔츠칼라,긴팔,['시폰'],['무지'],노멀,,,,,,,,,브이넥,,롱,['단추'],,,,,,,,,,,,,,,,
3108,563146,매니시,"하의, 상의",3,발목,블랙,팬츠,['데님'],['무지'],스키니,그레이,블라우스,셔츠칼라,긴팔,['시폰'],['무지'],노멀,,,,,,,,,브이넥,,롱,['단추'],,,,,,,,,,,,,,,,
3109,563147,매니시,"하의, 상의",3,발목,블랙,팬츠,['데님'],['무지'],스키니,그레이,블라우스,셔츠칼라,긴팔,['시폰'],['무지'],노멀,,,,,,,,,브이넥,,롱,['단추'],,,,,,,,,,,,,,,,
3110,563334,매니시,"하의, 상의",3,맥시,블랙,팬츠,['우븐'],['무지'],노멀,네이비,셔츠,셔츠칼라,긴팔,['시폰'],['무지'],루즈,,,,,,,,,,,노멀,"['포켓', '단추']",,,,,,,,,,,,,,,,
3111,563335,매니시,"하의, 상의",3,맥시,블랙,팬츠,['우븐'],['무지'],노멀,네이비,셔츠,셔츠칼라,긴팔,['시폰'],['무지'],루즈,,,,,,,,,,,노멀,"['포켓', '단추']",,,,,,,,,,,,,,,,
3112,563336,매니시,"하의, 상의",3,맥시,블랙,팬츠,['우븐'],['무지'],노멀,네이비,셔츠,셔츠칼라,긴팔,['시폰'],['무지'],루즈,,,,,,,,,,,노멀,"['포켓', '단추']",,,,,,,,,,,,,,,,
3113,563337,매니시,"하의, 상의",3,맥시,네이비,팬츠,['우븐'],['무지'],노멀,네이비,셔츠,셔츠칼라,긴팔,['시폰'],['무지'],루즈,,,,,,,,,,,노멀,"['포켓', '단추']",,,,,,,,,,,,,,,,
3114,563338,매니시,"하의, 상의",3,맥시,,팬츠,['우븐'],['무지'],노멀,네이비,셔츠,셔츠칼라,긴팔,['시폰'],['무지'],루즈,,,,,,,,,,,노멀,"['포켓', '단추']",,,,,,,,,,,,,,,,
3115,563341,매니시,"하의, 상의",3,맥시,네이비,팬츠,['우븐'],['무지'],노멀,네이비,셔츠,셔츠칼라,긴팔,['시폰'],['무지'],루즈,,,,,,,,,,,노멀,"['포켓', '단추']",,,,,,,,,,,,,,,,
3116,563342,매니시,"하의, 상의",3,맥시,네이비,팬츠,['우븐'],['무지'],노멀,네이비,셔츠,셔츠칼라,긴팔,['시폰'],['무지'],루즈,,,,,,,,,,,노멀,"['포켓', '단추']",,,,,,,,,,,,,,,,
3117,563343,매니시,"하의, 상의",3,맥시,네이비,팬츠,['우븐'],['무지'],노멀,네이비,셔츠,셔츠칼라,긴팔,['시폰'],['무지'],루즈,,,,,,,,,,,노멀,"['포켓', '단추']",,,,,,,,,,,,,,,,
3118,563344,매니시,"하의, 상의",3,맥시,네이비,팬츠,['우븐'],['무지'],노멀,네이비,셔츠,셔츠칼라,긴팔,['시폰'],['무지'],루즈,,,,,,,,,,,노멀,"['포켓', '단추']",,,,,,,,,,,,,,,,
3119,563345,매니시,"하의, 상의",3,맥시,네이비,팬츠,['우븐'],['무지'],노멀,네이비,셔츠,셔츠칼라,긴팔,['시폰'],['무지'],루즈,,,,,,,,,,,노멀,"['포켓', '단추']",,,,,,,,,,,,,,,,
3120,563346,매니시,"하의, 상의",3,맥시,네이비,팬츠,['우븐'],['무지'],노멀,네이비,셔츠,셔츠칼라,긴팔,['시폰'],['무지'],루즈,,,,,,,,,,,노멀,"['포켓', '단추']",,,,,,,,,,,,,,,,
3121,563347,매니시,"하의, 상의",3,맥시,네이비,팬츠,['우븐'],['무지'],노멀,네이비,셔츠,셔츠칼라,긴팔,['시폰'],['무지'],루즈,,,,,,,,,,,노멀,"['포켓', '단추']",,,,,,,,,,,,,,,,
3122,563348,매니시,"하의, 상의",3,맥시,블랙,팬츠,['우븐'],['무지'],노멀,블랙,셔츠,셔츠칼라,긴팔,['시폰'],['무지'],루즈,,,,,,,,,,,노멀,"['포켓', '단추']",,,,,,,,,,,,,,,,
3123,563351,매니시,"하의, 상의",3,맥시,블랙,팬츠,['우븐'],['무지'],노멀,블랙,셔츠,셔츠칼라,긴팔,['시폰'],['무지'],루즈,,,,,,,,,,,노멀,"['포켓', '단추']",,,,,,,,,,,,,,,,
3124,563352,매니시,"하의, 상의",3,맥시,블랙,팬츠,['우븐'],['무지'],노멀,블랙,셔츠,셔츠칼라,긴팔,['시폰'],['무지'],루즈,,,,,,,,,,,노멀,"['포켓', '단추']",,,,,,,,,,,,,,,,
3125,566182,매니시,"하의, 상의",3,발목,,팬츠,,['무지'],스키니,블랙,셔츠,셔츠칼라,반팔,,['무지'],노멀,,,,,,,,,,,노멀,,,,,,,,,,,,,,,,,
3126,566183,매니시,"하의, 상의",3,발목,,팬츠,,['무지'],스키니,블랙,셔츠,셔츠칼라,반팔,,['무지'],노멀,,,,,,,,,,,노멀,,,,,,,,,,,,,,,,,
3127,566186,매니시,"하의, 상의",3,발목,,팬츠,,['무지'],스키니,블랙,셔츠,셔츠칼라,반팔,,['무지'],노멀,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3128,566187,매니시,"하의, 상의",3,발목,,팬츠,,['무지'],스키니,블랙,셔츠,셔츠칼라,반팔,,['무지'],노멀,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3129,566188,매니시,"하의, 상의",3,발목,,팬츠,,['무지'],스키니,블랙,셔츠,셔츠칼라,반팔,,['무지'],노멀,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130,566507,매니시,"하의, 상의",3,발목,실버,팬츠,['우븐'],['무지'],루즈,블랙,탑,,반팔,['니트'],,루즈,,,,,,,,,,,노멀,,,,,,,,,,,,,,,,,
3131,566508,매니시,"하의, 상의",3,발목,실버,팬츠,['우븐'],['무지'],루즈,블랙,탑,,반팔,['니트'],,루즈,,,,,,,,,,,노멀,,,,,,,,,,,,,,,,,
3132,566509,매니시,"하의, 상의",3,발목,실버,팬츠,['우븐'],['무지'],루즈,블랙,탑,,반팔,['니트'],,루즈,,,,,,,,,,,노멀,,,,,,,,,,,,,,,,,
3133,566510,매니시,"하의, 상의",3,발목,실버,팬츠,['우븐'],['무지'],루즈,블랙,탑,,긴팔,['니트'],,루즈,,,,,,,,,,,노멀,,,,실버,,,,,,,,,,,,,
3134,566511,매니시,"하의, 상의",3,발목,실버,팬츠,['우븐'],['무지'],루즈,블랙,탑,,긴팔,['니트'],,루즈,,,,,,,,,,,노멀,,,,실버,,,,,,,,,,,,,
3135,566512,매니시,"하의, 상의",3,발목,실버,팬츠,['우븐'],['무지'],루즈,블랙,탑,,긴팔,['니트'],,루즈,,,,,,,,,,,노멀,,,,실버,,,,,,,,,,,,,
3136,566513,매니시,"하의, 상의",3,발목,실버,팬츠,['우븐'],['무지'],루즈,블랙,탑,,긴팔,['니트'],,루즈,,,,,,,,,,,노멀,,,,실버,,,,,,,,,,,,,
3137,566514,매니시,"하의, 상의",3,발목,실버,팬츠,['우븐'],['무지'],루즈,블랙,탑,,긴팔,['니트'],,루즈,,,,,,,,,,,노멀,,,,실버,,,,,,,,,,,,,
3138,566517,매니시,"하의, 상의",3,발목,블랙,팬츠,,['무지'],루즈,블랙,탑,,긴팔,['니트'],,루즈,,,,,,,,,,,노멀,,,,실버,,,,,,,,,,,,,
3139,566518,매니시,"하의, 상의",3,발목,블랙,팬츠,,['무지'],루즈,블랙,탑,,긴팔,['니트'],,루즈,,,,,,,,,,,노멀,,,,실버,,,,,,,,,,,,,
3140,566519,매니시,"하의, 상의",3,발목,블랙,팬츠,,['무지'],루즈,블랙,탑,,긴팔,['니트'],,루즈,,,,,,,,,,,노멀,,,,실버,,,,,,,,,,,,,
3141,566520,매니시,"하의, 상의",3,발목,블랙,팬츠,,['무지'],루즈,블랙,탑,,긴팔,['니트'],,루즈,,,,,,,,,,,노멀,,,,실버,,,,,,,,,,,,,
3142,566521,매니시,"하의, 상의",3,발목,블랙,팬츠,,['무지'],루즈,블랙,탑,,긴팔,['니트'],,루즈,,,,,,,,,,,노멀,,,,실버,,,,,,,,,,,,,
3143,566522,매니시,"하의, 상의",3,발목,블랙,팬츠,,['무지'],루즈,블랙,탑,,긴팔,['니트'],,루즈,,,,,,,,,,,노멀,,,,실버,,,,,,,,,,,,,
3144,566523,매니시,"하의, 상의",3,발목,블랙,팬츠,,['무지'],루즈,블랙,탑,,긴팔,['니트'],,루즈,,,,,,,,,,,노멀,,,,실버,,,,,,,,,,,,,
3145,566829,매니시,"아우터, 하의",4,발목,,팬츠,,['무지'],스키니,,,,,,,,하프,베이지,재킷,셔츠칼라,7부소매,['우븐'],['무지'],루즈,,['단추'],,,,,,,,,,,,,,,,,,
3146,566830,매니시,"아우터, 하의",4,발목,,팬츠,,['무지'],스키니,,,,,,,,하프,베이지,재킷,셔츠칼라,7부소매,['우븐'],['무지'],루즈,,['단추'],,,,,,,,,,,,,,,,,,
3147,566831,매니시,"아우터, 하의",4,발목,,팬츠,,['무지'],스키니,,,,,,,,하프,베이지,재킷,셔츠칼라,7부소매,['우븐'],['무지'],루즈,,['단추'],,,,,,,,,,,,,,,,,,
3148,566832,매니시,"아우터, 하의",4,발목,,팬츠,,['무지'],스키니,,,,,,,,하프,베이지,재킷,셔츠칼라,7부소매,['우븐'],['무지'],루즈,,['단추'],,,,,,,,,,,,,,,,,,
3149,566833,매니시,"아우터, 하의",4,발목,,팬츠,,['무지'],스키니,,,,,,,,하프,베이지,재킷,셔츠칼라,7부소매,['우븐'],['무지'],루즈,,['단추'],,,,,,,,,,,,,,,,,,
3150,566834,매니시,"아우터, 하의",4,발목,,팬츠,,['무지'],스키니,,,,,,,,하프,베이지,재킷,셔츠칼라,7부소매,['우븐'],['무지'],루즈,,['단추'],,,,,,,,,,,,,,,,,,
3151,566837,매니시,"아우터, 하의",4,발목,,팬츠,,['무지'],스키니,,,,,,,,하프,블루,재킷,셔츠칼라,7부소매,['우븐'],['무지'],루즈,,['단추'],,,,,,,,,,,,,,,,,,
3152,566838,매니시,"아우터, 하의",4,발목,,팬츠,,['무지'],스키니,,,,,,,,하프,블루,재킷,셔츠칼라,7부소매,['우븐'],['무지'],루즈,,['단추'],,,,,,,,,,,,,,,,,,
3153,566839,매니시,"아우터, 하의",4,발목,,팬츠,,['무지'],스키니,,,,,,,,하프,블루,재킷,셔츠칼라,7부소매,['우븐'],['무지'],루즈,,['단추'],,,,,,,,,,,,,,,,,,
3154,566840,매니시,"아우터, 하의",4,발목,,팬츠,,['무지'],스키니,,,,,,,,하프,블루,재킷,셔츠칼라,7부소매,['우븐'],,루즈,,['단추'],,,,,,,,,,,,,,,,,,
3155,566841,매니시,"아우터, 하의",4,발목,,팬츠,,['무지'],스키니,,,,,,,,하프,블루,재킷,셔츠칼라,7부소매,['우븐'],,루즈,,['단추'],,,,,,,,,,,,,,,,,,
3156,566842,매니시,"아우터, 하의",4,발목,,팬츠,,['무지'],스키니,,,,,,,,하프,블루,재킷,셔츠칼라,7부소매,['우븐'],,루즈,,['단추'],,,,,,,,,,,,,,,,,,
3157,566843,매니시,"아우터, 하의",4,발목,,팬츠,,['무지'],스키니,,,,,,,,하프,블루,재킷,셔츠칼라,7부소매,['우븐'],,루즈,,['단추'],,,,,,,,,,,,,,,,,,
3158,566844,매니시,"아우터, 하의",4,발목,,팬츠,,['무지'],스키니,,,,,,,,하프,블루,재킷,셔츠칼라,7부소매,['우븐'],,루즈,,['단추'],,,,,,,,,,,,,,,,,,
3159,573228,매니시,"하의, 상의",3,,블랙,,,,,네이비,셔츠,,긴팔,,['스트라이프'],루즈,,,,,,,,,,,,['드롭숄더'],,,화이트,,,,,,,,,,,,,
3160,573230,매니시,"하의, 상의",3,,블랙,,,,,네이비,셔츠,,긴팔,,['스트라이프'],루즈,,,,,,,,,,,,['드롭숄더'],,,화이트,,,,,,,,,,,,,
3161,573233,매니시,"하의, 상의",3,,블랙,,,,,네이비,셔츠,,긴팔,,['스트라이프'],루즈,,,,,,,,,,,,['드롭숄더'],,,화이트,,,,,,,,,,,,,
3162,581811,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,셔츠,,긴팔,['우븐'],['무지'],루즈,,,,,,,,,,,롱,,,,,,,,,,,,,,,,,
3163,581812,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,셔츠,셔츠칼라,7부소매,['우븐'],['무지'],루즈,,,,,,,,,,,롱,,,,,,,,,,,,,,,,,
3164,581813,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,셔츠,셔츠칼라,7부소매,['우븐'],['무지'],루즈,,,,,,,,,,,롱,,,,,,,,,,,,,,,,,
3165,581814,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,셔츠,,7부소매,['우븐'],['무지'],루즈,,,,,,,,,,,롱,,,,,,,,,,,,,,,,,
3166,581815,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,셔츠,셔츠칼라,7부소매,['우븐'],['무지'],루즈,,,,,,,,,,,롱,,,,,,,,,,,,,,,,,
3167,581816,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,셔츠,셔츠칼라,7부소매,['우븐'],['무지'],루즈,,,,,,,,,,,롱,,,,,,,,,,,,,,,,,
3168,581817,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,셔츠,셔츠칼라,7부소매,['우븐'],['무지'],루즈,,,,,,,,,,,롱,,,,,,,,,,,,,,,,,
3169,581818,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,셔츠,셔츠칼라,7부소매,['우븐'],['무지'],루즈,,,,,,,,,,,롱,,,,,,,,,,,,,,,,,
3170,581864,매니시,"하의, 상의",3,발목,,팬츠,['데님'],['무지'],스키니,스카이블루,셔츠,셔츠칼라,긴팔,['우븐'],"['무지', '체크']",오버사이즈,,,,,,,,,,,롱,,,,네이비,,,,,,,,,,,,,
3171,581865,매니시,"하의, 상의",3,발목,,팬츠,['데님'],['무지'],스키니,스카이블루,셔츠,,긴팔,['우븐'],"['무지', '체크']",오버사이즈,,,,,,,,,,,롱,,,,네이비,,,,,,,,,,,,,
3172,581866,매니시,"하의, 상의",3,발목,,팬츠,['데님'],['무지'],스키니,스카이블루,셔츠,셔츠칼라,긴팔,['우븐'],"['무지', '체크']",오버사이즈,,,,,,,,,,,롱,,,,네이비,,,,,,,,,,,,,
3173,581867,매니시,"하의, 상의",3,발목,블랙,팬츠,['데님'],['무지'],스키니,스카이블루,셔츠,셔츠칼라,긴팔,['우븐'],"['무지', '체크']",오버사이즈,,,,,,,,,,,롱,,,,네이비,,,,,,,,,,,,,
3174,581868,매니시,"하의, 상의",3,발목,,팬츠,['데님'],['무지'],스키니,스카이블루,셔츠,셔츠칼라,긴팔,['우븐'],"['무지', '체크']",오버사이즈,,,,,,,,,,,롱,,,,네이비,,,,,,,,,,,,,
3175,581871,매니시,"하의, 상의",3,발목,,팬츠,['데님'],['무지'],스키니,스카이블루,셔츠,셔츠칼라,긴팔,['우븐'],"['무지', '체크']",오버사이즈,,,,,,,,,,,롱,,,,네이비,,,,,,,,,,,,,
3176,581872,매니시,"하의, 상의",3,발목,,팬츠,['데님'],['무지'],스키니,스카이블루,셔츠,셔츠칼라,긴팔,['우븐'],"['무지', '체크']",오버사이즈,,,,,,,,,,,롱,,,,네이비,,,,,,,,,,,,,
3177,581873,매니시,"하의, 상의",3,발목,,팬츠,['데님'],['무지'],스키니,스카이블루,셔츠,셔츠칼라,긴팔,['우븐'],"['무지', '체크']",오버사이즈,,,,,,,,,,,롱,,,,네이비,,,,,,,,,,,,,
3178,581874,매니시,"하의, 상의",3,발목,,팬츠,['데님'],['무지'],스키니,스카이블루,셔츠,셔츠칼라,긴팔,['우븐'],"['무지', '체크']",오버사이즈,,,,,,,,,,,롱,,,,네이비,,,,,,,,,,,,,
3179,581875,매니시,"하의, 상의",3,발목,,팬츠,['데님'],['무지'],스키니,스카이블루,셔츠,셔츠칼라,긴팔,['우븐'],"['무지', '체크']",오버사이즈,,,,,,,,,,,롱,,,,네이비,,,,,,,,,,,,,
3180,581876,매니시,"하의, 상의",3,발목,,팬츠,['데님'],['무지'],스키니,브라운,셔츠,셔츠칼라,긴팔,['우븐'],"['무지', '체크']",오버사이즈,,,,,,,,,,,롱,,,,블랙,,,,,,,,,,,,,
3181,581877,매니시,"하의, 상의",3,발목,,팬츠,['데님'],['무지'],스키니,브라운,셔츠,셔츠칼라,긴팔,['우븐'],"['무지', '체크']",오버사이즈,,,,,,,,,,,롱,,,,블랙,,,,,,,,,,,,,
3182,581878,매니시,"하의, 상의",3,발목,,팬츠,['데님'],['무지'],스키니,브라운,셔츠,셔츠칼라,긴팔,['우븐'],"['무지', '체크']",오버사이즈,,,,,,,,,,,롱,,,,블랙,,,,,,,,,,,,,
3183,581881,매니시,"하의, 상의",3,발목,,팬츠,['데님'],['무지'],스키니,브라운,셔츠,셔츠칼라,긴팔,['우븐'],"['무지', '체크']",오버사이즈,,,,,,,,,,,롱,,,,블랙,,,,,,,,,,,,,
3184,581882,매니시,"하의, 상의",3,발목,,팬츠,['데님'],['무지'],스키니,브라운,셔츠,,긴팔,['우븐'],"['무지', '체크']",오버사이즈,,,,,,,,,,,롱,,,,블랙,,,,,,,,,,,,,
3185,581883,매니시,"하의, 상의",3,발목,,팬츠,['데님'],['무지'],스키니,브라운,셔츠,셔츠칼라,긴팔,['우븐'],"['무지', '체크']",오버사이즈,,,,,,,,,,,롱,,,,블랙,,,,,,,,,,,,,
3186,581884,매니시,"하의, 상의",3,발목,,팬츠,['데님'],['무지'],스키니,브라운,셔츠,셔츠칼라,긴팔,['우븐'],"['무지', '체크']",오버사이즈,,,,,,,,,,,롱,,,,블랙,,,,,,,,,,,,,
3187,581887,매니시,"하의, 상의",3,발목,,팬츠,['데님'],['무지'],스키니,브라운,셔츠,,긴팔,['우븐'],"['무지', '체크']",오버사이즈,,,,,,,,,,,롱,,,,블랙,,,,,,,,,,,,,
3188,583098,매니시,"아우터, 하의",4,발목,,팬츠,['우븐'],['무지'],와이드,,,,,,,,롱,블랙,코트,테일러드칼라,긴팔,['울/캐시미어'],['무지'],오버사이즈,,['포켓'],,,,,,,,,,,,,,,,,,
3189,583100,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,롱,,코트,,,['울/캐시미어'],['무지'],오버사이즈,,,,,,,,,블랙,,,긴팔,,,,,,,,
3190,583102,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,롱,,코트,,,['울/캐시미어'],['무지'],오버사이즈,,,,,,,,,블랙,,,긴팔,,,,,,,,
3191,583106,매니시,"아우터, 하의",4,발목,블랙,팬츠,['우븐'],['무지'],와이드,,,,,,,,롱,블랙,코트,테일러드칼라,긴팔,['울/캐시미어'],['무지'],오버사이즈,,,,,,,,,,,,,,,,,,,,
3192,583707,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],,스키니,네이비,셔츠,셔츠칼라,긴팔,['우븐'],,노멀,,,,,,,,,,,노멀,,,,블랙,,,,,,,,,,,,,
3193,583710,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],,스키니,네이비,셔츠,셔츠칼라,긴팔,['우븐'],,노멀,,,,,,,,,,,노멀,,,,,,,,,,,,,,,,,
3194,583712,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],,스키니,네이비,셔츠,셔츠칼라,긴팔,['우븐'],,노멀,,,,,,,,,,,노멀,,,,,,,,,,,,,,,,,
3195,583713,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],,스키니,네이비,셔츠,셔츠칼라,긴팔,['우븐'],,노멀,,,,,,,,,,,노멀,,,,,,,,,,,,,,,,,
3196,592136,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['데님'],['무지'],스키니,그레이,티셔츠,,없음,['저지'],['레터링'],노멀,노말,블랙,재킷,,긴팔,['가죽'],['무지'],노멀,유넥,,롱,,,,블랙,,,,,,,,,,,,,
3197,595047,매니시,"아우터, 하의",4,발목,,팬츠,['우븐'],['무지'],스키니,,,,,,,,롱,블랙,코트,테일러드칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,,,,,,,,,,,,
3198,595048,매니시,"아우터, 하의",4,발목,,팬츠,['우븐'],['무지'],스키니,,,,,,,,롱,블랙,코트,테일러드칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,,,,,,,,,,,,
3199,595049,매니시,"아우터, 하의",4,발목,블랙,팬츠,['우븐'],['무지'],스키니,,,,,,,,롱,블랙,코트,테일러드칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,,,,,,,,,,,,
3200,595099,매니시,"아우터, 상의",2,,,,,,,네이비,,,긴팔,,,,하프,,코트,테일러드칼라,,['우븐'],['무지'],노멀,,['싱글브레스티드'],,,,,스카이블루,,,,,,,,,,,,,
3201,595100,매니시,"아우터, 상의",2,,,,,,,네이비,,,긴팔,,,,하프,,코트,,,['우븐'],['무지'],노멀,,,,,,,스카이블루,,,,,,,,,,,,,
3202,595278,매니시,"하의, 상의",3,발목,그레이,팬츠,['우븐'],['무지'],노멀,블랙,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,,,노멀,,,,,,,,,,,,,,,,,
3203,595279,매니시,"하의, 상의",3,발목,그레이,팬츠,['우븐'],['무지'],노멀,블랙,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,,,노멀,,,,,,,,,,,,,,,,,
3204,595280,매니시,"하의, 상의",3,발목,그레이,팬츠,['우븐'],['무지'],노멀,블랙,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,,,노멀,,,,,,,,,,,,,,,,,
3205,595281,매니시,"하의, 상의",3,발목,그레이,팬츠,['우븐'],['무지'],노멀,블랙,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,,,노멀,,,,,,,,,,,,,,,,,
3206,595282,매니시,"하의, 상의",3,발목,그레이,팬츠,['우븐'],['무지'],노멀,블랙,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,,,노멀,,,,,,,,,,,,,,,,,
3207,595283,매니시,"하의, 상의",3,발목,그레이,팬츠,['우븐'],['무지'],노멀,블랙,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,,,노멀,,,,,,,,,,,,,,,,,
3208,595284,매니시,"하의, 상의",3,발목,그레이,팬츠,['우븐'],['무지'],노멀,블랙,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,,,노멀,,,,,,,,,,,,,,,,,
3209,595285,매니시,"하의, 상의",3,발목,그레이,팬츠,['우븐'],['무지'],노멀,블랙,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,,,노멀,,,,,,,,,,,,,,,,,
3210,595288,매니시,"하의, 상의",3,발목,그레이,팬츠,['우븐'],['무지'],노멀,블랙,셔츠,,긴팔,['우븐'],['무지'],노멀,,,,,,,,,,,노멀,,,,,,,,,,,,,,,,,
3211,595289,매니시,"하의, 상의",3,발목,그레이,팬츠,['우븐'],['무지'],노멀,블랙,셔츠,,긴팔,['우븐'],['무지'],노멀,,,,,,,,,,,노멀,,,,,,,,,,,,,,,,,
3212,595290,매니시,"하의, 상의",3,발목,그레이,팬츠,['우븐'],['무지'],노멀,블랙,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,,,노멀,,,,,,,,,,,,,,,,,
3213,595291,매니시,"하의, 상의",3,발목,그레이,팬츠,['우븐'],['무지'],노멀,블랙,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,,,노멀,,,,,,,,,,,,,,,,,
3214,595292,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],노멀,그레이,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,,,노멀,,,,,,,,,,,,,,,,,
3215,595293,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],노멀,그레이,셔츠,,긴팔,['우븐'],['무지'],노멀,,,,,,,,,,,노멀,,,,,,,,,,,,,,,,,
