,ID,style,clothing_categories,mix_clothing_categories,하의_기장,하의_색상,하의_카테고리,하의_소재,하의_프린트,하의_핏,상의_기장,상의_색상,상의_서브색상,상의_카테고리,상의_옷깃,상의_디테일,상의_소매기장,상의_소재,상의_프린트,상의_핏,상의_넥라인,아우터_기장,아우터_카테고리,아우터_디테일,아우터_소재,아우터_넥라인,아우터_핏,아우터_프린트,하의_디테일,하의_서브색상,원피스_기장,원피스_색상,원피스_카테고리,원피스_디테일,원피스_소매기장,원피스_소재,원피스_프린트,원피스_핏,아우터_색상,아우터_소매기장,아우터_서브색상,원피스_넥라인,아우터_옷깃,원피스_서브색상,원피스_옷깃
7234,299161,컨트리,"하의, 상의",3,발목,베이지,팬츠,['린넨'],['무지'],와이드,노멀,화이트,,블라우스,,['퍼프'],반팔,['레이스'],,루즈,노카라,,,,,,,,['스티치'],,,,,,,,,,,,,,,,
7235,299166,컨트리,"하의, 상의",3,미디,브라운,팬츠,,['무지'],와이드,노멀,브라운,,블라우스,,['퍼프'],반팔,['우븐'],,루즈,노카라,,,,,,,,['셔링'],,,,,,,,,,,,,,,,
7236,299167,컨트리,"하의, 상의",3,미디,브라운,팬츠,,['무지'],와이드,노멀,브라운,,블라우스,,['퍼프'],반팔,['우븐'],,루즈,노카라,,,,,,,,['셔링'],,,,,,,,,,,,,,,,
7237,299168,컨트리,"하의, 상의",3,미디,브라운,팬츠,,['무지'],와이드,노멀,브라운,,블라우스,,['퍼프'],반팔,['우븐'],,루즈,노카라,,,,,,,,['셔링'],,,,,,,,,,,,,,,,
7238,299169,컨트리,"하의, 상의",3,미디,브라운,팬츠,,['무지'],와이드,노멀,브라운,,블라우스,,['퍼프'],반팔,['우븐'],,루즈,노카라,,,,,,,,['셔링'],,,,,,,,,,,,,,,,
7239,299170,컨트리,"하의, 상의",3,미디,브라운,팬츠,,['무지'],와이드,노멀,브라운,,블라우스,,['퍼프'],반팔,['우븐'],,루즈,노카라,,,,,,,,['셔링'],,,,,,,,,,,,,,,,
7240,299171,컨트리,"하의, 상의",3,미디,브라운,팬츠,,['무지'],와이드,노멀,브라운,,블라우스,,['퍼프'],반팔,['우븐'],,루즈,노카라,,,,,,,,['셔링'],,,,,,,,,,,,,,,,
7241,299172,컨트리,"하의, 상의",3,미디,브라운,팬츠,,['무지'],와이드,노멀,브라운,,블라우스,,['퍼프'],반팔,['우븐'],,루즈,노카라,,,,,,,,['셔링'],,,,,,,,,,,,,,,,
7242,299175,컨트리,"하의, 상의",3,미디,브라운,팬츠,,['무지'],루즈,노멀,브라운,,블라우스,,['퍼프'],반팔,['우븐'],,루즈,노카라,,,,,,,,['셔링'],,,,,,,,,,,,,,,,
7243,299176,컨트리,"하의, 상의",3,미디,브라운,팬츠,,['무지'],루즈,노멀,브라운,,블라우스,,['퍼프'],반팔,['우븐'],,루즈,노카라,,,,,,,,['셔링'],,,,,,,,,,,,,,,,
7244,299178,컨트리,"하의, 상의",3,미디,브라운,팬츠,,['무지'],루즈,노멀,브라운,,블라우스,,['퍼프'],반팔,['우븐'],,루즈,노카라,,,,,,,,['셔링'],,,,,,,,,,,,,,,,
7245,299179,컨트리,"하의, 상의",3,미디,브라운,팬츠,,['무지'],루즈,노멀,브라운,,블라우스,,['퍼프'],반팔,['우븐'],,루즈,노카라,,,,,,,,['셔링'],,,,,,,,,,,,,,,,
7246,299197,컨트리,"아우터, 하의, 원피스, 상의",11,,핑크,,,,,,화이트,,,,,없음,,,,,하프,가디건,,['레이스'],,루즈,,,레드,발목,,드레스,"['프릴', '레이스']",,,['믹스'],루즈,화이트,7부소매,,라운드넥,,,
7247,299199,컨트리,"아우터, 하의, 원피스, 상의",11,,핑크,,,,,,화이트,,,,,없음,,,,,하프,가디건,,['레이스'],,루즈,,,레드,발목,,드레스,"['프릴', '레이스']",,,['믹스'],루즈,화이트,7부소매,,라운드넥,,,
7248,299200,컨트리,"아우터, 하의, 원피스, 상의",11,,핑크,,,,,,화이트,,,,,없음,,,,,하프,가디건,,['레이스'],,루즈,,,레드,발목,,드레스,"['프릴', '레이스']",,,['믹스'],루즈,화이트,7부소매,,라운드넥,,,
7249,299201,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,하프,가디건,,['레이스'],,루즈,,,,발목,,드레스,"['프릴', '레이스']",,,['믹스'],루즈,,,,라운드넥,,,
7250,299203,컨트리,"아우터, 하의, 원피스, 상의",11,,핑크,,,,,,화이트,,,,,없음,,,,,하프,가디건,,['레이스'],,루즈,,,레드,발목,,드레스,"['프릴', '레이스']",,,['믹스'],루즈,화이트,7부소매,,라운드넥,,,
7251,299204,컨트리,"아우터, 하의, 원피스, 상의",11,,핑크,,,,,,화이트,,,,,없음,,,,,하프,가디건,,['레이스'],,루즈,,,레드,발목,,드레스,"['프릴', '레이스']",,,['믹스'],루즈,화이트,7부소매,,라운드넥,,,
7252,299206,컨트리,"아우터, 하의, 원피스",8,,핑크,,,,,,,,,,,,,,,,하프,가디건,,['레이스'],,루즈,,,레드,발목,,드레스,"['프릴', '레이스']",,,['믹스'],루즈,화이트,7부소매,,라운드넥,,,
7253,299208,컨트리,"아우터, 하의, 원피스, 상의",11,,핑크,,,,,,화이트,,,,,없음,,,,,하프,가디건,,['레이스'],,루즈,,,레드,발목,,드레스,"['프릴', '레이스']",,,['믹스'],루즈,화이트,7부소매,,라운드넥,,,
7254,299232,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,하프,재킷,['퍼프'],['린넨'],,루즈,,,,발목,카키,드레스,['레이스'],민소매,['린넨'],,오버사이즈,카키,7부소매,,,,,
7255,299238,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,롱,가디건,,['레이스'],,오버사이즈,,,,발목,민트,드레스,"['셔링', '레이스']",없음,['린넨'],['무지'],오버사이즈,화이트,7부소매,,,,,
7256,299239,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,롱,가디건,,['레이스'],,오버사이즈,,,,발목,민트,드레스,"['셔링', '레이스']",없음,['린넨'],['무지'],오버사이즈,화이트,7부소매,,,,,
7257,299240,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,롱,가디건,,['레이스'],,오버사이즈,,,,발목,민트,드레스,"['셔링', '레이스']",없음,['린넨'],['무지'],오버사이즈,화이트,7부소매,,,,,
7258,299242,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,롱,가디건,,['레이스'],,오버사이즈,,,,발목,민트,드레스,"['셔링', '레이스']",없음,['린넨'],['무지'],오버사이즈,화이트,7부소매,,,,,
7259,299245,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,롱,가디건,,['레이스'],,오버사이즈,,,,발목,,드레스,"['셔링', '레이스']",,['린넨'],['무지'],오버사이즈,화이트,7부소매,,,,,
7260,299246,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,롱,가디건,,['레이스'],,오버사이즈,,,,발목,,드레스,"['셔링', '레이스']",,['린넨'],['무지'],오버사이즈,화이트,7부소매,,,,,
7261,299247,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,롱,가디건,,['레이스'],,오버사이즈,,,,발목,,드레스,"['셔링', '레이스']",,['린넨'],['무지'],오버사이즈,화이트,7부소매,,,,,
7262,299248,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,롱,가디건,,['레이스'],,오버사이즈,,,,발목,민트,드레스,"['셔링', '레이스']",없음,['린넨'],['무지'],오버사이즈,화이트,7부소매,,,,,
7263,299249,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,롱,가디건,,['레이스'],,오버사이즈,,,,발목,민트,드레스,"['셔링', '레이스']",없음,['린넨'],['무지'],오버사이즈,화이트,7부소매,,,,,
7264,299250,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,롱,가디건,,['레이스'],,오버사이즈,,,,발목,민트,드레스,"['셔링', '레이스']",없음,['린넨'],['무지'],오버사이즈,화이트,7부소매,,,,,
7265,299251,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,롱,가디건,,['레이스'],,오버사이즈,,,,발목,그레이,드레스,"['셔링', '레이스']",없음,['린넨'],['무지'],오버사이즈,브라운,7부소매,,,,,
7266,299252,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,롱,가디건,,['레이스'],,오버사이즈,,,,발목,그레이,드레스,"['셔링', '레이스']",없음,['린넨'],['무지'],오버사이즈,브라운,7부소매,,,,,
7267,299256,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,롱,가디건,,['레이스'],,오버사이즈,,,,발목,,드레스,"['셔링', '레이스']",,['린넨'],['무지'],오버사이즈,브라운,7부소매,,,,,
7268,299257,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,롱,가디건,,['레이스'],,오버사이즈,,,,발목,그레이,드레스,"['셔링', '레이스']",없음,['린넨'],['무지'],오버사이즈,브라운,7부소매,,,,,
7269,299258,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,롱,가디건,,['레이스'],,오버사이즈,,,,발목,그레이,드레스,"['셔링', '레이스']",없음,['린넨'],['무지'],오버사이즈,브라운,7부소매,,,,,
7270,299259,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,롱,가디건,,['레이스'],,오버사이즈,,,,발목,,드레스,"['셔링', '레이스']",,['린넨'],['무지'],오버사이즈,브라운,7부소매,,,,,
7271,299261,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,롱,가디건,,['레이스'],,오버사이즈,,,,발목,민트,드레스,"['셔링', '레이스']",민소매,['린넨'],['무지'],오버사이즈,화이트,7부소매,,,,,
7272,299262,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,롱,가디건,,['레이스'],,오버사이즈,,,,발목,민트,드레스,"['셔링', '레이스']",민소매,['린넨'],['무지'],오버사이즈,화이트,7부소매,,,,,
7273,299273,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,노말,재킷,['단추'],['레이스'],라운드넥,루즈,,,,발목,그레이,드레스,['레이스업'],없음,['레이스'],,루즈,화이트,7부소매,,,,,밴드칼라
7274,299274,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,노말,재킷,['단추'],['레이스'],라운드넥,루즈,,,,발목,그레이,드레스,['레이스업'],없음,['레이스'],,루즈,화이트,7부소매,,,,,밴드칼라
7275,299275,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,노말,재킷,['단추'],['레이스'],라운드넥,루즈,,,,발목,그레이,드레스,['레이스업'],없음,['레이스'],,루즈,화이트,7부소매,,,,,밴드칼라
7276,299278,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,노말,재킷,['단추'],['레이스'],라운드넥,루즈,,,,발목,그레이,드레스,['레이스업'],없음,['레이스'],,루즈,화이트,7부소매,,,,,밴드칼라
7277,299279,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,노말,재킷,['단추'],['레이스'],,루즈,,,,발목,그레이,드레스,['레이스업'],없음,['레이스'],,루즈,화이트,7부소매,,,,,밴드칼라
7278,299287,컨트리,"아우터, 하의, 상의",10,미디,핑크,스커트,"['레이스', '린넨']",,노멀,,화이트,,,,,반팔,,,,,,베스트,['단추'],"['레이스', '린넨']",브이넥,루즈,,['레이스업'],화이트,,,,,,,,,핑크,민소매,화이트,,,,
7279,299288,컨트리,"아우터, 하의, 상의",10,미디,핑크,스커트,"['레이스', '린넨']",,노멀,,화이트,,,,,반팔,,,,,,베스트,['단추'],"['레이스', '린넨']",브이넥,루즈,,['레이스업'],화이트,,,,,,,,,핑크,민소매,화이트,,,,
7280,299289,컨트리,"아우터, 하의, 상의",10,미디,핑크,스커트,"['레이스', '린넨']",,노멀,,화이트,,,,,반팔,,,,,,베스트,['단추'],"['레이스', '린넨']",브이넥,루즈,,['레이스업'],화이트,,,,,,,,,핑크,민소매,화이트,,,,
7281,299293,컨트리,"아우터, 하의, 상의",10,미디,핑크,스커트,"['레이스', '린넨']",,노멀,,화이트,,,,,반팔,,,,,,베스트,['단추'],"['레이스', '린넨']",브이넥,루즈,,['레이스업'],화이트,,,,,,,,,핑크,민소매,화이트,,,,
7282,299294,컨트리,"아우터, 하의",4,미디,핑크,스커트,"['레이스', '린넨']",,노멀,,,,,,,,,,,,,베스트,['단추'],"['레이스', '린넨']",브이넥,루즈,,['레이스업'],화이트,,,,,,,,,핑크,민소매,,,,,
7283,299295,컨트리,"아우터, 하의, 상의",10,미디,핑크,스커트,"['레이스', '린넨']",,노멀,,화이트,,,,,반팔,,,,,,베스트,['단추'],"['레이스', '린넨']",브이넥,루즈,,['레이스업'],화이트,,,,,,,,,핑크,민소매,화이트,,,,
7284,299296,컨트리,"아우터, 하의, 상의",10,미디,핑크,스커트,"['레이스', '린넨']",,노멀,,화이트,,,,,반팔,,,,,,베스트,['단추'],"['레이스', '린넨']",브이넥,루즈,,['레이스업'],화이트,,,,,,,,,핑크,민소매,화이트,,,,
7285,299297,컨트리,"아우터, 하의, 상의",10,미디,핑크,스커트,"['레이스', '린넨']",,노멀,,화이트,,,,,반팔,,,,,,베스트,['단추'],"['레이스', '린넨']",브이넥,루즈,,['레이스업'],화이트,,,,,,,,,핑크,민소매,화이트,,,,
7286,299298,컨트리,"아우터, 하의, 상의",10,미디,핑크,스커트,"['레이스', '린넨']",,노멀,,화이트,,,,,반팔,,,,,,베스트,['단추'],"['레이스', '린넨']",브이넥,루즈,,['레이스업'],화이트,,,,,,,,,핑크,민소매,화이트,,,,
7287,299299,컨트리,"아우터, 하의, 상의",10,미디,핑크,스커트,"['레이스', '린넨']",,노멀,,화이트,,,,,반팔,,,,,,베스트,['단추'],"['레이스', '린넨']",브이넥,루즈,,['레이스업'],화이트,,,,,,,,,핑크,민소매,화이트,,,,
7288,299300,컨트리,"아우터, 하의, 상의",10,미디,핑크,스커트,"['레이스', '린넨']",,노멀,,화이트,,,,,반팔,,,,,,베스트,['단추'],"['레이스', '린넨']",브이넥,루즈,,['레이스업'],화이트,,,,,,,,,핑크,민소매,화이트,,,,
7289,299361,컨트리,"아우터, 하의, 상의",10,미디,퍼플,스커트,['레이스'],,노멀,노멀,화이트,,블라우스,밴드칼라,['레이스업'],7부소매,['레이스'],,노멀,,노말,베스트,,,노카라,노멀,['체크'],"['레이스업', '자수']",,,,,,,,,,퍼플,민소매,화이트,,,,
7290,299362,컨트리,"아우터, 하의, 상의",10,미디,퍼플,스커트,['레이스'],,노멀,노멀,,,블라우스,밴드칼라,['레이스업'],,['레이스'],,노멀,,노말,베스트,,,노카라,노멀,['체크'],"['레이스업', '자수']",,,,,,,,,,퍼플,민소매,화이트,,,,
7291,299363,컨트리,"아우터, 하의, 상의",10,미디,퍼플,스커트,['레이스'],,노멀,노멀,,,블라우스,밴드칼라,['레이스업'],,['레이스'],,노멀,,노말,베스트,,,노카라,노멀,['체크'],"['레이스업', '자수']",,,,,,,,,,퍼플,민소매,화이트,,,,
7292,299364,컨트리,"아우터, 하의, 상의",10,미디,퍼플,스커트,['레이스'],,노멀,노멀,화이트,,블라우스,밴드칼라,['레이스업'],7부소매,['레이스'],,노멀,,노말,베스트,,,노카라,노멀,['체크'],"['레이스업', '자수']",,,,,,,,,,퍼플,민소매,화이트,,,,
7293,299365,컨트리,"아우터, 하의, 상의",10,미디,퍼플,스커트,['레이스'],,노멀,노멀,화이트,,블라우스,밴드칼라,['레이스업'],7부소매,['레이스'],,노멀,,노말,베스트,,,노카라,노멀,['체크'],"['레이스업', '자수']",,,,,,,,,,퍼플,민소매,화이트,,,,
7294,299366,컨트리,"아우터, 하의, 상의",10,미디,퍼플,스커트,['레이스'],,노멀,노멀,화이트,,블라우스,밴드칼라,['레이스업'],7부소매,['레이스'],,노멀,,노말,베스트,,,노카라,노멀,['체크'],"['레이스업', '자수']",,,,,,,,,,퍼플,민소매,화이트,,,,
7295,299367,컨트리,"아우터, 하의, 상의",10,미디,퍼플,스커트,['레이스'],,노멀,노멀,화이트,,블라우스,밴드칼라,['레이스업'],7부소매,['레이스'],,노멀,,노말,베스트,,,노카라,노멀,['체크'],"['레이스업', '자수']",,,,,,,,,,퍼플,민소매,화이트,,,,
7296,299368,컨트리,"아우터, 하의, 상의",10,미디,퍼플,스커트,['레이스'],,노멀,노멀,,,블라우스,밴드칼라,['레이스업'],,['레이스'],,노멀,,노말,베스트,,,노카라,노멀,['체크'],"['레이스업', '자수']",,,,,,,,,,퍼플,민소매,화이트,,,,
7297,299371,컨트리,"아우터, 하의, 상의",10,미디,퍼플,스커트,['레이스'],,노멀,노멀,화이트,,블라우스,밴드칼라,['레이스업'],7부소매,['레이스'],,노멀,,노말,베스트,,,노카라,노멀,['체크'],"['레이스업', '자수']",,,,,,,,,,퍼플,민소매,화이트,,,,
7298,299372,컨트리,"아우터, 하의, 상의",10,미디,퍼플,스커트,['레이스'],,노멀,노멀,화이트,,블라우스,밴드칼라,['레이스업'],7부소매,['레이스'],,노멀,,노말,베스트,,,노카라,노멀,['체크'],"['레이스업', '자수']",,,,,,,,,,퍼플,민소매,화이트,,,,
7299,299373,컨트리,"아우터, 하의, 상의",10,미디,퍼플,스커트,['레이스'],,노멀,노멀,화이트,,블라우스,밴드칼라,['레이스업'],7부소매,['레이스'],,노멀,,노말,베스트,,,노카라,노멀,['체크'],"['레이스업', '자수']",,,,,,,,,,퍼플,민소매,화이트,,,,
7300,299374,컨트리,"아우터, 하의, 상의",10,미디,퍼플,스커트,['레이스'],,노멀,노멀,화이트,,블라우스,밴드칼라,['레이스업'],7부소매,['레이스'],,노멀,,노말,베스트,,,노카라,노멀,['체크'],"['레이스업', '자수']",,,,,,,,,,퍼플,민소매,화이트,,,,
7301,299376,컨트리,"아우터, 하의, 상의",10,미디,퍼플,스커트,['레이스'],,노멀,노멀,화이트,,블라우스,밴드칼라,['레이스업'],7부소매,['레이스'],,노멀,,노말,베스트,,,노카라,노멀,['체크'],"['레이스업', '자수']",,,,,,,,,,퍼플,민소매,화이트,,,,
7302,299377,컨트리,"아우터, 하의, 상의",10,미디,퍼플,스커트,['레이스'],,노멀,노멀,화이트,,블라우스,밴드칼라,['레이스업'],7부소매,['레이스'],,노멀,,노말,베스트,,,노카라,노멀,['체크'],"['레이스업', '자수']",,,,,,,,,,퍼플,민소매,화이트,,,,
7303,299390,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,,,,,,,,발목,,드레스,"['단추', '프릴']",,"['우븐', '레이스']",,루즈,베이지,민소매,,,,,밴드칼라
7304,299391,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,,,,,,,,발목,화이트,드레스,"['단추', '프릴']",반팔,"['우븐', '레이스']",,루즈,베이지,민소매,화이트,,,,밴드칼라
7305,299394,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,,,,,,,,발목,화이트,드레스,"['단추', '프릴']",반팔,"['우븐', '레이스']",,루즈,베이지,민소매,화이트,,,,밴드칼라
7306,299395,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,,,,,,,,발목,화이트,드레스,"['단추', '프릴']",반팔,"['우븐', '레이스']",,루즈,베이지,민소매,화이트,,,,밴드칼라
7307,299396,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,,,,,,,,발목,화이트,드레스,"['단추', '프릴']",반팔,"['우븐', '레이스']",,루즈,베이지,민소매,화이트,,,,밴드칼라
7308,299397,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,,,,,,,,발목,화이트,드레스,"['단추', '프릴']",반팔,"['우븐', '레이스']",,루즈,베이지,민소매,화이트,,,,밴드칼라
7309,299399,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,롱,베스트,['자수'],['우븐'],,루즈,,,,발목,화이트,드레스,"['단추', '프릴']",반팔,"['우븐', '레이스']",,루즈,퍼플,민소매,,,,,밴드칼라
7310,299400,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,,,,,,,,발목,화이트,드레스,"['단추', '프릴']",반팔,"['우븐', '레이스']",,루즈,베이지,민소매,화이트,,,,밴드칼라
7311,299401,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,,,,,,,,발목,,드레스,"['단추', '프릴']",,"['우븐', '레이스']",,루즈,베이지,민소매,,,,,밴드칼라
7312,299402,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,,,,,,,,발목,,드레스,"['단추', '프릴']",,"['우븐', '레이스']",,루즈,베이지,민소매,,,,,밴드칼라
7313,299734,컨트리,"하의, 원피스",1,,베이지,,,,,,,,,,,,,,,,,,,,,,,,,미디,,드레스,['플리츠'],,['우븐'],['무지'],노멀,,,,스퀘어넥,,,
7314,299735,컨트리,"하의, 원피스",1,,베이지,,,,,,,,,,,,,,,,,,,,,,,,,미디,,드레스,['플리츠'],,['우븐'],['무지'],노멀,,,,스퀘어넥,,,
7315,299736,컨트리,"하의, 원피스",1,,베이지,,,,,,,,,,,,,,,,,,,,,,,,,미디,,드레스,['플리츠'],,['우븐'],['무지'],노멀,,,,스퀘어넥,,,
7316,299739,컨트리,"하의, 원피스",1,,베이지,,,,,,,,,,,,,,,,,,,,,,,,,미디,,드레스,['플리츠'],,['우븐'],['무지'],노멀,,,,스퀘어넥,,,
7317,299740,컨트리,"하의, 원피스",1,,베이지,,,,,,,,,,,,,,,,,,,,,,,,,미디,,드레스,['플리츠'],,['우븐'],['무지'],노멀,,,,스퀘어넥,,,
7318,299742,컨트리,"하의, 원피스",1,,베이지,,,,,,,,,,,,,,,,,,,,,,,,,미디,,드레스,['플리츠'],,['우븐'],['무지'],노멀,,,,스퀘어넥,,,
7319,299747,컨트리,"하의, 원피스",1,,베이지,,,,,,,,,,,,,,,,,,,,,,,,,미디,,드레스,['플리츠'],,['우븐'],['무지'],노멀,,,,스퀘어넥,,,
7320,299764,컨트리,"하의, 상의",3,미디,골드,스커트,['우븐'],['무지'],노멀,노멀,,,블라우스,,,,['우븐'],['무지'],노멀,브이넥,,,,,,,,,,,,,,,,,,,,,,,,
7321,299765,컨트리,"하의, 상의",3,미디,골드,스커트,['우븐'],['무지'],노멀,노멀,,,블라우스,,,,['우븐'],['무지'],노멀,브이넥,,,,,,,,,,,,,,,,,,,,,,,,
7322,299766,컨트리,"하의, 상의",3,미디,골드,스커트,['우븐'],['무지'],노멀,노멀,,,블라우스,,,,['우븐'],['무지'],노멀,브이넥,,,,,,,,,,,,,,,,,,,,,,,,
7323,299767,컨트리,"하의, 상의",3,미디,골드,스커트,['우븐'],['무지'],노멀,노멀,,,블라우스,,,,['우븐'],['무지'],노멀,브이넥,,,,,,,,,,,,,,,,,,,,,,,,
7324,299771,컨트리,"하의, 상의",3,미디,골드,스커트,['우븐'],['무지'],노멀,노멀,,,블라우스,,,,['우븐'],['무지'],노멀,브이넥,,,,,,,,,,,,,,,,,,,,,,,,
7325,299772,컨트리,"하의, 상의",3,미디,골드,스커트,['우븐'],['무지'],노멀,노멀,,,블라우스,,,,['우븐'],['무지'],노멀,브이넥,,,,,,,,,,,,,,,,,,,,,,,,
7326,299773,컨트리,"하의, 상의",3,미디,골드,스커트,['우븐'],['무지'],노멀,노멀,,,블라우스,,,,['우븐'],['무지'],노멀,브이넥,,,,,,,,,,,,,,,,,,,,,,,,
7327,299775,컨트리,"하의, 상의",3,미디,골드,스커트,['우븐'],['무지'],노멀,노멀,,,블라우스,,,,['우븐'],['무지'],노멀,브이넥,,,,,,,,,,,,,,,,,,,,,,,,
7328,299776,컨트리,"하의, 상의",3,미디,골드,스커트,['우븐'],['무지'],노멀,노멀,,,블라우스,,,,['우븐'],['무지'],노멀,브이넥,,,,,,,,,,,,,,,,,,,,,,,,
7329,299777,컨트리,"하의, 상의",3,미디,골드,스커트,['우븐'],['무지'],노멀,노멀,,,블라우스,,,,['우븐'],['무지'],노멀,브이넥,,,,,,,,,,,,,,,,,,,,,,,,
7330,304767,컨트리,"하의, 상의",3,발목,화이트,팬츠,['우븐'],['무지'],노멀,,,,니트웨어,,,,['니트'],['무지'],노멀,터틀넥,,,,,,,,,,,,,,,,,,,,,,,,
7331,304771,컨트리,"하의, 상의",3,발목,화이트,팬츠,['우븐'],['무지'],노멀,,화이트,,니트웨어,,,긴팔,['니트'],['무지'],노멀,터틀넥,,,,,,,,,,,,,,,,,,,,,,,,
7332,304773,컨트리,"하의, 상의",3,발목,화이트,팬츠,['우븐'],['무지'],노멀,,,,니트웨어,,,,['니트'],['무지'],노멀,터틀넥,,,,,,,,,,,,,,,,,,,,,,,,
7333,304775,컨트리,"아우터, 하의",4,발목,,팬츠,['우븐'],['무지'],노멀,,,,,,,,,,,,노말,베스트,,['우븐'],노카라,노멀,['무지'],,,,,,,,,,,베이지,민소매,,,,,
7334,305645,컨트리,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],노멀,노멀,브라운,네이비,블라우스,밴드칼라,,긴팔,['우븐'],['플로럴'],루즈,,,,,,,,,,,,,,,,,,,,,,,,,
7335,306181,컨트리,"하의, 상의",3,발목,카키,스커트,['린넨'],['무지'],노멀,,화이트,그레이,티셔츠,,,반팔,['니트'],,,,,,,,,,,['포켓'],,,,,,,,,,,,,,,,
7336,306182,컨트리,"하의, 상의",3,발목,카키,스커트,['린넨'],['무지'],노멀,,화이트,그레이,티셔츠,,,반팔,['니트'],,,,,,,,,,,['포켓'],,,,,,,,,,,,,,,,
7337,306183,컨트리,"하의, 상의",3,발목,카키,스커트,['린넨'],['무지'],노멀,,화이트,그레이,티셔츠,,,반팔,['니트'],['그래픽'],노멀,라운드넥,,,,,,,,['포켓'],,,,,,,,,,,,,,,,
7338,306184,컨트리,"하의, 상의",3,발목,카키,스커트,['린넨'],['무지'],노멀,,화이트,그레이,티셔츠,,,반팔,['니트'],,,,,,,,,,,['포켓'],,,,,,,,,,,,,,,,
7339,306187,컨트리,"하의, 상의",3,발목,카키,스커트,['린넨'],['무지'],노멀,,화이트,그레이,티셔츠,,,반팔,['니트'],,,,,,,,,,,['포켓'],,,,,,,,,,,,,,,,
7340,306189,컨트리,"하의, 상의",3,발목,카키,스커트,['린넨'],['무지'],노멀,,화이트,그레이,티셔츠,,,반팔,['니트'],,,,,,,,,,,['포켓'],,,,,,,,,,,,,,,,
7341,306191,컨트리,"하의, 상의",3,발목,카키,스커트,['린넨'],['무지'],노멀,,화이트,그레이,티셔츠,,,반팔,['니트'],['그래픽'],노멀,라운드넥,,,,,,,,['포켓'],,,,,,,,,,,,,,,,
7342,306192,컨트리,"하의, 상의",3,발목,카키,스커트,['린넨'],['무지'],노멀,,화이트,,,,,반팔,,,,,,,,,,,,['포켓'],,,,,,,,,,,,,,,,
7343,306194,컨트리,"하의, 상의",3,발목,카키,스커트,['린넨'],['무지'],노멀,,화이트,그레이,,,,반팔,,,,,,,,,,,,['포켓'],,,,,,,,,,,,,,,,
7344,309351,컨트리,"하의, 상의",3,,,팬츠,['우븐'],['무지'],,노멀,,,니트웨어,,"['프릴', '퍼프']",,['니트'],['무지'],노멀,라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
7345,309617,컨트리,"하의, 상의",3,미니,그레이,팬츠,['린넨'],['무지'],와이드,노멀,브라운,베이지,니트웨어,,['단추'],반팔,['니트'],['무지'],타이트,라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
7346,309620,컨트리,"하의, 상의",3,미니,그레이,팬츠,['린넨'],['무지'],와이드,노멀,브라운,베이지,니트웨어,,['단추'],반팔,['니트'],['무지'],타이트,라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
