,ID,style,clothing_categories,mix_clothing_categories,하의_기장,하의_색상,하의_서브색상,하의_카테고리,하의_소재,하의_프린트,하의_핏,상의_색상,상의_서브색상,상의_카테고리,상의_디테일,상의_소매기장,상의_소재,상의_프린트,상의_넥라인,상의_핏,하의_디테일,원피스_색상,원피스_서브색상,원피스_소매기장,상의_기장,아우터_기장,아우터_색상,아우터_서브색상,아우터_카테고리,아우터_디테일,아우터_소매기장,아우터_소재,아우터_프린트,아우터_넥라인,아우터_핏,아우터_옷깃,상의_옷깃,원피스_기장,원피스_카테고리,원피스_디테일,원피스_소재,원피스_프린트,원피스_넥라인,원피스_핏,원피스_옷깃
1016,444339,키치,"하의, 상의",3,미니,화이트,,팬츠,['시폰'],['무지'],와이드,스카이블루,화이트,티셔츠,"['레이스', '비즈']",반팔,['저지'],['그래픽'],라운드넥,노멀,['셔링'],,,,노멀,,,,,,,,,,,,,,,,,,,,
1017,444340,키치,"하의, 상의",3,미니,화이트,,팬츠,['시폰'],['무지'],와이드,스카이블루,화이트,티셔츠,"['레이스', '비즈']",반팔,['저지'],['그래픽'],라운드넥,노멀,['셔링'],,,,노멀,,,,,,,,,,,,,,,,,,,,
1018,444342,키치,"하의, 상의",3,미니,화이트,,팬츠,['시폰'],['무지'],와이드,스카이블루,화이트,티셔츠,"['레이스', '비즈']",반팔,['저지'],['그래픽'],라운드넥,노멀,['셔링'],,,,노멀,,,,,,,,,,,,,,,,,,,,
1019,444344,키치,"하의, 상의",3,미니,,,팬츠,['시폰'],['무지'],와이드,스카이블루,화이트,티셔츠,"['레이스', '비즈']",반팔,['저지'],['그래픽'],라운드넥,노멀,['셔링'],,,,노멀,,,,,,,,,,,,,,,,,,,,
1020,445494,키치,"하의, 상의",3,맥시,스카이블루,,청바지,['데님'],,루즈,퍼플,오렌지,탑,,반팔,['저지'],"['스트라이프', '레터링']",라운드넥,노멀,"['롤업', '디스트로이드']",,,,크롭,,,,,,,,,,,,,,,,,,,,
1021,445495,키치,"하의, 상의",3,맥시,스카이블루,,청바지,['데님'],,루즈,퍼플,오렌지,탑,,반팔,['저지'],"['스트라이프', '레터링']",라운드넥,노멀,"['롤업', '디스트로이드']",,,,크롭,,,,,,,,,,,,,,,,,,,,
1022,445497,키치,"하의, 상의",3,맥시,스카이블루,,청바지,['데님'],,루즈,퍼플,오렌지,탑,,반팔,['저지'],"['스트라이프', '레터링']",라운드넥,노멀,"['롤업', '디스트로이드']",,,,크롭,,,,,,,,,,,,,,,,,,,,
1023,445499,키치,"하의, 상의",3,맥시,스카이블루,,청바지,['데님'],,루즈,퍼플,오렌지,탑,,반팔,['저지'],"['스트라이프', '레터링']",라운드넥,노멀,"['롤업', '디스트로이드']",,,,크롭,,,,,,,,,,,,,,,,,,,,
1024,447351,키치,"원피스, 상의",5,,,,,,,,,,티셔츠,['드롭숄더'],,['저지'],"['그래픽', '레터링']",라운드넥,루즈,,핑크,화이트,긴팔,롱,,,,,,,,,,,,,,,,,,,,
1025,447353,키치,"원피스, 상의",5,,,,,,,,,,티셔츠,['드롭숄더'],,['저지'],"['그래픽', '레터링']",라운드넥,루즈,,핑크,화이트,긴팔,롱,,,,,,,,,,,,,,,,,,,,
1026,447358,키치,"원피스, 상의",5,,,,,,,,,,티셔츠,['드롭숄더'],,['저지'],"['그래픽', '레터링']",라운드넥,루즈,,핑크,화이트,긴팔,롱,,,,,,,,,,,,,,,,,,,,
1027,447359,키치,"원피스, 상의",5,,,,,,,,,,티셔츠,['드롭숄더'],,['저지'],"['그래픽', '레터링']",라운드넥,루즈,,핑크,화이트,긴팔,롱,,,,,,,,,,,,,,,,,,,,
1028,451154,키치,"원피스, 상의",5,,,,,,,,,,티셔츠,,,['우븐'],['스트라이프'],유넥,노멀,,블랙,,민소매,,,,,,,,,,,,,,미디,드레스,,['우븐'],['무지'],,노멀,
1029,451155,키치,"원피스, 상의",5,,,,,,,,,,티셔츠,,,['우븐'],['스트라이프'],유넥,노멀,,블랙,,민소매,,,,,,,,,,,,,,미디,드레스,,['우븐'],['무지'],,노멀,
1030,451156,키치,"원피스, 상의",5,,,,,,,,,,티셔츠,,,['우븐'],['스트라이프'],유넥,노멀,,블랙,,민소매,,,,,,,,,,,,,,미디,드레스,,['우븐'],['무지'],,노멀,
1031,451159,키치,"원피스, 상의",5,,,,,,,,,,티셔츠,,,['우븐'],['스트라이프'],유넥,노멀,,블랙,,민소매,,,,,,,,,,,,,,미디,드레스,,['우븐'],['무지'],,노멀,
1032,451160,키치,"원피스, 상의",5,,,,,,,,,,티셔츠,,,['우븐'],['스트라이프'],유넥,노멀,,블랙,,민소매,,,,,,,,,,,,,,미디,드레스,,['우븐'],['무지'],,노멀,
1033,451161,키치,"원피스, 상의",5,,,,,,,,,,티셔츠,,,['우븐'],['스트라이프'],유넥,노멀,,블랙,,민소매,,,,,,,,,,,,,,미디,드레스,,['우븐'],['무지'],,노멀,
1034,451162,키치,"원피스, 상의",5,,,,,,,,,,티셔츠,,,['우븐'],['스트라이프'],유넥,노멀,,블랙,,민소매,,,,,,,,,,,,,,미디,드레스,,['우븐'],['무지'],,노멀,
1035,451163,키치,"원피스, 상의",5,,,,,,,,,,티셔츠,,,['우븐'],['스트라이프'],유넥,노멀,,블랙,,민소매,,,,,,,,,,,,,,미디,드레스,,['우븐'],['무지'],,노멀,
1036,451271,키치,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,블랙,화이트,민소매,,노말,,,가디건,['단추'],,['니트'],['무지'],,노멀,,,미디,드레스,['플레어'],['실크'],['도트'],,루즈,
1037,451272,키치,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,블랙,,없음,,노말,베이지,,가디건,['단추'],7부소매,['니트'],['무지'],,노멀,,,미디,드레스,['플레어'],['실크'],['도트'],,루즈,
1038,451273,키치,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,블랙,,없음,,노말,베이지,,가디건,['단추'],7부소매,['니트'],['무지'],,노멀,,,미디,드레스,['플레어'],['실크'],['도트'],,루즈,
1039,463551,키치,"하의, 상의",3,,네이비,,,,,,옐로우,화이트,티셔츠,"['리본', '자수']",7부소매,['저지'],['그래픽'],라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1040,463552,키치,"하의, 상의",3,,네이비,,,,,,옐로우,화이트,티셔츠,"['리본', '자수']",7부소매,['저지'],['그래픽'],라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1041,463553,키치,"하의, 상의",3,니렝스,네이비,,팬츠,['우븐'],,노멀,옐로우,화이트,티셔츠,"['리본', '자수']",7부소매,['저지'],['그래픽'],라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1042,463554,키치,"하의, 상의",3,니렝스,네이비,,팬츠,['우븐'],,노멀,옐로우,화이트,티셔츠,"['리본', '자수']",7부소매,['저지'],['그래픽'],라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1043,463555,키치,"하의, 상의",3,니렝스,네이비,,팬츠,['우븐'],,노멀,옐로우,화이트,티셔츠,"['리본', '자수']",7부소매,['저지'],['그래픽'],라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1044,463556,키치,"하의, 상의",3,니렝스,네이비,,팬츠,['우븐'],,노멀,옐로우,화이트,티셔츠,"['리본', '자수']",7부소매,['저지'],['그래픽'],라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1045,463557,키치,"하의, 상의",3,니렝스,네이비,,팬츠,['우븐'],,노멀,옐로우,화이트,티셔츠,"['리본', '자수']",7부소매,['저지'],['그래픽'],라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1046,463558,키치,"하의, 상의",3,,네이비,,,,,,옐로우,화이트,티셔츠,"['리본', '자수']",7부소매,['저지'],['그래픽'],라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1047,463561,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],,노멀,핑크,화이트,티셔츠,"['레이스', '패치워크', '스팽글']",반팔,['저지'],['그래픽'],라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1048,463562,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],,노멀,핑크,화이트,티셔츠,"['레이스', '패치워크', '스팽글']",반팔,['저지'],['그래픽'],라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1049,463563,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],,노멀,핑크,화이트,티셔츠,"['레이스', '패치워크', '스팽글']",반팔,['저지'],['그래픽'],라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1050,463564,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],,노멀,핑크,화이트,티셔츠,"['레이스', '패치워크', '스팽글']",반팔,['저지'],['그래픽'],라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1051,463565,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],,노멀,핑크,화이트,티셔츠,"['레이스', '패치워크', '스팽글']",반팔,['저지'],['그래픽'],라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1052,463566,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],,노멀,핑크,화이트,티셔츠,"['레이스', '패치워크', '스팽글']",반팔,['저지'],['그래픽'],라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1053,463567,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],,노멀,핑크,화이트,티셔츠,"['레이스', '패치워크', '스팽글']",반팔,['저지'],['그래픽'],라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1054,463568,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],,노멀,핑크,화이트,티셔츠,"['레이스', '패치워크', '스팽글']",반팔,['저지'],['그래픽'],라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1055,463571,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],,노멀,블랙,핑크,티셔츠,"['러플', '자수']",반팔,"['메시', '저지']",,라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1056,463572,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],,노멀,블랙,핑크,티셔츠,"['러플', '자수']",반팔,"['메시', '저지']",,라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1057,463573,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],,노멀,블랙,핑크,티셔츠,"['러플', '자수']",반팔,"['메시', '저지']",,라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1058,463574,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],,노멀,블랙,핑크,티셔츠,"['러플', '자수']",반팔,"['메시', '저지']",,라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1059,463575,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],,노멀,블랙,핑크,티셔츠,"['러플', '자수']",반팔,"['메시', '저지']",,라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1060,463576,키치,"하의, 상의",3,,화이트,,,,,,블랙,핑크,티셔츠,"['러플', '자수']",반팔,"['메시', '저지']",,라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1061,463577,키치,"하의, 상의",3,,화이트,,,,,,블랙,핑크,티셔츠,"['러플', '자수']",반팔,"['메시', '저지']",,라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1062,463578,키치,"하의, 상의",3,,화이트,,,,,,블랙,핑크,티셔츠,"['러플', '자수']",반팔,"['메시', '저지']",,라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1063,476222,키치,"하의, 상의",3,,블루,,,,,,화이트,블랙,블라우스,['러플'],반팔,['우븐'],"['스트라이프', '그래픽']",원숄더,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1064,476223,키치,"하의, 상의",3,,블루,,,,,,화이트,블랙,블라우스,['러플'],반팔,['우븐'],"['스트라이프', '그래픽']",원숄더,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1065,476224,키치,"하의, 상의",3,,블루,,,,,,화이트,블랙,블라우스,['러플'],반팔,['우븐'],"['스트라이프', '그래픽']",원숄더,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1066,476225,키치,"하의, 상의",3,,블루,,,,,,화이트,블랙,블라우스,['러플'],반팔,['우븐'],"['스트라이프', '그래픽']",원숄더,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1067,476636,키치,"하의, 상의",3,미니,,,팬츠,['린넨'],['무지'],노멀,옐로우,화이트,블라우스,"['띠', '스티치', '자수', '퀄팅']",반팔,"['린넨', '시폰']","['플로럴', '무지']",,노멀,['포켓'],,,,노멀,,,,,,,,,,,,세일러칼라,,,,,,,,
1068,479140,키치,"하의, 상의",3,,블루,,,,,,블랙,화이트,블라우스,"['레이스', '단추']",긴팔,"['레이스', '우븐']",['무지'],라운드넥,루즈,,,,,노멀,,,,,,,,,,,,세일러칼라,,,,,,,,
1069,479141,키치,"하의, 상의",3,발목,블루,,청바지,['데님'],,스키니,블랙,화이트,블라우스,"['레이스', '단추']",긴팔,"['레이스', '우븐']",['무지'],라운드넥,루즈,,,,,노멀,,,,,,,,,,,,세일러칼라,,,,,,,,
1070,479144,키치,"하의, 상의",3,발목,블루,,청바지,['데님'],,스키니,블랙,화이트,블라우스,"['레이스', '단추']",긴팔,"['레이스', '우븐']",['무지'],라운드넥,루즈,,,,,노멀,,,,,,,,,,,,세일러칼라,,,,,,,,
1071,480831,키치,"하의, 상의",3,미디,네이비,,청바지,['데님'],['무지'],노멀,화이트,레드,블라우스,['퍼프'],긴팔,['우븐'],['스트라이프'],라운드넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1072,480834,키치,"하의, 상의",3,미디,네이비,,청바지,['데님'],['무지'],노멀,화이트,레드,블라우스,['퍼프'],긴팔,['우븐'],['스트라이프'],라운드넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1073,481396,키치,"하의, 상의",3,,화이트,,,,,,오렌지,,블라우스,"['셔링', '퍼프']",반팔,['우븐'],['무지'],스퀘어넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1074,481399,키치,"하의, 상의",3,,블루,,,,,,레드,화이트,블라우스,"['셔링', '포켓']",반팔,['우븐'],['도트'],브이넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
1075,481401,키치,"하의, 상의",3,,블루,,,,,,레드,화이트,블라우스,"['셔링', '포켓']",반팔,['우븐'],['도트'],브이넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
1076,481402,키치,"하의, 상의",3,,블루,,,,,,레드,화이트,블라우스,"['셔링', '포켓']",반팔,['우븐'],['도트'],브이넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
1077,481403,키치,"하의, 상의",3,,블루,,,,,,레드,화이트,블라우스,"['셔링', '포켓']",반팔,['우븐'],['도트'],브이넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
1078,481404,키치,"하의, 상의",3,,블루,,,,,,레드,화이트,블라우스,"['셔링', '포켓']",반팔,['우븐'],['도트'],브이넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
1079,481405,키치,"하의, 상의",3,,블루,,,,,,레드,화이트,블라우스,"['셔링', '포켓']",반팔,['우븐'],['도트'],브이넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
1080,481411,키치,"하의, 상의",3,발목,블루,,청바지,['데님'],['무지'],노멀,레드,화이트,블라우스,['셔링'],반팔,['우븐'],['도트'],,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
1081,484127,키치,"하의, 상의",3,,스카이블루,퍼플,스커트,['우븐'],['플로럴'],노멀,화이트,,블라우스,"['레이스', '퍼프']",반팔,"['우븐', '레이스']",['무지'],스퀘어넥,노멀,"['셔링', '프릴']",,,,,,,,,,,,,,,,,,,,,,,,
1082,484129,키치,"하의, 상의",3,미니,스카이블루,퍼플,스커트,['우븐'],['플로럴'],루즈,화이트,,블라우스,"['레이스', '퍼프']",반팔,"['우븐', '레이스']",['무지'],스퀘어넥,노멀,"['셔링', '프릴']",,,,,,,,,,,,,,,,,,,,,,,,
1083,484132,키치,"하의, 상의",3,미니,스카이블루,퍼플,스커트,['우븐'],['플로럴'],루즈,화이트,,블라우스,"['레이스', '퍼프']",반팔,"['우븐', '레이스']",['무지'],스퀘어넥,노멀,"['셔링', '프릴']",,,,,,,,,,,,,,,,,,,,,,,,
1084,488214,키치,"하의, 상의",3,,스카이블루,,,,,,스카이블루,,니트웨어,['단추'],반팔,"['우븐', '니트']",['무지'],,노멀,,,,,노멀,,,,,,,,,,,,세일러칼라,,,,,,,,
1085,488215,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],,루즈,옐로우,,니트웨어,"['단추', '니트꽈베기']",반팔,"['우븐', '니트']","['무지', '그래픽']",,노멀,,,,,크롭,,,,,,,,,,,,세일러칼라,,,,,,,,
1086,488216,키치,"하의, 상의",3,미니,화이트,,스커트,['우븐'],['무지'],노멀,퍼플,,니트웨어,"['단추', '니트꽈베기']",반팔,"['우븐', '니트']","['무지', '그래픽']",,노멀,['단추'],,,,크롭,,,,,,,,,,,,세일러칼라,,,,,,,,
1087,488217,키치,"하의, 상의",3,,스카이블루,,,,,,스카이블루,,니트웨어,"['단추', '니트꽈베기']",반팔,"['우븐', '니트']","['무지', '그래픽']",,노멀,,,,,크롭,,,,,,,,,,,,세일러칼라,,,,,,,,
1088,488218,키치,"하의, 상의",3,발목,스카이블루,,청바지,['데님'],,스키니,스카이블루,,니트웨어,"['단추', '니트꽈베기']",반팔,"['우븐', '니트']","['무지', '그래픽']",,노멀,"['단추', '포켓']",,,,크롭,,,,,,,,,,,,세일러칼라,,,,,,,,
1089,488219,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],,루즈,옐로우,,니트웨어,"['단추', '니트꽈베기']",반팔,"['우븐', '니트']","['무지', '그래픽']",,노멀,,,,,크롭,,,,,,,,,,,,세일러칼라,,,,,,,,
1090,488220,키치,"하의, 상의",3,미니,화이트,,스커트,['우븐'],['무지'],노멀,퍼플,,니트웨어,"['단추', '니트꽈베기']",반팔,"['우븐', '니트']","['무지', '그래픽']",,노멀,['단추'],,,,크롭,,,,,,,,,,,,세일러칼라,,,,,,,,
1091,488223,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],,루즈,옐로우,,니트웨어,"['단추', '니트꽈베기']",반팔,"['우븐', '니트']","['무지', '그래픽']",,노멀,,,,,크롭,,,,,,,,,,,,세일러칼라,,,,,,,,
1092,488224,키치,"하의, 상의",3,,화이트,,,,,,퍼플,,니트웨어,"['단추', '니트꽈베기']",반팔,"['우븐', '니트']","['무지', '그래픽']",,노멀,,,,,크롭,,,,,,,,,,,,세일러칼라,,,,,,,,
1093,489083,키치,"아우터, 상의",2,,,,,,,,퍼플,네온,,,긴팔,,,,,,,,,,하프,,,가디건,"['단추', '포켓']",,['니트'],['체크'],브이넥,루즈,,,,,,,,,,
1094,489084,키치,"아우터, 상의",2,,,,,,,,퍼플,네온,,,긴팔,,,,,,,,,,하프,,,가디건,"['단추', '포켓']",,['니트'],['체크'],브이넥,루즈,,,,,,,,,,
1095,489085,키치,"아우터, 하의, 상의",10,미디,,,청바지,['데님'],['무지'],벨보텀,퍼플,네온,,,긴팔,,,,,,,,,,하프,,,가디건,,,['니트'],['체크'],,루즈,,,,,,,,,,
1096,489086,키치,"아우터, 하의, 상의",10,미디,,,청바지,['데님'],['무지'],벨보텀,퍼플,네온,,,긴팔,,,,,,,,,,하프,,,가디건,,,['니트'],['체크'],,루즈,,,,,,,,,,
1097,489087,키치,"아우터, 상의",2,,,,,,,,퍼플,네온,,,긴팔,,,,,,,,,,하프,,,가디건,"['단추', '포켓']",,['니트'],['체크'],브이넥,루즈,,,,,,,,,,
1098,489090,키치,"아우터, 하의, 상의",10,미디,스카이블루,,청바지,['데님'],['무지'],벨보텀,퍼플,네온,,,긴팔,,,,,,,,,,하프,,,가디건,,,['니트'],['체크'],,루즈,,,,,,,,,,
1099,489091,키치,"아우터, 하의, 상의",10,미디,스카이블루,,청바지,['데님'],['무지'],벨보텀,퍼플,네온,,,긴팔,,,,,,,,,,하프,,,가디건,,,['니트'],['체크'],,루즈,,,,,,,,,,
1100,489206,키치,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,,,롱,와인,,가디건,"['단추', '퍼프']",긴팔,['저지'],['무지'],브이넥,노멀,,,,드레스,"['프릴', '리본']",['우븐'],['체크'],,루즈,보우칼라
1101,489207,키치,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,,,롱,와인,,가디건,"['단추', '퍼프']",긴팔,['저지'],['무지'],브이넥,노멀,,,,드레스,"['프릴', '리본']",['우븐'],['체크'],,루즈,보우칼라
1102,489210,키치,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,,,롱,와인,,가디건,"['단추', '퍼프']",긴팔,['저지'],['무지'],노카라,노멀,,,미디,드레스,"['프릴', '리본', '러플', '스트링']",['우븐'],['체크'],,루즈,보우칼라
1103,489211,키치,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,,,롱,와인,,가디건,"['단추', '퍼프']",긴팔,['저지'],['무지'],노카라,노멀,,,,드레스,"['프릴', '리본', '러플']",['우븐'],['체크'],,루즈,보우칼라
1104,489212,키치,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,,,롱,와인,,가디건,"['단추', '퍼프']",긴팔,['저지'],['무지'],노카라,노멀,,,,드레스,"['프릴', '리본', '러플']",['우븐'],['체크'],,루즈,보우칼라
1105,489213,키치,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,,,롱,와인,,가디건,"['단추', '퍼프']",긴팔,['저지'],['무지'],노카라,노멀,,,,드레스,"['프릴', '리본', '러플']",['우븐'],['체크'],,루즈,보우칼라
1106,489214,키치,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,,,롱,와인,,가디건,"['단추', '퍼프']",긴팔,['저지'],['무지'],노카라,노멀,,,,드레스,"['프릴', '리본', '러플']",['우븐'],['체크'],,루즈,보우칼라
1107,489215,키치,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,,,하프,베이지,,가디건,"['단추', '퍼프']",긴팔,['저지'],['무지'],브이넥,노멀,,,,드레스,['프릴'],['우븐'],['무지'],라운드넥,,피터팬칼라
1108,489216,키치,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,,,하프,베이지,,가디건,"['단추', '퍼프']",긴팔,['저지'],['무지'],브이넥,노멀,,,,드레스,['프릴'],['우븐'],['무지'],라운드넥,,피터팬칼라
1109,489218,키치,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,,,하프,베이지,,가디건,"['단추', '퍼프']",긴팔,['저지'],['무지'],브이넥,노멀,,,,드레스,['프릴'],['우븐'],['무지'],라운드넥,,피터팬칼라
1110,492264,키치,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,,,크롭,스카이블루,실버,재킷,"['퍼프', '포켓', '셔링', '스티치']",반팔,['데님'],['무지'],,노멀,셔츠칼라,,미디,드레스,['셔링'],"['우븐', '레이스']",['무지'],라운드넥,루즈,
1111,492265,키치,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,,,크롭,스카이블루,실버,재킷,"['퍼프', '포켓', '셔링', '스티치']",반팔,['데님'],['무지'],,노멀,셔츠칼라,,미디,드레스,['셔링'],"['우븐', '레이스']",['무지'],라운드넥,루즈,
1112,492269,키치,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,,,크롭,스카이블루,실버,재킷,"['퍼프', '포켓', '셔링', '스티치']",반팔,['데님'],['무지'],,노멀,셔츠칼라,,미디,드레스,['셔링'],"['우븐', '레이스']",['무지'],라운드넥,루즈,
1113,492598,키치,"아우터, 하의",4,미디,,,스커트,['우븐'],['무지'],노멀,,,,,,,,,,,,,,,하프,핑크,화이트,짚업,['드롭숄더'],긴팔,['저지'],['무지'],후드,루즈,,,,,,,,,,
1114,49389,키치,"하의, 상의",3,발목,화이트,,팬츠,['데님'],['무지'],벨보텀,레드,화이트,니트웨어,['단추'],긴팔,['니트'],,라운드넥,타이트,,,,,노멀,,,,,,,,,,,,폴로칼라,,,,,,,,
1115,49396,키치,"하의, 상의",3,발목,화이트,,팬츠,['데님'],['무지'],벨보텀,레드,화이트,니트웨어,['단추'],긴팔,['니트'],,라운드넥,타이트,,,,,노멀,,,,,,,,,,,,폴로칼라,,,,,,,,
1116,502992,키치,"하의, 상의",3,발목,,,팬츠,['플리스'],['그래픽'],루즈,핑크,,티셔츠,"['러플', '프릴', '레이스', '드롭숄더']",긴팔,['플리스'],['그래픽'],라운드넥,오버사이즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1117,502993,키치,"하의, 상의",3,발목,,,팬츠,['플리스'],['그래픽'],루즈,퍼플,,티셔츠,"['레이스', '프릴', '러플']",긴팔,['플리스'],['그래픽'],라운드넥,오버사이즈,['러플'],,,,노멀,,,,,,,,,,,,,,,,,,,,
1118,502994,키치,"하의, 상의",3,발목,,,팬츠,['플리스'],['그래픽'],루즈,퍼플,,티셔츠,"['레이스', '프릴', '러플']",긴팔,['플리스'],['그래픽'],라운드넥,오버사이즈,['러플'],,,,노멀,,,,,,,,,,,,,,,,,,,,
1119,502996,키치,"하의, 상의",3,발목,,,팬츠,['플리스'],['그래픽'],루즈,핑크,,티셔츠,"['러플', '프릴', '레이스', '드롭숄더']",긴팔,['플리스'],['그래픽'],라운드넥,오버사이즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1120,502997,키치,"하의, 상의",3,발목,,,팬츠,['플리스'],['그래픽'],와이드,퍼플,,티셔츠,"['레이스', '프릴', '러플']",긴팔,['플리스'],['그래픽'],라운드넥,오버사이즈,"['프릴', '러플']",,,,노멀,,,,,,,,,,,,,,,,,,,,
1121,502998,키치,"하의, 상의",3,발목,,,팬츠,['플리스'],['그래픽'],루즈,핑크,,티셔츠,"['러플', '프릴', '레이스', '드롭숄더']",긴팔,['플리스'],['그래픽'],라운드넥,오버사이즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1122,503365,키치,"하의, 상의",3,발목,,,래깅스,['저지'],['레터링'],스키니,그레이,레드,후드티,,긴팔,['니트'],"['레터링', '그래픽']",라운드넥,루즈,,,,,롱,,,,,,,,,,,,,,,,,,,,
1123,503367,키치,"하의, 상의",3,발목,,,래깅스,['저지'],['레터링'],스키니,그레이,레드,후드티,,긴팔,['니트'],"['레터링', '그래픽']",라운드넥,루즈,,,,,롱,,,,,,,,,,,,,,,,,,,,
1124,503368,키치,"하의, 상의",3,발목,,,래깅스,['저지'],['레터링'],스키니,그레이,레드,후드티,,긴팔,['니트'],"['레터링', '그래픽']",라운드넥,루즈,,,,,롱,,,,,,,,,,,,,,,,,,,,
1125,503370,키치,"하의, 상의",3,발목,블랙,,래깅스,['저지'],['레터링'],스키니,그레이,레드,후드티,,긴팔,['니트'],"['레터링', '그래픽']",라운드넥,루즈,,,,,롱,,,,,,,,,,,,,,,,,,,,
1126,503371,키치,"하의, 상의",3,발목,블랙,,래깅스,['저지'],['레터링'],스키니,그레이,레드,,,긴팔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,503372,키치,"하의, 상의",3,,블랙,,,,,,그레이,레드,후드티,,긴팔,['니트'],"['레터링', '그래픽']",라운드넥,루즈,,,,,롱,,,,,,,,,,,,,,,,,,,,
