,ID,style,clothing_categories,mix_clothing_categories,아우터_기장,아우터_색상,아우터_카테고리,아우터_디테일,아우터_소매기장,아우터_소재,아우터_넥라인,아우터_핏,하의_기장,하의_색상,하의_카테고리,하의_디테일,하의_핏,아우터_프린트,원피스_기장,원피스_카테고리,원피스_디테일,원피스_프린트,원피스_넥라인,원피스_핏,아우터_서브색상,아우터_옷깃,원피스_색상,원피스_소매기장,원피스_소재,원피스_서브색상,하의_서브색상,하의_소재,하의_프린트,상의_색상,상의_서브색상,상의_카테고리,상의_소매기장,상의_소재,상의_프린트,상의_넥라인,상의_핏,상의_기장,상의_디테일,상의_옷깃,원피스_옷깃
713,527819,프레피,"아우터, 상의",2,노말,베이지,베스트,['드롭숄더'],캡,['니트'],브이넥,루즈,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['무지'],라운드넥,루즈,노멀,['단추'],셔츠칼라,
714,527820,프레피,"아우터, 상의",2,노말,베이지,베스트,['드롭숄더'],캡,['니트'],브이넥,루즈,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['무지'],라운드넥,루즈,노멀,['단추'],셔츠칼라,
715,527823,프레피,"아우터, 상의",2,노말,베이지,베스트,['드롭숄더'],캡,['니트'],브이넥,루즈,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['무지'],라운드넥,루즈,노멀,['단추'],셔츠칼라,
716,527824,프레피,"아우터, 상의",2,노말,베이지,베스트,['드롭숄더'],캡,['니트'],브이넥,루즈,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['무지'],라운드넥,루즈,노멀,['단추'],셔츠칼라,
717,527825,프레피,"아우터, 상의",2,노말,베이지,베스트,['드롭숄더'],캡,['니트'],브이넥,루즈,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['무지'],라운드넥,루즈,노멀,['단추'],셔츠칼라,
718,527826,프레피,"아우터, 상의",2,노말,베이지,베스트,['드롭숄더'],캡,['니트'],브이넥,루즈,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['무지'],라운드넥,루즈,노멀,"['단추', '롤업']",셔츠칼라,
719,527827,프레피,"아우터, 상의",2,노말,베이지,베스트,['드롭숄더'],캡,['니트'],브이넥,루즈,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['무지'],라운드넥,루즈,노멀,['단추'],셔츠칼라,
720,527828,프레피,"아우터, 상의",2,노말,베이지,베스트,['드롭숄더'],캡,['니트'],브이넥,루즈,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['무지'],라운드넥,루즈,노멀,"['단추', '롤업']",셔츠칼라,
721,527829,프레피,"아우터, 상의",2,노말,베이지,베스트,['드롭숄더'],캡,['니트'],브이넥,루즈,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['무지'],라운드넥,루즈,노멀,"['단추', '롤업']",셔츠칼라,
722,52783,프레피,"하의, 상의",3,,,,,,,,,미디,레드,스커트,['플레어'],와이드,,,,,,,,,,,,,,화이트,['니트'],['지그재그'],블랙,,,민소매,,,,,,,,
723,527830,프레피,"아우터, 상의",2,노말,베이지,베스트,['드롭숄더'],캡,['니트'],브이넥,루즈,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['무지'],라운드넥,루즈,노멀,['단추'],셔츠칼라,
724,527917,프레피,"아우터, 상의",2,노말,베이지,베스트,,캡,['니트'],브이넥,루즈,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['무지'],브이넥,루즈,노멀,['드롭숄더'],셔츠칼라,
725,527918,프레피,"아우터, 상의",2,노말,베이지,베스트,,캡,['니트'],브이넥,루즈,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['무지'],브이넥,루즈,노멀,['드롭숄더'],셔츠칼라,
726,527919,프레피,"아우터, 상의",2,노말,베이지,베스트,,캡,['니트'],브이넥,루즈,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['무지'],브이넥,루즈,노멀,['드롭숄더'],셔츠칼라,
727,527920,프레피,"아우터, 하의, 상의",10,노말,베이지,베스트,,민소매,['니트'],브이넥,루즈,발목,블루,청바지,['롤업'],루즈,['무지'],,,,,,,,,,,,,,['데님'],['무지'],화이트,,셔츠,긴팔,['우븐'],['무지'],브이넥,루즈,노멀,['드롭숄더'],셔츠칼라,
728,527923,프레피,"아우터, 상의",2,노말,베이지,베스트,,캡,['니트'],브이넥,루즈,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['무지'],브이넥,루즈,노멀,['드롭숄더'],셔츠칼라,
729,527924,프레피,"아우터, 상의",2,노말,베이지,베스트,,캡,['니트'],브이넥,루즈,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['무지'],브이넥,루즈,노멀,['드롭숄더'],셔츠칼라,
730,527925,프레피,"아우터, 상의",2,노말,베이지,베스트,,캡,['니트'],브이넥,루즈,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['무지'],브이넥,루즈,노멀,['드롭숄더'],셔츠칼라,
731,527926,프레피,"아우터, 하의, 상의",10,노말,베이지,베스트,,민소매,['니트'],브이넥,루즈,발목,블루,청바지,['롤업'],루즈,['무지'],,,,,,,,,,,,,,['데님'],['무지'],화이트,,셔츠,긴팔,['우븐'],['무지'],브이넥,루즈,노멀,['드롭숄더'],셔츠칼라,
732,527927,프레피,"아우터, 상의",2,노말,베이지,베스트,,민소매,['니트'],,루즈,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['무지'],,루즈,노멀,['드롭숄더'],셔츠칼라,
733,527928,프레피,"아우터, 하의, 상의",10,노말,베이지,베스트,,민소매,['니트'],브이넥,루즈,발목,블루,청바지,['롤업'],루즈,['무지'],,,,,,,,,,,,,,['데님'],['무지'],화이트,,셔츠,긴팔,['우븐'],['무지'],브이넥,루즈,노멀,['드롭숄더'],셔츠칼라,
734,527929,프레피,"아우터, 상의",2,노말,베이지,베스트,,캡,['니트'],브이넥,루즈,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['무지'],브이넥,루즈,노멀,['드롭숄더'],셔츠칼라,
735,527930,프레피,"아우터, 상의",2,노말,베이지,베스트,,민소매,['니트'],브이넥,루즈,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['무지'],브이넥,루즈,노멀,['드롭숄더'],셔츠칼라,
736,527933,프레피,"아우터, 상의",2,노말,베이지,베스트,,캡,['니트'],브이넥,루즈,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['무지'],브이넥,루즈,노멀,['드롭숄더'],셔츠칼라,
737,527934,프레피,"아우터, 하의, 상의",10,노말,베이지,베스트,,민소매,['니트'],브이넥,루즈,발목,블루,청바지,['롤업'],루즈,['무지'],,,,,,,,,,,,,,['데님'],['무지'],화이트,,셔츠,긴팔,['우븐'],['무지'],브이넥,루즈,노멀,['드롭숄더'],셔츠칼라,
738,527935,프레피,"아우터, 상의",2,노말,베이지,베스트,,캡,['니트'],브이넥,루즈,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['무지'],브이넥,루즈,노멀,['드롭숄더'],셔츠칼라,
739,527936,프레피,"아우터, 하의, 상의",10,노말,베이지,베스트,,민소매,['니트'],브이넥,루즈,발목,블루,청바지,['롤업'],루즈,['무지'],,,,,,,,,,,,,,['데님'],['무지'],화이트,,셔츠,긴팔,['우븐'],['무지'],브이넥,루즈,노멀,['드롭숄더'],셔츠칼라,
740,527937,프레피,"아우터, 상의",2,노말,베이지,베스트,,민소매,['니트'],,루즈,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['무지'],,루즈,노멀,['드롭숄더'],셔츠칼라,
741,527938,프레피,"아우터, 하의, 상의",10,노말,베이지,베스트,,민소매,['니트'],브이넥,루즈,발목,블루,청바지,['롤업'],루즈,['무지'],,,,,,,,,,,,,,['데님'],['무지'],화이트,,셔츠,긴팔,['우븐'],['무지'],브이넥,루즈,노멀,['드롭숄더'],셔츠칼라,
742,527939,프레피,"아우터, 하의, 상의",10,노말,베이지,베스트,,민소매,['니트'],브이넥,루즈,발목,블루,청바지,['롤업'],루즈,['무지'],,,,,,,,,,,,,,['데님'],['무지'],화이트,,셔츠,긴팔,['우븐'],['무지'],브이넥,루즈,노멀,['드롭숄더'],셔츠칼라,
743,532326,프레피,"원피스, 상의",5,,,,,,,,,,,,,,,미디,드레스,"['셔링', '플리츠']",['무지'],스퀘어넥,루즈,,,블랙,민소매,['우븐'],,,,,,,니트웨어,,['저지'],['무지'],터틀넥,노멀,,,,
744,532327,프레피,"원피스, 상의",5,,,,,,,,,,,,,,,미디,드레스,"['셔링', '플리츠']",['무지'],스퀘어넥,루즈,,,블루,민소매,['우븐'],,,,,,,니트웨어,,['저지'],['무지'],터틀넥,노멀,,,,
745,532329,프레피,"원피스, 상의",5,,,,,,,,,,,,,,,미디,드레스,"['셔링', '플리츠']",['무지'],스퀘어넥,루즈,,,블루,민소매,['우븐'],,,,,,,니트웨어,,['저지'],['무지'],터틀넥,노멀,,,,
746,532331,프레피,"원피스, 상의",5,,,,,,,,,,,,,,,미디,드레스,"['셔링', '플리츠']",['무지'],스퀘어넥,루즈,,,블랙,민소매,['우븐'],,,,,,,니트웨어,,['저지'],['무지'],터틀넥,노멀,,,,
747,532332,프레피,"원피스, 상의",5,,,,,,,,,,,,,,,미디,드레스,"['셔링', '플리츠']",['무지'],스퀘어넥,루즈,,,블루,민소매,['우븐'],,,,,,,니트웨어,,['저지'],['무지'],터틀넥,노멀,,,,
748,54317,프레피,"아우터, 상의",2,노말,,가디건,"['단추', '드롭숄더', '싱글브레스티드']",,['울/캐시미어'],브이넥,노멀,,,,,,['아가일'],,,,,,,,,,,,,,,,베이지,스카이블루,,긴팔,,,,,,,,
749,54318,프레피,"아우터, 상의",2,노말,,가디건,"['단추', '드롭숄더', '싱글브레스티드']",,['울/캐시미어'],브이넥,노멀,,,,,,['아가일'],,,,,,,,,,,,,,,,베이지,스카이블루,,긴팔,,,,,,,,
750,54320,프레피,"아우터, 상의",2,노말,,가디건,"['단추', '드롭숄더', '싱글브레스티드']",,['울/캐시미어'],브이넥,노멀,,,,,,['아가일'],,,,,,,,,,,,,,,,베이지,스카이블루,,긴팔,,,,,,,,
751,54321,프레피,"아우터, 상의",2,노말,,가디건,"['단추', '드롭숄더', '싱글브레스티드']",,['울/캐시미어'],브이넥,노멀,,,,,,['아가일'],,,,,,,,,,,,,,,,베이지,스카이블루,,긴팔,,,,,,,,
752,54322,프레피,"아우터, 상의",2,노말,,가디건,"['단추', '드롭숄더', '싱글브레스티드']",,['울/캐시미어'],브이넥,노멀,,,,,,['아가일'],,,,,,,,,,,,,,,,베이지,스카이블루,,긴팔,,,,,,,,
753,54323,프레피,"아우터, 상의",2,노말,,가디건,"['단추', '드롭숄더', '싱글브레스티드']",,['울/캐시미어'],브이넥,노멀,,,,,,['아가일'],,,,,,,,,,,,,,,,베이지,스카이블루,,긴팔,,,,,,,,
754,54327,프레피,"아우터, 상의",2,노말,,가디건,"['단추', '드롭숄더', '싱글브레스티드']",,['울/캐시미어'],브이넥,노멀,,,,,,['아가일'],,,,,,,,,,,,,,,,베이지,스카이블루,,긴팔,,,,,,,,
755,54328,프레피,"아우터, 상의",2,노말,,가디건,"['단추', '드롭숄더']",,['울/캐시미어'],라운드넥,노멀,,,,,,['아가일'],,,,,,,,,,,,,,,,베이지,스카이블루,,긴팔,,,,,,,,
756,54329,프레피,"아우터, 상의",2,노말,,가디건,"['단추', '드롭숄더', '싱글브레스티드']",,['울/캐시미어'],브이넥,노멀,,,,,,['아가일'],,,,,,,,,,,,,,,,베이지,스카이블루,,긴팔,,,,,,,,
757,54330,프레피,"아우터, 상의",2,노말,,가디건,"['단추', '드롭숄더', '싱글브레스티드']",,['울/캐시미어'],브이넥,노멀,,,,,,['아가일'],,,,,,,,,,,,,,,,베이지,스카이블루,,긴팔,,,,,,,,
758,561548,프레피,"아우터, 하의, 상의",10,노말,블랙,베스트,['슬릿'],민소매,['우븐'],라운드넥,루즈,,그레이,,,,['무지'],,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['무지'],,루즈,노멀,['퍼프'],피터팬칼라,
759,591573,프레피,"하의, 원피스, 상의",9,,,,,,,,,발목,,청바지,,스키니,,,,,,,,,,화이트,긴팔,,카키,,['데님'],['무지'],,,셔츠,,['우븐'],"['무지', '스트라이프']",,루즈,롱,,셔츠칼라,
760,591574,프레피,"하의, 원피스, 상의",9,,,,,,,,,발목,,청바지,,스키니,,,,,,,,,,화이트,긴팔,,카키,,['데님'],['무지'],,,셔츠,,['우븐'],"['무지', '스트라이프']",,루즈,롱,,셔츠칼라,
761,591576,프레피,"하의, 원피스, 상의",9,,,,,,,,,발목,,청바지,,스키니,,,,,,,,,,화이트,긴팔,,카키,,['데님'],['무지'],,,셔츠,,['우븐'],"['무지', '스트라이프']",,루즈,롱,,셔츠칼라,
762,591580,프레피,"하의, 원피스, 상의",9,,,,,,,,,발목,,청바지,,스키니,,,,,,,,,,화이트,긴팔,,카키,,['데님'],['무지'],,,셔츠,,['우븐'],"['무지', '스트라이프']",,루즈,롱,,셔츠칼라,
763,591582,프레피,"하의, 원피스, 상의",9,,,,,,,,,발목,,청바지,,스키니,,,,,,,,,,화이트,긴팔,,블랙,,['데님'],['무지'],,,셔츠,,['우븐'],"['무지', '스트라이프']",,루즈,롱,,셔츠칼라,
764,591584,프레피,"하의, 원피스, 상의",9,,,,,,,,,발목,,청바지,,스키니,,,,,,,,,,화이트,긴팔,,레드,,['데님'],['무지'],,,셔츠,,['우븐'],"['무지', '스트라이프']",,루즈,롱,,셔츠칼라,
765,591585,프레피,"하의, 원피스, 상의",9,,,,,,,,,발목,,청바지,,스키니,,,,,,,,,,화이트,긴팔,,레드,,['데님'],['무지'],,,셔츠,,['우븐'],"['무지', '스트라이프']",,루즈,롱,,셔츠칼라,
766,591586,프레피,"하의, 원피스, 상의",9,,,,,,,,,발목,,청바지,,스키니,,,,,,,,,,화이트,긴팔,,레드,,['데님'],['무지'],,,셔츠,,['우븐'],"['무지', '스트라이프']",,루즈,롱,,셔츠칼라,
767,591589,프레피,"하의, 원피스, 상의",9,,,,,,,,,발목,,청바지,,스키니,,,,,,,,,,화이트,긴팔,,레드,,['데님'],['무지'],,,셔츠,,['우븐'],"['무지', '스트라이프']",,루즈,롱,,셔츠칼라,
768,591590,프레피,"하의, 원피스, 상의",9,,,,,,,,,발목,,청바지,,스키니,,,,,,,,,,화이트,긴팔,,레드,,['데님'],['무지'],,,셔츠,,['우븐'],"['무지', '스트라이프']",,루즈,롱,,셔츠칼라,
769,591591,프레피,"하의, 원피스, 상의",9,,,,,,,,,발목,,청바지,,스키니,,,,,,,,,,화이트,긴팔,,레드,,['데님'],['무지'],,,셔츠,,['우븐'],"['무지', '스트라이프']",,루즈,롱,,셔츠칼라,
770,591592,프레피,"하의, 원피스, 상의",9,,,,,,,,,발목,,청바지,,스키니,,,,,,,,,,화이트,긴팔,,레드,,['데님'],['무지'],,,셔츠,,['우븐'],"['무지', '스트라이프']",,루즈,롱,,셔츠칼라,
771,591593,프레피,"하의, 원피스, 상의",9,,,,,,,,,발목,,청바지,,스키니,,,,,,,,,,화이트,긴팔,,레드,,['데님'],['무지'],,,셔츠,,['우븐'],"['무지', '스트라이프']",,루즈,롱,,셔츠칼라,
772,591594,프레피,"하의, 원피스, 상의",9,,,,,,,,,발목,,청바지,,스키니,,,,,,,,,,화이트,긴팔,,레드,,['데님'],['무지'],,,셔츠,,['우븐'],"['무지', '스트라이프']",,루즈,롱,,셔츠칼라,
773,591595,프레피,"하의, 원피스, 상의",9,,,,,,,,,발목,,청바지,,스키니,,,,,,,,,,화이트,긴팔,,레드,,['데님'],['무지'],,,셔츠,,['우븐'],"['무지', '스트라이프']",,루즈,롱,,셔츠칼라,
774,591596,프레피,"하의, 원피스, 상의",9,,,,,,,,,발목,,청바지,,스키니,,,,,,,,,,화이트,긴팔,,레드,,['데님'],['무지'],,,셔츠,,['우븐'],"['무지', '스트라이프']",,루즈,롱,,셔츠칼라,
775,600953,프레피,"하의, 상의",3,,,,,,,,,,블루,,,,,,,,,,,,,,,,,,,,네이비,화이트,니트웨어,민소매,['니트'],['아가일'],브이넥,루즈,노멀,,,
776,606390,프레피,"아우터, 하의, 상의",10,하프,,가디건,"['스터드', '포켓']",,['니트'],라운드넥,노멀,미디,블랙,스커트,['플레어'],루즈,['무지'],,,,,,,,,,,,,,['가죽'],['무지'],블랙,화이트,,긴팔,,,,,,,,
777,606393,프레피,"아우터, 하의, 상의",10,하프,,가디건,"['스터드', '포켓']",,['니트'],라운드넥,노멀,미디,블랙,스커트,['플레어'],루즈,['무지'],,,,,,,,,,,,,,['가죽'],['무지'],블랙,화이트,,긴팔,,,,,,,,
778,606394,프레피,"아우터, 하의, 상의",10,하프,,가디건,"['스터드', '포켓']",,['니트'],라운드넥,노멀,미디,블랙,스커트,['플레어'],루즈,['무지'],,,,,,,,,,,,,,['가죽'],['무지'],블랙,화이트,,긴팔,,,,,,,,
779,609453,프레피,"하의, 상의",3,,,,,,,,,발목,,팬츠,,벨보텀,,,,,,,,,,,,,,,['우븐'],['무지'],핑크,화이트,니트웨어,긴팔,['니트'],['스트라이프'],,노멀,노멀,['리본'],피터팬칼라,
780,609454,프레피,"하의, 상의",3,,,,,,,,,발목,,팬츠,,벨보텀,,,,,,,,,,,,,,,['우븐'],['무지'],핑크,블랙,니트웨어,긴팔,['니트'],['스트라이프'],,노멀,노멀,['리본'],피터팬칼라,
781,609455,프레피,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,,벨보텀,,,,,,,,,,,,,,,['우븐'],['무지'],핑크,블랙,니트웨어,긴팔,['니트'],['스트라이프'],,노멀,노멀,['리본'],피터팬칼라,
782,609458,프레피,"하의, 상의",3,,,,,,,,,발목,,팬츠,,벨보텀,,,,,,,,,,,,,,,['우븐'],['무지'],핑크,화이트,니트웨어,긴팔,['니트'],['스트라이프'],,노멀,노멀,['리본'],피터팬칼라,
783,609459,프레피,"하의, 상의",3,,,,,,,,,발목,,팬츠,,벨보텀,,,,,,,,,,,,,,,['우븐'],['무지'],핑크,화이트,니트웨어,긴팔,['니트'],['스트라이프'],,노멀,노멀,['리본'],피터팬칼라,
784,609460,프레피,"하의, 상의",3,,,,,,,,,발목,,팬츠,,벨보텀,,,,,,,,,,,,,,,['우븐'],['무지'],핑크,화이트,니트웨어,긴팔,['니트'],['스트라이프'],,노멀,노멀,['리본'],피터팬칼라,
785,609461,프레피,"하의, 상의",3,,,,,,,,,발목,,팬츠,,벨보텀,,,,,,,,,,,,,,,['우븐'],['무지'],핑크,화이트,니트웨어,긴팔,['니트'],['스트라이프'],,노멀,노멀,['리본'],피터팬칼라,
786,609462,프레피,"하의, 상의",3,,,,,,,,,발목,,팬츠,,벨보텀,,,,,,,,,,,,,,,['우븐'],['무지'],핑크,화이트,니트웨어,긴팔,['니트'],['스트라이프'],,노멀,노멀,['리본'],피터팬칼라,
787,614346,프레피,"하의, 상의",3,,,,,,,,,발목,블루,청바지,,스키니,,,,,,,,,,,,,,,['데님'],['무지'],화이트,블랙,니트웨어,반팔,['니트'],['무지'],,노멀,노멀,,,
788,614347,프레피,"하의, 상의",3,,,,,,,,,발목,블루,청바지,,스키니,,,,,,,,,,,,,,,['데님'],['무지'],화이트,블랙,니트웨어,반팔,['니트'],['무지'],,노멀,노멀,,,
789,614350,프레피,"하의, 상의",3,,,,,,,,,발목,블루,청바지,,스키니,,,,,,,,,,,,,,,['데님'],['무지'],화이트,블랙,니트웨어,반팔,['니트'],['무지'],,노멀,,,폴로칼라,
790,618812,프레피,"아우터, 하의, 상의",10,노말,,베스트,,,['니트'],브이넥,루즈,,,청바지,,,['아가일'],,,,,,,,,,,,,,['데님'],['무지'],화이트,베이지,셔츠,긴팔,['우븐'],['무지'],,노멀,노멀,,셔츠칼라,
791,618813,프레피,"아우터, 하의, 상의",10,노말,,베스트,,,['니트'],브이넥,루즈,발목,블루,청바지,['롤업'],와이드,['아가일'],,,,,,,,,,,,,,['데님'],['무지'],화이트,베이지,셔츠,긴팔,['우븐'],['무지'],,노멀,노멀,,셔츠칼라,
792,618814,프레피,"아우터, 하의, 상의",10,노말,,베스트,,,['니트'],브이넥,루즈,발목,블루,청바지,['롤업'],와이드,['아가일'],,,,,,,,,,,,,,['데님'],['무지'],화이트,베이지,셔츠,긴팔,['우븐'],['무지'],,노멀,노멀,,셔츠칼라,
793,618815,프레피,"아우터, 하의, 상의",10,노말,,베스트,,,['니트'],브이넥,루즈,발목,블루,청바지,['롤업'],와이드,['아가일'],,,,,,,,,,,,,,['데님'],['무지'],화이트,베이지,셔츠,긴팔,['우븐'],['무지'],,노멀,노멀,,셔츠칼라,
794,618818,프레피,"아우터, 하의, 상의",10,노말,,베스트,,,['니트'],브이넥,루즈,,,청바지,,,['아가일'],,,,,,,,,,,,,,['데님'],['무지'],화이트,베이지,셔츠,긴팔,['우븐'],['무지'],,노멀,노멀,,셔츠칼라,
795,618819,프레피,"아우터, 하의, 상의",10,노말,,베스트,,,['니트'],브이넥,루즈,발목,블루,청바지,['롤업'],와이드,['아가일'],,,,,,,,,,,,,,['데님'],['무지'],화이트,베이지,셔츠,긴팔,['우븐'],['무지'],,노멀,노멀,,셔츠칼라,
796,618820,프레피,"아우터, 하의, 상의",10,노말,,베스트,,,['니트'],브이넥,루즈,발목,블루,청바지,['롤업'],와이드,['아가일'],,,,,,,,,,,,,,['데님'],['무지'],화이트,베이지,셔츠,긴팔,['우븐'],['무지'],,노멀,노멀,,셔츠칼라,
797,618821,프레피,"아우터, 하의, 상의",10,노말,,베스트,,,['니트'],브이넥,루즈,,,청바지,,,['아가일'],,,,,,,,,,,,,,['데님'],['무지'],화이트,베이지,셔츠,긴팔,['우븐'],['무지'],,노멀,노멀,,셔츠칼라,
798,619462,프레피,"아우터, 상의",2,노말,,베스트,,,['니트'],브이넥,루즈,,,,,,['믹스'],,,,,,,,,,,,,,,,베이지,브라운,셔츠,민소매,['우븐'],['무지'],,노멀,롱,,셔츠칼라,
799,619463,프레피,"아우터, 상의",2,노말,베이지,베스트,,민소매,['니트'],브이넥,루즈,,,,,,['믹스'],,,,,,,브라운,,,,,,,,,,,셔츠,,['우븐'],['무지'],,노멀,롱,,셔츠칼라,
800,619464,프레피,"아우터, 상의",2,노말,,베스트,,,['니트'],,루즈,,,,,,['믹스'],,,,,,,,,,,,,,,,베이지,브라운,셔츠,긴팔,['우븐'],['무지'],,노멀,롱,,셔츠칼라,
801,619465,프레피,"아우터, 상의",2,노말,,베스트,,,['니트'],,루즈,,,,,,['믹스'],,,,,,,,,,,,,,,,베이지,브라운,셔츠,긴팔,['우븐'],['무지'],,노멀,롱,,셔츠칼라,
802,619466,프레피,"아우터, 상의",2,노말,,베스트,,,['니트'],브이넥,루즈,,,,,,['믹스'],,,,,,,,,,,,,,,,베이지,브라운,셔츠,민소매,['우븐'],['무지'],,노멀,롱,,셔츠칼라,
803,619467,프레피,"아우터, 상의",2,노말,,베스트,,,['니트'],브이넥,루즈,,,,,,['믹스'],,,,,,,,,,,,,,,,베이지,브라운,셔츠,민소매,['우븐'],['무지'],,노멀,롱,,셔츠칼라,
804,619468,프레피,"아우터, 상의",2,노말,,베스트,,,['니트'],브이넥,루즈,,,,,,['믹스'],,,,,,,,,,,,,,,,베이지,브라운,셔츠,민소매,['우븐'],['무지'],,노멀,롱,,셔츠칼라,
805,619469,프레피,"아우터, 상의",2,노말,,베스트,,,['니트'],브이넥,루즈,,,,,,['믹스'],,,,,,,,,,,,,,,,베이지,브라운,셔츠,민소매,['우븐'],['무지'],,노멀,롱,,셔츠칼라,
806,619472,프레피,"아우터, 상의",2,노말,,베스트,,,['니트'],,루즈,,,,,,['믹스'],,,,,,,,,,,,,,,,베이지,브라운,셔츠,민소매,['우븐'],['무지'],,노멀,롱,,셔츠칼라,
807,619473,프레피,"아우터, 하의, 상의",10,노말,,베스트,,,['니트'],브이넥,루즈,발목,,청바지,,루즈,['믹스'],,,,,,,,,,,,,,['데님'],['무지'],베이지,브라운,셔츠,민소매,['우븐'],['무지'],,노멀,롱,,셔츠칼라,
808,619474,프레피,"아우터, 상의",2,노말,,베스트,,,['니트'],브이넥,루즈,,,,,,['믹스'],,,,,,,,,,,,,,,,베이지,브라운,셔츠,민소매,['우븐'],['무지'],,노멀,롱,,셔츠칼라,
809,643244,프레피,"하의, 상의",3,,,,,,,,,발목,블루,청바지,['포켓'],루즈,,,,,,,,,,,,,,,['데님'],['무지'],레드,블랙,티셔츠,긴팔,['우븐'],['스트라이프'],라운드넥,노멀,크롭,,,
810,643419,프레피,"하의, 상의",3,,,,,,,,,미니,그레이,스커트,['셔링'],루즈,,,,,,,,,,,,,,,['트위드'],['체크'],그레이,,셔츠,긴팔,['트위드'],['체크'],,루즈,노멀,,,
811,643421,프레피,"하의, 상의",3,,,,,,,,,미니,그레이,스커트,['셔링'],루즈,,,,,,,,,,,,,,,['트위드'],['체크'],그레이,,셔츠,긴팔,['트위드'],['체크'],,루즈,노멀,,,
812,643423,프레피,"하의, 상의",3,,,,,,,,,미니,그레이,스커트,['셔링'],루즈,,,,,,,,,,,,,,,['트위드'],['체크'],그레이,,셔츠,긴팔,['트위드'],['체크'],,루즈,노멀,,,
813,643425,프레피,"하의, 상의",3,,,,,,,,,미니,그레이,스커트,['셔링'],루즈,,,,,,,,,,,,,,,['트위드'],['체크'],그레이,,셔츠,긴팔,['트위드'],['체크'],,루즈,노멀,,,
814,646387,프레피,"하의, 상의",3,,,,,,,,,미니,민트,팬츠,,노멀,,,,,,,,,,,,,,,['우븐'],['무지'],민트,,셔츠,반팔,['우븐'],['무지'],,노멀,크롭,"['단추', '포켓']",셔츠칼라,
815,68737,프레피,"하의, 상의",3,,,,,,,,,미디,라벤더,스커트,,노멀,,,,,,,,,,,,,,카키,['울/캐시미어'],['체크'],화이트,블랙,,긴팔,,,,,,,,
816,68753,프레피,"하의, 상의",3,,,,,,,,,미디,그레이,스커트,"['플레어', '버클', '비대칭']",와이드,,,,,,,,,,,,,,블랙,['울/캐시미어'],['체크'],,,티셔츠,,['저지'],['레터링'],라운드넥,루즈,,,,
817,68793,프레피,"하의, 상의",3,,,,,,,,,미디,베이지,스커트,['띠'],노멀,,,,,,,,,,,,,,블랙,['울/캐시미어'],['체크'],화이트,블랙,셔츠,7부소매,['우븐'],,,노멀,,,셔츠칼라,
818,68794,프레피,"하의, 상의",3,,,,,,,,,미디,베이지,스커트,['띠'],노멀,,,,,,,,,,,,,,블랙,['울/캐시미어'],['체크'],화이트,블랙,셔츠,7부소매,['우븐'],,,노멀,,,셔츠칼라,
819,68798,프레피,"하의, 상의",3,,,,,,,,,미디,베이지,스커트,['띠'],노멀,,,,,,,,,,,,,,블랙,['울/캐시미어'],['체크'],화이트,블랙,셔츠,긴팔,['우븐'],,,노멀,,,셔츠칼라,
